,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,202495000.000,198375000.000,265565000.000,271988000.000,296587000.000,291706000.000,379468000.000,331979000.000,320684000.000,301392000.000
AccountsReceivableNetCurrent,158450000.000,167463000.000,257913000.000,258158000.000,254682000.000,268419000.000,317200000.000,289162000.000,275568000.000,255461000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,6190000.000,,,,8067000.000,,,,10931000.000,
AdditionalPaidInCapital,9893000.000,12254000.000,11857000.000,21868000.000,29221000.000,30620000.000,32119000.000,32807000.000,33268000.000,33486000.000
AllowanceForDoubtfulAccountsReceivable,-3043000.000,,,,8123000.000,,,,15257000.000,
Assets,390086000.000,544805000.000,1005179000.000,984156000.000,1005873000.000,1028487000.000,1145722000.000,1130354000.000,1107947000.000,1086188000.000
AssetsCurrent,291086000.000,444792000.000,452734000.000,437170000.000,460970000.000,492277000.000,529349000.000,528799000.000,519810000.000,479706000.000
BusinessAcquisitionSharePrice,,34.580,,,,,,,,
BusinessCombinationContingentConsiderationLiability,5409000.000,4695000.000,5179000.000,,,,,,,3735000.000
BusinessCombinationContingentConsiderationLiabilityCurrent,6282000.000,6324000.000,47681000.000,44281000.000,52665000.000,42594000.000,5750000.000,,,
CapitalLeasesFutureMinimumPaymentsDue,0.000,,,,,,,,,
CapitalizedComputerSoftwareAccumulatedAmortization,10650000.000,,,,13372000.000,,,,26218000.000,
CapitalizedComputerSoftwareGross,23886000.000,,,,50622000.000,,,,76465000.000,
CapitalizedComputerSoftwareNet,13236000.000,15562000.000,35417000.000,35904000.000,37250000.000,39770000.000,53517000.000,51659000.000,50247000.000,46838000.000
CashAndCashEquivalentsAtCarryingValue,17957000.000,162018000.000,17305000.000,15665000.000,27600000.000,14684000.000,7906000.000,17092000.000,7953000.000,16581000.000
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,590000000.000,590000000.000,590000000.000,590000000.000,590000000.000,590000000.000,590000000.000,590000000.000,590000000.000
CommonStockSharesIssued,51457023.000,58278148.000,63613867.000,64253037.000,64523864.000,64594025.000,66353071.000,66711874.000,66764999.000,67164606.000
CommonStockSharesOutstanding,51457023.000,58278148.000,63613867.000,64253037.000,64523864.000,64594025.000,66353071.000,66711874.000,66764999.000,67164606.000
CommonStockValue,,299884000.000,445280000.000,448736000.000,451620000.000,452234000.000,499472000.000,502695000.000,503828000.000,507381000.000
DebtCurrent,,,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6750000.000,7500000.000,9925000.000
DeferredFinanceCostsNoncurrentNet,921000.000,,5681000.000,5312000.000,5013000.000,,,,,
DeferredIncomeTaxLiabilities,3553000.000,,,,9909000.000,,,,14947000.000,
DeferredTaxAssetsGross,,,,,7795000.000,,,,20957000.000,
DeferredTaxAssetsInventory,449000.000,,,,253000.000,,,,,
DeferredTaxAssetsInvestments,,,,,,,,,1101000.000,
DeferredTaxAssetsLiabilitiesNet,1295000.000,,,,,,,,6010000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,1813000.000,1813000.000,2168000.000,2503000.000,5311000.000,18007000.000,13630000.000,17992000.000,14703000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,4263000.000
DeferredTaxAssetsNet,4848000.000,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,6383000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,,11779000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,,45769000.000,
DeferredTaxAssetsOther,488000.000,,,,176000.000,,,,1014000.000,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,,,676000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,2731000.000,,,,3638000.000,,,,3598000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,1180000.000,,,,3728000.000,,,,8861000.000,
DeferredTaxLiabilities,,,,,2114000.000,,,,,
DeferredTaxLiabilitiesNoncurrent,518000.000,2677000.000,11081000.000,11128000.000,7425000.000,10851000.000,10018000.000,12027000.000,8693000.000,
DeferredTaxLiabilitiesOther,,,,,489000.000,,,,,
DeferredTaxLiabilitiesPrepaidExpenses,700000.000,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,2257000.000,3332000.000,5682000.000,6126000.000,5563000.000,7905000.000,5028000.000,7115000.000,5674000.000,7905000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,15923000.000,,,,13042000.000,
