,2011-04-30,2012-04-30,2013-04-30,2014-04-30,2015-04-30,2016-04-30,2017-04-30
AdjustmentForAmortization,,,,30900000.000,58500000.000,72800000.000,78900000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,14500000.000,14968000.000,15293000.000,20058000.000,26068000.000,23540000.000,19285000.000
AdvertisingExpense,264200000.000,278800000.000,270800000.000,,,,
AllocatedShareBasedCompensationExpense,14500000.000,14200000.000,15300000.000,20100000.000,26100000.000,23500000.000,19300000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,15000000.000,15300000.000,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,4040000.000,1393000.000,1797000.000,
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,24075000.000,13283000.000,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,-272000.000,-292000.000,3338000.000,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,37287000.000,89914000.000,28847000.000,15353000.000,4769000.000,2992000.000,
AmortizationOfIntangibleAssets,29500000.000,19800000.000,24200000.000,22345000.000,47943000.000,57691000.000,62379000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,12800000.000,8900000.000,3300000.000,100000.000,100000.000,100000.000,300000.000
AvailableForSaleSecuritiesGrossRealizedGains,,14000.000,200000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-126201000.000,266490000.000,-196750000.000,437723000.000,-178117000.000,-1110389000.000,114530000.000
CommonStockDividendsPerShareCashPaid,0.450,0.700,0.800,0.800,0.800,0.800,0.880
CommonStockDividendsPerShareDeclared,0.600,0.700,0.800,0.800,0.800,0.800,0.880
ComprehensiveIncomeNetOfTax,415665000.000,266844000.000,432353000.000,469784000.000,470226000.000,361294000.000,404879000.000
CostOfRevenue,2414590000.000,1701695000.000,1604788000.000,1627656000.000,1630490000.000,1685552000.000,1644377000.000
CostsAndExpenses,3108726000.000,2327479000.000,2209257000.000,2261084000.000,2283992000.000,2404961000.000,2320330000.000
CurrentFederalTaxExpenseBenefit,188086000.000,126773000.000,219411000.000,195277000.000,245473000.000,167233000.000,147961000.000
CurrentForeignTaxExpenseBenefit,21456000.000,8647000.000,3173000.000,6749000.000,9788000.000,8735000.000,10678000.000
CurrentIncomeTaxExpenseBenefit,254610000.000,156705000.000,265700000.000,235300000.000,286762000.000,148988000.000,173757000.000
CurrentStateAndLocalTaxExpenseBenefit,45068000.000,21285000.000,43116000.000,33274000.000,31501000.000,-26980000.000,15118000.000
DeferredFederalIncomeTaxExpenseBenefit,-799000.000,55032000.000,-29258000.000,28624000.000,-30181000.000,19937000.000,39299000.000
DeferredForeignIncomeTaxExpenseBenefit,288000.000,211000.000,480000.000,-2380000.000,3520000.000,3200000.000,378000.000
DeferredIncomeTaxExpenseBenefit,3010000.000,73397000.000,-28847000.000,31719000.000,-30701000.000,36938000.000,34613000.000
DeferredRevenueAdditions,77474000.000,76080000.000,76561000.000,88636000.000,,,
DeferredRevenueRevenueRecognized,-78413000.000,75603000.000,71355000.000,89685000.000,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,3521000.000,18154000.000,-69000.000,5475000.000,-4040000.000,13801000.000,-5064000.000
DefinedBenefitPlanContributionsByPlanParticipants,22300000.000,12800000.000,11300000.000,11800000.000,14800000.000,14300000.000,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,,13800000.000
Depreciation,,,,93259000.000,111861000.000,115907000.000,119789000.000
DepreciationAndAmortization,92200000.000,69310000.000,68192000.000,,,,
