,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,,683998.000,735304.000,,1311518.000,1330602.000,1408150.000,1376312.000,1512249.000,1384959.000,1400877.000,1366234.000,1372642.000,1248534.000,1260620.000,1230318.000,1734845.000,1701211.000,1623151.000,1522892.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,854248.000,792827.000,740618.000,774860.000,582207.000,665675.000,556047.000,37846.000,33906.000,202552.000,162733.000,189885.000,232549.000,210691.000,166757.000,250355.000,232102.000,23132.000,86350.000,97238.000,144506.000,87536.000,154857.000
AccruedIncomeTaxes,,,,,,,,370000.000,1996130.000,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,,,1592716.000,0.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,2059000.000,2066000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-690000.000,-988000.000,-987500.000,-918500.000,-1029500.000,-1033000.000,-982500.000,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,24313341.000,24361987.000,24366099.000,24370584.000,24375069.000,24238575.000,24129031.000,24148404.000,24200443.000,24230844.000,24230844.000,24230844.000,24230844.000,24249844.000,24255614.000,24255614.000,24255614.000,24255614.000,24050249.000,24076991.000,24076991.000,24076991.000,24076991.000
AllowanceForLoanAndLeaseLossesRealEstate,,,,,,,250000.000,,,,,,,,,,,,,,,,
AlternativeInvestmentsFairValueDisclosure,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,
Assets,32717327.000,32272348.000,31595830.000,31705540.000,31587012.000,31249138.000,30472380.000,35099533.000,34638438.000,30379220.000,30699916.000,27045716.000,26667538.000,29797226.000,25923246.000,33345940.000,32585225.000,32224908.000,27794958.000,27108331.000,23673618.000,22777421.000,22357162.000
AssetsFairValueDisclosure,,,,,,,28000.000,,,,,,,3793000.000,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,,,,24000.000,20000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,,,,,40000.000,65000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,,,,,,,,,,,1083000.000,748000.000,1114000.000,1040000.000,749000.000,649000.000,365000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,,,,,,16000.000,45000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,,,,,,,,,,836000.000,272000.000,641000.000,748000.000,452000.000,649000.000,365000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,,,,,,,247000.000,477000.000,473000.000,292000.000,297000.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,3449015.000,2916630.000,2366363.000,2920962.000,2920080.000,2637520.000,1937267.000,23218704.000,21502353.000,17655568.000,,6083594.000,6569830.000,9451152.000,4804198.000,11880337.000,11531091.000,11213385.000,6334687.000,4569120.000,3195824.000,3019463.000,3037443.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,13756426.000,6083594.000,6569830.000,,4804198.000,11880337.000,,,,,,,
CashFDICInsuredAmount,,,,,,,,,,250000.000,,,,250000.000,,,,250000.000,,,,250000.000,
CashFlowHedgesDerivativeInstrumentsAtFairValueNet,,,,,,,-1965000.000,,,,,,,,,,,,,,,,
CashUninsuredAmount,,,,,,,,,,560000.000,,,,485000.000,,,,399000.000,,,,50000.000,
CommitmentsAndContingencies,,,,,,,,,,,,,,,,,,0.000,,,,,
CommonStockParOrStatedValuePerShare,,,,,,,,,,,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,,,,,,,,,,,1200000.000,1200000.000,1200000.000,1200000.000,1200000.000,1200000.000,1200000.000,1200000.000,1200000.000,1200000.000,1050000.000,1050000.000,1050000.000
CommonStockSharesIssued,,,,,,,,,,,1048926.000,1048926.000,1048926.000,1053926.000,1053926.000,1053926.000,1053926.000,1053926.000,1035493.000,1035493.000,1035493.000,1035493.000,1035493.000
CommonStockSharesOutstanding,,,,,,,969526.000,,,,1048926.000,1048926.000,1048926.000,1048926.000,,,,,,,,,
CommonStockValue,,,,,,,,,,,1048926.000,1048926.000,1048926.000,1053926.000,1053926.000,1053926.000,1053926.000,1053926.000,1035493.000,1035493.000,1035493.000,1035493.000,1035493.000
CostMethodInvestments,,,,,,,3604000.000,,,3304000.000,,,,3793000.000,,,,,,,,,
CostMethodInvestmentsFairValueDisclosure,,,,,,,856000.000,,,592000.000,,,,,,,,,,,,,
DebtInstrumentFaceAmount,,,,,,,,,,,,,,203000.000,,,,,,,,,
DeferredCostsLeasingGross,,,,,,,34000.000,,,,,,,,,,,,,,,,
DeferredFinanceCostsNet,,,,,,,112000.000,,,,,,,,,,,,,,,,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,,217000.000,217000.000,217000.000,217000.000,217000.000,76000.000,76000.000
DeferredTaxAssetsNet,530000.000,760000.000,632000.000,636000.000,649000.000,629000.000,698000.000,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,4900000.000,5100000.000,,,,,,,,,,,,,,
DeferredTaxLiabilities,,,,,,,,151000.000,140000.000,,248000.000,308000.000,217000.000,,217000.000,217000.000,,,,,,,
DeferredTaxLiabilitiesCurrent,,,,,,,,,,217000.000,248000.000,308000.000,217000.000,217000.000,217000.000,217000.000,217000.000,217000.000,217000.000,217000.000,217000.000,76327.000,76327.000
DepositsAssets,,,,,,,119000.000,,,,,,,,,,,,,,,,
DerivativeBasisSpreadOnVariableRate,,,,,0.025,0.025,,,,,,,,,,,,,,,,,
DerivativeFixedInterestRate,,,,,0.076,0.076,,,,,,,,,,,,,,,,,
DerivativeLiabilities,,,,,2059000.000,2066000.000,,,,,,,,,,,,,,,,,
DividendsPayableAmountPerShare,,,,,,,,,4.000,4.000,,,,,,,,,,,,0.500,
DividendsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,526963.000,,,0.000,517747.000,0.000,0.000,0.000,501196.000,0.000
DueFromRelatedParties,703100.000,705587.000,696909.000,700772.000,701769.000,705614.000,696909.000,701744.000,704201.000,,,,,281663.000,,,2322448.000,2322695.000,2322695.000,2322695.000,2270695.000,2039714.000,1792538.000
DueToAffiliateCurrentAndNoncurrent,,,,,,,,2795632.000,2502891.000,2502891.000,2502891.000,2400000.000,2400000.000,2100000.000,2100000.000,2100000.000,2100000.000,1800000.000,1800000.000,1800000.000,1800000.000,1600000.000,1600000.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,0.000,36799.000,36799.000,36799.000,0.000,65959.000,65959.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,5000.000,,,,,,,,,,,,,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,,,,0.950,0.950,0.490,,,,0.490,,,,0.490,,,,0.490,
ExcessStockSharesAuthorized,,,,,,,,,,,,,,,,,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000
ExcessStockSharesIssued,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Goodwill,5628627.000,5628627.000,5628627.000,5628627.000,5628627.000,5628627.000,5628627.000,,,,,,,,,,,,,,,,
HeldToMaturitySecurities,,,,,,,,,,1088000.000,,,,1107000.000,,,,847000.000,,,,696000.000,
HeldToMaturitySecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,,,256000.000,,,26000.000,,,,247000.000,,,,111000.000,,,,199000.000,
HeldToMaturitySecuritiesDebtMaturitiesAfterFiveThroughTenYearsNetCarryingAmount,,,,,,,235000.000,,,25000.000,,,,262000.000,,,,140000.000,,,,187000.000,
HeldToMaturitySecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,,26000.000,,,,,,,52000.000,,,,45000.000,,,,50000.000,
HeldToMaturitySecuritiesDebtMaturitiesAfterOneThroughFiveYearsNetCarryingAmount,,,,,,,25000.000,,,,,,,51000.000,,,,49000.000,,,,50000.000,
HeldToMaturitySecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,,,380000.000,,,1039000.000,,,,799000.000,,,,581000.000,,,,464000.000,
HeldToMaturitySecuritiesDebtMaturitiesAfterTenYearsNetCarryingAmount,,,,,,,361000.000,,,1063000.000,,,,794000.000,,,,658000.000,,,,459000.000,
HeldToMaturitySecuritiesDebtMaturitiesFairValue,,,,,,,662000.000,,,,,,,,,,,,,,,,
HeldToMaturitySecuritiesDebtMaturitiesNetCarryingAmount,,,,,,,621000.000,,,,,,,,,,,,,,,,
HeldToMaturitySecuritiesFairValue,,,,,,,,,,1065000.000,,,,1098000.000,,,,737000.000,,,,713000.000,
InterestRateCashFlowHedgeDerivativeAtFairValueNet,,,,,,,-1965000.000,,,,,,,,,,,,,,,,
InterestRateDerivativeLiabilitiesAtFairValue,1380000.000,1976000.000,1975000.000,1837000.000,,,1965000.000,,,,,,,,,,,,,,,,
