,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,,,,,,,,,16500.000,,,,22000.000,,,,11000.000,,,,10000.000
AmortizationOfFinancingCosts,,,,,,,,,5000.000,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,5771.000,34000.000,35000.000,35000.000,33000.000,35000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,35000.000,35000.000
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,,,,0.000,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,2560666.000,2794333.000,2984000.000,2307000.000,-4961333.000,2568000.000,,3717000.000,,3622000.000,3496000.000,3496000.000,-7075000.000,3282000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,-0.070,-0.060,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,-0.070,-0.060,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,-957564.000,-891855.000,,,,,,,,,,-887000.000,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,10292159.000,7059423.000,,,,,,,,,,4856000.000,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,61348.000,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-691616.000,,,,-975813.000,,-2198045.000,,,,-670000.000,,,,-263000.000,,,,-857000.000
CostOfRevenue,6614311.000,4718065.000,12255359.000,13209463.000,6637221.000,6133518.000,11358976.000,8082147.000,4823972.000,4643000.000,4051000.000,,,,,,,,,,
CostOfServicesExcludingDepreciationDepletionAndAmortization,,,,,,,,,,,,,4868000.000,4405000.000,4292000.000,7554000.000,6370000.000,4861000.000,3955000.000,4979000.000,2530000.000
DebtInstrumentPeriodicPaymentInterest,,,,,,,,,,8000.000,8000.000,,7000.000,7000.000,6000.000,,,,,,
DebtInstrumentPeriodicPaymentPrincipal,,,,,,,100000.000,,,25000.000,25000.000,,75000.000,75000.000,25000.000,,,,,,
DebtIssuanceCosts,,,,,,,,,,,,,40000.000,,,,,,,,
Depreciation,,,,,,,,,,,,,85000.000,95000.000,99000.000,83000.000,106000.000,109000.000,125000.000,0.000,104000.000
DepreciationAndAmortization,57798.000,59233.000,76905.000,81356.000,58725.000,74723.000,50133.000,,122317.000,,,,114000.000,,,,159000.000,,,,139000.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,,,,,100000.000
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,0.000,0.000,,,,,,,,,,,4000.000,,2000.000
EarningsPerShareBasic,0.150,0.010,-0.090,-0.160,-0.020,-0.010,-0.000,-0.070,,,,,,,,,,,0.010,,0.020
EarningsPerShareBasicAndDiluted,,,,,,,,,-0.060,-0.090,-0.020,-0.020,-0.030,-0.080,-0.040,0.010,-0.070,-0.010,0.010,0.000,0.020
EarningsPerShareDiluted,0.130,0.010,-0.090,-0.160,-0.020,-0.010,-0.000,-0.070,,,,,,,,,,,0.010,,0.020
EntityWideRevenueMajorCustomerPercentage,,,,0.460,0.560,,,,,,,,,,,,,,,,
GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,910000.000,,321000.000
