,2015-04-30,2015-07-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AdjustmentsToAdditionalPaidInCapitalOther,,,21029.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,2297.000,,,,-241144.000,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,-0.000
GeneralAndAdministrativeExpense,30701.000,19444.000,22752.000,25740.000,23963.000,167545.000,84112.000,93888.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,3320.000,,,,-5921.000,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,-2858.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-700.000,,,,149300.000,
NetCashProvidedByUsedInFinancingActivities,,,21029.000,,,,1047.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,21029.000,,,,1047.000,
NetCashProvidedByUsedInOperatingActivities,,,-18732.000,,,,-242191.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-18732.000,,,,-242191.000,
NetIncomeLoss,-30701.000,-19444.000,-22752.000,-25740.000,-23963.000,-167545.000,-84112.000,-93888.000
ProceedsFromContributionsFromAffiliates,,,21029.000,,,,1047.000,
ProfessionalFees,,,,,,,50000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,-200000000.000,100000000.000,100000000.000
