,2017-03-31
AllocatedShareBasedCompensationExpense,408964000.000
AmortizationOfFinancingCosts,117000.000
AssetRetirementObligationAccretionExpense,12000.000
AssetRetirementObligationLiabilitiesIncurred,45000.000
AssetRetirementObligationLiabilitiesSettled,0.000
AssetRetirementObligationRevisionOfEstimate,-5000.000
CapitalExpendituresIncurredButNotYetPaid,58518000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,187082000.000
CostsAndExpenses,432403000.000
CostsIncurredAssetRetirementObligationIncurred,40000.000
CurrentFederalTaxExpenseBenefit,0.000
CurrentIncomeTaxExpenseBenefit,0.000
CurrentStateAndLocalTaxExpenseBenefit,0.000
DeferredFederalIncomeTaxExpenseBenefit,87479000.000
DeferredIncomeTaxExpenseBenefit,89368000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,1889000.000
DepletionOfOilAndGasProperties,13700000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,17042000.000
EffectiveIncomeTaxRateContinuingOperations,-0.237
GasGatheringTransportationMarketingAndProcessingCosts,392000.000
GeneralAndAdministrativeExpense,413551000.000
ImpairmentOfLeasehold,7000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-376513000.000
IncomeTaxExpenseBenefit,89368000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,78019000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-363000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,10478000.000
IncomeTaxReconciliationOtherReconcilingItems,6000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,1228000.000
IncomeTaxesPaidNet,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-459000.000
IncreaseDecreaseInOtherCurrentAssets,6325000.000
IncreaseDecreaseInOtherNoncurrentAssets,0.000
InterestExpense,711000.000
InterestPaidNet,697000.000
LeaseOperatingExpense,1610000.000
NaturalGasProductionRevenue,917000.000
NetCashProvidedByUsedInFinancingActivities,266065000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,266065000.000
NetCashProvidedByUsedInInvestingActivities,-100684000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-100684000.000
NetCashProvidedByUsedInOperatingActivities,21701000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,21701000.000
NetIncomeLoss,-465881000.000
NonoperatingIncomeExpense,16502000.000
OperatingIncomeLoss,-393015000.000
OtherCostAndExpenseOperating,141000.000
OtherNoncashIncomeExpense,39000.000
OtherNonoperatingIncomeExpense,171000.000
OtherSalesRevenueNet,188000.000
PaymentsOfDebtIssuanceCosts,1000000.000
PaymentsOfStockIssuanceCosts,2560000.000
PaymentsToAcquireOilAndGasProperty,25628000.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,763000.000
PaymentsToExploreAndDevelopOilAndGasProperties,74293000.000
ProceedsFromIssuanceInitialPublicOffering,401625000.000
ProceedsFromIssuanceOfCommonLimitedPartnersUnits,0.000
ProceedsFromLongTermLinesOfCredit,10000000.000
ProductionTaxExpense,2640000.000
RepaymentsOfLinesOfCredit,142000000.000
ResultsOfOperationsDepreciationDepletionAmortizationAndAccretion,14062000.000
Revenues,39388000.000
SalesRevenueNet,39388000.000
ShareBasedCompensation,408964000.000
