,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31
AccountsPayableAndAccruedLiabilitiesCurrent,15383.000,21764.000,-26699.000,-49614.000,-59554.000,-73454.000,-78665.000,91990.000,91309.000
AccountsPayableRelatedPartiesCurrent,11500.000,29034.000,-24034.000,-12308.000,-23790.000,-41305.000,-46694.000,52073.000,57457.000
AdditionalPaidInCapital,-67890.000,54610.000,1419860.000,1457360.000,1457360.000,1433890.000,1459962.000,1459962.000,1422888.000
AssetsCurrent,,490.000,-3990.000,-7732.000,-1532.000,,0.000,2000.000,2000.000
Cash,,490.000,-3990.000,-5366.000,,,,,
CashAndCashEquivalentsAtCarryingValue,,490.000,3990.000,5366.000,0.000,0.000,0.000,2000.000,2000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,850000000.000
CommonStockSharesIssued,186490000.000,187790000.000,201290000.000,201290000.000,201290000.000,211290000.000,249290000.000,249290000.000,328339316.000
CommonStockSharesOutstanding,186490000.000,187790000.000,201290000.000,201290000.000,201290000.000,211290000.000,249290000.000,249290000.000,328339316.000
CommonStockValue,186490.000,187790.000,201290.000,201290.000,201290.000,211290.000,249290.000,249290.000,328339.000
ConvertibleDebtFairValueDisclosures,,,,37500.000,37500.000,7500.000,,,
ConvertibleNotesPayableCurrent,,,,-5936.000,-11315.000,-48750.000,-24050.000,24050.000,1550.000
ConvertibleSubordinatedDebt,,,,,,7500.000,,,9082.000
ConvertibleSubordinatedDebtCurrent,,,,,,37500.000,,,
CustomerAdvancesAndDepositsCurrent,,,,,,,,,270145.000
CustomerAdvancesCurrent,,,,-232625.000,-232625.000,-242625.000,-242625.000,259255.000,270145.000
DebtInstrumentUnamortizedDiscount,,,,5936.000,11315.000,37500.000,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,2366.000,1532.000,,,,
DeferredTaxAssetsNet,,,,686065.000,,705612.000,,,
DerivativeLiabilities,,,,-8785.000,-31811.000,-86518.000,-38379.000,28990.000,19116.000
DerivativeNetLiabilityPositionAggregateFairValue,,,,46285.000,31811.000,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,53843.000,53843.000,53843.000,53843.000,53843.000,53843.000,53843.000,53843.000,53843.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,1087.000,15000.000,15000.000,15000.000,
LiabilitiesAndStockholdersEquity,,490.000,3990.000,7732.000,1532.000,,0.000,2000.000,2000.000
LiabilitiesCurrent,66883.000,175798.000,-273358.000,-309268.000,-359122.000,-492652.000,-430413.000,456358.000,439577.000
NotesAndLoansPayableCurrent,40000.000,125000.000,-222625.000,,-27.000,,,,
OperatingLossCarryforwards,,,,,,2016034.000,,,
OperatingLossCarryforwardsValuationAllowance,,,,,,-705612.000,,,
RetainedEarningsAccumulatedDeficit,,,,-301536.000,-357590.000,-492652.000,2139665.000,2163610.000,2188804.000
StockholdersEquity,-66883.000,-175308.000,-269368.000,,,,-430413.000,-454358.000,-437577.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,-492652.000,,,
UnamortizedDebtIssuanceExpense,,,,31564.000,26185.000,,,,
UnsecuredDebt,,,,232625.000,232625.000,242625.000,242625.000,259255.000,
