,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,265190.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,36131.000,49801.000,82963.000,74600.000,72490.000,119155.000,125949.000,162585.000,184982.000,171270.000,196144.000,
AccountsPayableCurrent,42442.000,48400.000,53241.000,12595.000,6777.000,17429.000,,,,,,,,,,,,
AccountsPayableInterestBearingInterestRate,,,,,,0.100,,,,,,,,,,,,
AccruedIncomeTaxes,,,,,,0.000,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,6125.000,11875.000,17500.000,,,,,,
AccruedPayrollTaxesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,11290.000
AccruedSalariesCurrent,,,,,,,,,,10000.000,40000.000,60000.000,,30000.000,60000.000,90000.000,120000.000,150000.000
AdditionalPaidInCapital,9225.000,9975.000,9975.000,9975.000,9975.000,9975.000,9975.000,9975.000,609875.000,-432621.000,-432621.000,-432621.000,-432621.000,-432621.000,-432621.000,-432621.000,-432621.000,-432621.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,119332.000,,,,,,,,,,,,
Assets,3925.000,1205.000,723.000,4697.000,8044.000,4000.000,,,1350085.000,308361.000,310972.000,308018.000,307973.000,307928.000,307883.000,326878.000,322832.000,307748.000
AssetsCurrent,3925.000,1205.000,723.000,4697.000,8044.000,4000.000,,,85.000,857.000,3468.000,514.000,469.000,424.000,379.000,19374.000,15328.000,244.000
Cash,3925.000,1205.000,723.000,4697.000,4044.000,0.000,,,85.000,857.000,3468.000,514.000,469.000,,,335.000,,
CashAndCashEquivalentsAtCarryingValue,3925.000,1205.000,723.000,4697.000,4044.000,0.000,,,85.000,857.000,3468.000,514.000,469.000,424.000,379.000,335.000,289.000,244.000
CashEquivalentsAtCarryingValue,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,289.000,244.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,11025000.000,10250000.000,11025000.000,11025000.000,11025000.000,11025000.000,11025000.000,11025000.000,11125000.000,11025000.000,11125000.000,11125000.000,11125000.000,11125000.000,11125000.000,11125000.000,11125000.000,11125000.000
CommonStockSharesOutstanding,11025000.000,11025000.000,11025000.000,11025000.000,11025000.000,11025000.000,11025000.000,11025000.000,11125000.000,11125000.000,11125000.000,11125000.000,11125000.000,11125000.000,11125000.000,11125000.000,11125000.000,11125000.000
CommonStockValue,11025.000,11025.000,11025.000,11025.000,11025.000,11025.000,11025.000,11025.000,11125.000,11125.000,11125.000,11125.000,11125.000,11125.000,11125.000,11125.000,11125.000,11125.000
ConvertibleDebtCurrent,,,,,,,,,,,,,,,10000.000,,,
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,10000.000,10000.000,,10000.000,10000.000,10000.000
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,,6.000,,,,,,
DebtInstrumentFaceAmount,,,,,,,,,,,,,345019.000,,345020.000,345020.000,345019.000,345019.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,0.100,0.100,,,,,,,,,,
DeferredTaxAssetsGrossCurrent,,,,,,0.000,,,,0.000,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,119332.000,,,,172232.000,,,,,,,,409039.000
DeferredTaxAssetsValuationAllowance,,,,,,,,,,172232.000,,,,,,,,409039.000
DepositLiabilitiesAccruedInterest,,,,4509.000,10119.000,16341.000,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,211000.000,265747.000,294520.000,3711.000,3711.000,3774.000,5805.000,2453.000,2453.000,2453.000,2453.000,2453.000,2453.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,324520.000,,,,,,,
DueToRelatedPartiesNoncurrent,,,,,,54746.000,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,1342.000,,,,,,,,,,,,,,,,,
InterestAndDividendsPayableCurrent,141.000,,,,,,,,,,,,,,,,,
InterestPayableCurrent,,,,,,,23038.000,30001.000,37342.000,45768.000,53449.000,61451.000,22870.000,78355.000,34213.000,39760.000,45308.000,50979.000
InterestReceivable,,,,,,,,,,,,,45768.000,,,,,
Liabilities,46925.000,51400.000,58241.000,228104.000,260610.000,283175.000,,,,1162831.000,,,1404053.000,1470689.000,1529888.000,1601176.000,1646050.000,1755096.000
LiabilitiesAndStockholdersEquity,3925.000,1205.000,723.000,4697.000,8044.000,4000.000,,,1350085.000,308361.000,310972.000,308018.000,307973.000,307928.000,307883.000,326878.000,322832.000,307748.000
LiabilitiesCurrent,,51400.000,,,,228429.000,301878.000,344321.000,1131194.000,1162831.000,1218284.000,1334180.000,128402.000,195038.000,381737.000,781176.000,1616050.000,1745096.000
LiabilitiesNoncurrent,,,,,,,,,,,,,,1275651.000,1148151.000,820000.000,40000.000,10000.000
LiabilitiesOtherThanLongtermDebtNoncurrent,,,,,,,,,,,,,1275651.000,,,,,
LiabilityForUncertainTaxPositionsNoncurrent,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,211000.000,243714.000,265746.000,,,,,352020.000,,,,124302.000,517453.000,547453.000,577453.000
NotesPayableRelatedPartiesNoncurrent,,,,,,,,,,,,,515651.000,515651.000,398151.000,60000.000,30000.000,
NotesPayableToBankCurrent,3000.000,3000.000,5000.000,0.000,,,,,,,,,,,,,,
OperatingLossCarryforwards,,,,,,,,,,,,,,295038.000,,,,701800.000
OperatingLossCarryforwardsValuationAllowance,,,,,,,,,,,,,,-295038.000,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,,0.000,0.000,,,,,,,,,,,,,,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
PreferredStockValue,0.000,0.000,0.000,0.000,,0.000,,,,,,,,,,,,
PrepaidExpenseCurrent,,,,,,4000.000,,,,,,,,,,19039.000,15039.000,
PrepaidExpenseCurrentAndNoncurrent,,,,,4000.000,,,,,,,,,,,,,
RealEstateInvestmentPropertyNet,,,,,,,,,,,307504.000,,,,,,,
RetainedEarningsAccumulatedDeficit,-63250.000,-71195.000,-78518.000,-244407.000,-273566.000,-300175.000,-322878.000,-365321.000,-402109.000,-432974.000,-485816.000,-604666.000,-674584.000,-741265.000,-800509.000,-852802.000,-911722.000,-1025852.000
SecuredDebtCurrent,,,,,,,,,,,,,,,,,750000.000,750000.000
SecuredLongTermDebt,,,,,,,,,,,,,,750000.000,750000.000,,,
SharesOutstanding,,0.000,,,,,,,,,,,,,,,,
StockholdersEquity,,,,,,,-301878.000,-344321.000,218891.000,-854470.000,-907312.000,-1026162.000,-1096080.000,-1162761.000,-1222005.000,-1274298.000,-1333218.000,-1447348.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-43000.000,-50195.000,-57518.000,-223407.000,-252566.000,-279175.000,,,,-854470.000,,,-1096080.000,-1162761.000,-1222005.000,-1274298.000,-1323218.000,-1447348.000
