,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,562000.000,,,,1503000.000,,,,972000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1799000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,896000.000
AmortizationOfFinancingCosts,75000.000,,,,285000.000,,,,297000.000
AmortizationOfIntangibleAssets,,,7908000.000,,,,,,
AssetImpairmentCharges,150000.000,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,0.130,0.170,,,0.130,0.080,,0.060
BusinessAcquisitionProFormaEarningsPerShareDiluted,,0.120,0.170,,,0.120,0.080,,0.060
BusinessAcquisitionsProFormaNetIncomeLoss,,8090000.000,11090000.000,,,8316000.000,5395000.000,,3807000.000
BusinessAcquisitionsProFormaRevenue,,913199000.000,946913000.000,,,1170906000.000,1181173000.000,,1082592000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,328000.000,,,,-9071000.000,,,,
CostOfGoodsSold,583741000.000,738342000.000,871150000.000,910159000.000,916632000.000,1005236000.000,1102661000.000,1061031000.000,993691000.000
DebtIssuanceCosts,,,,,4051000.000,,,,3061000.000
DeferredIncomeTaxExpenseBenefit,2159000.000,,,,7633000.000,,,,1746000.000
DepreciationDepletionAndAmortization,2806000.000,,,,10119000.000,,,,15397000.000
EarningsPerShareBasic,0.060,0.050,0.250,0.060,0.240,0.130,0.080,-0.020,0.070
EarningsPerShareDiluted,0.050,0.050,0.240,0.070,0.230,0.130,0.080,-0.020,0.060
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,1799000.000,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,-1799000.000,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,-60000.000,,,,,,,,
GrossProfit,41142000.000,69669000.000,75763000.000,76665000.000,79238000.000,83270000.000,78512000.000,83808000.000,85049000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,4622000.000,5367000.000,25451000.000,5566000.000,23717000.000,12438000.000,-408000.000,468000.000,6532000.000
IncomeTaxExpenseBenefit,1950000.000,2254000.000,9768000.000,2262000.000,8534000.000,4145000.000,-3236000.000,1752000.000,2307000.000
IncomeTaxesPaid,46000.000,,,,443000.000,,,,117000.000
IncreaseDecreaseInAccountsPayable,-4120000.000,,,,-4881000.000,,,,-20640000.000
IncreaseDecreaseInAccountsReceivable,9498000.000,,,,15983000.000,,,,-21406000.000
IncreaseDecreaseInInventories,-931000.000,,,,14912000.000,,,,-14819000.000
IncreaseDecreaseInOtherOperatingCapitalNet,-1647000.000,,,,-2698000.000,,,,-3289000.000
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,,,,1346282.000,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,2947389.000,2184512.000,1622995.000,,1959494.000,1949243.000,1848493.000,,893568.000
InterestExpense,321000.000,1903000.000,1542000.000,1473000.000,1434000.000,1521000.000,1831000.000,1787000.000,2049000.000
InterestPaid,-212000.000,,,,875000.000,,,,1710000.000
NetCashProvidedByUsedInContinuingOperations,144061000.000,,,,-12916000.000,,,,8628000.000
NetCashProvidedByUsedInFinancingActivities,152069000.000,,,,-1590000.000,,,,-7238000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,152069000.000,,,,-1590000.000,,,,-7238000.000
NetCashProvidedByUsedInInvestingActivities,-3911000.000,,,,-5747000.000,,,,-28429000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3911000.000,,,,-5747000.000,,,,-28429000.000
NetCashProvidedByUsedInOperatingActivities,-4097000.000,,,,-5579000.000,,,,44295000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4097000.000,,,,-5579000.000,,,,44295000.000
NetIncomeLoss,2858000.000,3390000.000,15961000.000,3567000.000,15429000.000,8534000.000,5408000.000,-1098000.000,4367000.000
NetIncomeLossAttributableToNoncontrollingInterest,-186000.000,-277000.000,-278000.000,-263000.000,-246000.000,-241000.000,-2580000.000,-186000.000,-142000.000
NetIncomeLossAvailableToCommonStockholdersBasic,2858000.000,3390000.000,15961000.000,3567000.000,,,,,
NonoperatingIncomeExpense,-216000.000,-1828000.000,-1452000.000,-1435000.000,-1327000.000,-1416000.000,-1782000.000,-6337000.000,-2016000.000
