,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,,,25620.000,7968.000,350.000
AccountsPayableAndAccruedLiabilitiesCurrent,,,,9995.000,,,,
AccruedLiabilitiesCurrent,1800.000,,4696.000,,,,608.000,660.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,-828.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-289.000,-734.000,,2787.000,687.000
AdditionalPaidInCapital,3648.000,,6198.000,10894.000,10894.000,10517.000,10517.000,10517.000
Assets,,,,30133.000,139124.000,154988.000,116744.000,104557.000
AssetsCurrent,,,,30133.000,139124.000,154988.000,116744.000,104557.000
CashAndCashEquivalentsAtCarryingValue,,,,20138.000,30306.000,12838.000,19348.000,13906.000
CommonStockParOrStatedValuePerShare,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,20000000.000,,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesOutstanding,20000000.000,,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockValue,2000.000,,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000
DueFromRelatedParties,,,,,,20077.000,,
InventoryNet,,,,9995.000,108818.000,96453.000,88803.000,89786.000
Liabilities,1800.000,,4696.000,36234.000,161819.000,173178.000,154241.000,161928.000
LiabilitiesAndStockholdersEquity,,,,30133.000,139124.000,154988.000,116744.000,104557.000
LiabilitiesCurrent,1800.000,,,,161819.000,173178.000,154241.000,161928.000
LoansAndLeasesReceivableOther,,,,26239.000,161819.000,,,
LoansPayableCurrent,,,,,,173178.000,153248.000,160801.000
OtherPrepaidExpenseCurrent,,,,,,,625.000,515.000
PreferredStockParOrStatedValuePerShare,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-7448.000,,-12894.000,-18706.000,-34855.000,-29879.000,-52801.000,-70575.000
StockholdersEquity,,,-4696.000,-6101.000,-22695.000,-18190.000,-37497.000,-57371.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,-6101.000,-22695.000,-18190.000,-37497.000,-57371.000
TaxesPayableCurrent,,,,,,,385.000,469.000
