,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-1560000.000,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,19262000.000,,,,,,,,16508000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,4414000.000,,,,,,,,7452000.000,,
AllocatedShareBasedCompensationExpense,9572000.000,8672000.000,6056000.000,4935000.000,,,,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,3981000.000,,,,,,,,
AmortizationOfDebtDiscountPremium,8904000.000,7300000.000,5000000.000,24196000.000,1883000.000,,,,193000.000,,
AmortizationOfFinancingCosts,1893000.000,,,,5006000.000,,,,928000.000,,
AmortizationOfIntangibleAssets,77436000.000,,,,73547000.000,,,,75971000.000,,
BusinessAcquisitionContingentConsiderationSharesIssuable,,,,,2700000.000,,,,,,
BusinessCombinationAcquisitionRelatedCosts,14683000.000,18666000.000,23126000.000,18849000.000,14266000.000,9429000.000,10571000.000,38466000.000,26689000.000,28310000.000,26922000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountContingentAssetsAndLiabilitiesRecognizedLiability,1900000.000,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,263900000.000,,200000.000,,,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,23100000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-119874000.000,,,,-619750000.000,,,,6244000.000,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,36000000.000,,,,,,,,,,
ComprehensiveIncomeNetOfTax,116315000.000,132487000.000,65746000.000,,147992000.000,97883000.000,98307000.000,81087000.000,77208000.000,95717000.000,138276000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,160000.000,-163000.000,-509000.000,,,-51000.000,-254000.000,,-85000.000,-218000.000,-264000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,116475000.000,132324000.000,65237000.000,32127000.000,147992000.000,97832000.000,98053000.000,80990000.000,77123000.000,95499000.000,138012000.000
CostOfRevenue,300703000.000,340075000.000,315062000.000,401127000.000,313681000.000,328359000.000,361571000.000,368666000.000,326014000.000,318625000.000,319546000.000
DebtInstrumentConvertibleInterestExpense,11700000.000,11400000.000,6700000.000,6800000.000,2500000.000,,,,2500000.000,,
DeferredIncomeTaxExpenseBenefit,-15160000.000,,,,-102952000.000,,,,-22490000.000,,
DefinedBenefitPlanCurtailments,,,,,,,,,20240000.000,,
Depreciation,30317000.000,,,,31459000.000,,,,30813000.000,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,-22532000.000,-31567000.000,-9579000.000,145000.000,146000.000,146000.000,146000.000,145000.000,146000.000,,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,0.000,0.000,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,14027000.000,5435000.000,0.000,0.000,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,28059000.000,10051000.000,-20964000.000,-14827000.000,10606000.000,-23416000.000,14307000.000,9220000.000,-3183000.000,,
EarningsPerShareBasic,0.520,0.530,0.540,0.520,0.740,0.690,0.380,0.640,0.710,0.730,0.680
EarningsPerShareDiluted,0.500,0.520,0.520,0.510,0.720,0.670,0.370,0.640,0.690,0.720,0.670
EffectOfExchangeRateOnCashAndCashEquivalents,10658000.000,,,,4129000.000,,,,-2741000.000,,
EffectiveIncomeTaxRateContinuingOperations,0.187,,,,0.152,,,,0.200,,
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,,,0.094,,,,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.203,,,,0.249,,,,0.245,,
EffectiveIncomeTaxRateReconciliationTaxHolidays,,,,,0.024,,,,0.025,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,3249000.000,3170000.000,2075000.000,1099000.000,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,4414000.000,,,,1806000.000,,,,7823000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,4414000.000,,,,1806000.000,,,,7823000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,1195000.000,,,,,,,,,,
FinancingInterestExpense,,,,,,,,,26700000.000,25300000.000,25300000.000
FiniteLivedIntangibleAssetsAmortizationExpense,76150000.000,76476000.000,73901000.000,82201000.000,72106000.000,,,,,,
