,2011-11-30,2012-02-29,2012-05-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-01-31,2014-04-30,2014-07-31,2014-10-31
AccountsPayableAndAccruedLiabilities,,,,7052.000,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,67792.000,,,2361.000,10492.000,14241.000,,,,
AccountsPayableCurrent,17071.000,55472.000,,,9113.000,,,,177817.000,174607.000,277288.000,331458.000
AccountsReceivableNetCurrent,,,,,,,,,14309.000,22658.000,14691.000,66866.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,,,,,469888.000,721811.000,992752.000,1315555.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,-15439.000,,,
AdditionalPaidInCapital,-5000.000,7538.000,19910.000,19910.000,19909.000,711416.000,716416.000,716416.000,33164274.000,33206856.000,33491796.000,42889446.000
Assets,33.000,12386.000,2993.000,23.000,33.000,664201.000,608396.000,549397.000,21039038.000,20209329.000,19821529.000,20390741.000
AssetsCurrent,,,,,,,,,584339.000,135438.000,133913.000,244989.000
Cash,,,,23.000,33.000,,,,51956.000,90035.000,95732.000,145712.000
CashAndCashEquivalentsAtCarryingValue,33.000,12386.000,2993.000,23.000,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,290000000.000,290000000.000,290000000.000,290000000.000,290000000.000,290000000.000,290000000.000,290000000.000,290000000.000,290000000.000,290000000.000,290000000.000
CommonStockSharesIssued,5000000.000,5181698.000,5361015.000,5361015.000,5361015.000,15361015.000,10361015.000,10361015.000,26503515.000,26421154.000,26481154.000,28831154.000
CommonStockSharesOutstanding,5000000.000,5181698.000,5361015.000,5361015.000,5361015.000,15361015.000,10361015.000,10361015.000,26503515.000,26421154.000,26481154.000,28831154.000
CommonStockValue,5000.000,5182.000,5361.000,5361.000,5361.000,15361.000,10361.000,10361.000,26504.000,26421.000,26481.000,28831.000
DeferredRevenueCurrent,,,,,,,,,,,,745128.000
DepositAssets,,,,,,,,,,,5900.000,3000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,-90697.000,-106961.000,-85445.000,91035.000,135934.000,201870.000,266680.000,,,,
DueToRelatedParties,,,,53145.000,,,,,,,,
DueToRelatedPartiesCurrent,31846.000,34891.000,16891.000,,56685.000,70997.000,72997.000,,2704.000,22822.000,112896.000,8433.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,206534.000,-591258.000,-983457.000,1360379.000
FiniteLivedIntangibleAssetsFairValueDisclosure,,,,,,,,,19793466.000,19408742.000,,
FiniteLivedIntangibleAssetsNet,,,,,,,,,19793466.000,19408851.000,19016543.000,18639621.000
Goodwill,,,,,,,,,654992.000,654992.000,654992.000,654992.000
Liabilities,48917.000,90363.000,84683.000,60197.000,65798.000,73358.000,83489.000,89300.000,,,,
LiabilitiesAndStockholdersEquity,33.000,12386.000,2993.000,23.000,33.000,-664201.000,608396.000,549397.000,21039038.000,20209329.000,19821529.000,20390741.000
LiabilitiesCurrent,,,,,,,,,725468.000,1154299.000,1775495.000,2840381.000
MarketableSecuritiesNoncurrent,,,,,,,,,,,,838000.000
NotesPayableCurrent,,,,,,,,75059.000,72997.000,72997.000,72997.000,71697.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,2062.000,162062.000,319562.000,368110.000
OperatingLossCarryforwards,,,,,91035.000,,,,,,,
OtherReceivablesNetCurrent,,,,,,,,,7745.000,7745.000,7953.000,13824.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,9000000.000,9000000.000,9000000.000,9000000.000
PreferredStockSharesIssued,,,0.000,0.000,,,,,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesOutstanding,,,0.000,0.000,,,,,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockValue,0.000,0.000,0.000,0.000,,,,,1000.000,1000.000,1000.000,1000.000
PrepaidExpenseCurrent,,,,,,664201.000,608396.000,549397.000,510329.000,15000.000,15537.000,18587.000
PropertyPlantAndEquipmentNet,,,,,,,,,6241.000,10048.000,10181.000,10139.000
RetainedEarningsAccumulatedDeficit,-48884.000,,,,,,,,-12862769.000,-13656328.000,-14655350.000,-20772515.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,,,,,10000000.000,
StockholdersEquity,-48884.000,-77977.000,-81690.000,-60174.000,-65765.000,-590843.000,524907.000,460097.000,20313570.000,19055030.000,18046034.000,17550360.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-48884.000,-77977.000,-81690.000,-60174.000,-65765.000,-737559.000,524907.000,460097.000,,,,
TranslationAdjustmentFunctionalToReportingCurrencyNetOfTax,,,,,,,,,,-27800.000,-137861.000,-58101.000
UnrecognizedTaxBenefits,,,,,0.000,,,,,,,
