,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,30264000.000,26825000.000,23356000.000,35580000.000,43395000.000,4254000.000,5504000.000,6249000.000,4936000.000,12488000.000,6167000.000,10193000.000,6340000.000,5306000.000,2068000.000,3735000.000,3888000.000,7947000.000,2300000.000
AccountsReceivableNetCurrent,92007000.000,106722000.000,111164000.000,124869000.000,136695000.000,24557000.000,14317000.000,13478000.000,8539000.000,4438000.000,4531000.000,3382000.000,5137000.000,10194000.000,8912000.000,6575000.000,8904000.000,3985000.000,9000000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,25500000.000
AccruedIncomeTaxesCurrent,,,200000.000,185000.000,197000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,26548000.000,27390000.000,28864000.000,30196000.000,31148000.000,32790000.000,34865000.000,37320000.000,39172000.000,41058000.000,34220000.000,36680000.000,39517000.000,42700000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-240000.000,-653000.000,-959000.000,-1142000.000,-977000.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,-1459000.000,-1221000.000,-1200000.000,-1453000.000,-1763000.000,-1815000.000,-2036000.000,-2465000.000,-2488000.000,-2428000.000,-2732000.000,-2540000.000,-2843000.000,-2000000.000
AdditionalPaidInCapital,200151000.000,210341000.000,242912000.000,249172000.000,256707000.000,283439000.000,293212000.000,299531000.000,304135000.000,307075000.000,309820000.000,316631000.000,317543000.000,322492000.000,347252000.000,353856000.000,348980000.000,349198000.000,343900000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1746000.000,1834000.000,3561000.000,6652000.000,4745000.000,740000.000,232000.000,253000.000,292000.000,314000.000,239000.000,112000.000,66000.000,99000.000,82000.000,41000.000,148000.000,66000.000,107000.000
Assets,313191000.000,347505000.000,408415000.000,422597000.000,428990000.000,509991000.000,508226000.000,462995000.000,488581000.000,446373000.000,446968000.000,464135000.000,490926000.000,460289000.000,525759000.000,492931000.000,450275000.000,415059000.000,350800000.000
AssetsCurrent,274731000.000,309835000.000,342922000.000,352853000.000,352776000.000,375144000.000,358217000.000,289205000.000,286620000.000,230454000.000,213846000.000,203925000.000,256063000.000,126740000.000,305209000.000,242174000.000,227731000.000,204614000.000,205400000.000
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,,,,,,,,0.000
Cash,,,6684000.000,6721000.000,5332000.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,150297000.000,182094000.000,214474000.000,200878000.000,196375000.000,228891000.000,207673000.000,154120000.000,193749000.000,145167000.000,132003000.000,121897000.000,137716000.000,103497000.000,280997000.000,221673000.000,201947000.000,181176000.000,142700000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,3.500,3.500,3.500,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,97439681.000,98196591.000,99321136.000,99367976.000,99811598.000,100525241.000,101275241.000,101350241.000,102590241.000,102890241.000,102890241.000,102890241.000,108673951.000,113259408.000,116370224.000,116378064.000,116386064.000,116425524.000,116433183.000
CommonStockSharesOutstanding,97439681.000,98181787.000,99306332.000,99353172.000,98653873.000,96010911.000,96752225.000,96760212.000,97992508.000,98112019.000,98034744.000,97945709.000,103387953.000,107715436.000,110595358.000,107222530.000,106816919.000,106659542.000,105609095.000
CommonStockValue,974000.000,982000.000,993000.000,994000.000,998000.000,1005000.000,1013000.000,1014000.000,1026000.000,1029000.000,1029000.000,1029000.000,1087000.000,1133000.000,1164000.000,1164000.000,1164000.000,1164000.000,1200000.000
CustomerAdvancesAndDeposits,,,,,,552086000.000,585826000.000,566489000.000,573926000.000,537063000.000,577642000.000,609967000.000,672121000.000,634993000.000,341794000.000,336929000.000,259239000.000,194920000.000,22900000.000
CustomerAdvancesAndDepositsCurrent,,,,,,356694000.000,360133000.000,298572000.000,262768000.000,219998000.000,227177000.000,228042000.000,348828000.000,202516000.000,169832000.000,144619000.000,71582000.000,69713000.000,2100000.000
CustomerAdvancesOrDepositsNoncurrent,,,,,,195392000.000,225693000.000,267917000.000,311158000.000,317065000.000,350465000.000,381925000.000,323293000.000,432477000.000,22835000.000,51221000.000,63585000.000,111032000.000,7100000.000
CustomerDepositsCurrent,,,,,,22817000.000,22120000.000,6407000.000,52322000.000,19675000.000,7544000.000,7074000.000,18027000.000,1641000.000,5824000.000,8034000.000,7529000.000,947000.000,200000.000
CustomerDepositsNoncurrent,,,,,,2566000.000,1033000.000,0.000,0.000,0.000,,,,533000.000,208000.000,0.000,0.000,0.000,0.000
CustomerRefundLiabilityCurrent,,,,,,168000.000,89000.000,596000.000,1399000.000,183000.000,193000.000,201000.000,128000.000,95000.000,61000.000,14000.000,5000.000,0.000,500000.000
CustomerRefundLiabilityNoncurrent,,,,,,,,,,,,,,,,,,,0.000
DebtInstrumentBasisSpreadOnVariableRate,,,0.010,0.010,0.010,,,,,,,,,,,,,,
DeferredCostsCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,7500000.000
DeferredIncomeTaxLiabilities,,,,,,983000.000,,,,817000.000,,,,0.000,,,,,
DeferredRevenueCurrent,19335000.000,19150000.000,31909000.000,21356000.000,18285000.000,,,,,,,,,,,,,,1200000.000
DeferredRevenueNoncurrent,,,9072000.000,8437000.000,7737000.000,,,,,,,,,,,,750000.000,1000000.000,7100000.000
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,,225000.000,,,,514000.000,,,,534000.000,,,,539000.000,
DeferredTaxAssetsDeferredIncome,,,,,,181932000.000,,,,181567000.000,,,,220075000.000,,,,67935000.000,
DeferredTaxAssetsDerivativeInstruments,,,,,,154000.000,,,,127000.000,,,,101000.000,,,,72000.000,
DeferredTaxAssetsGross,,,,,,219259000.000,,,,265698000.000,,,,301127000.000,,,,171192000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,218008000.000,,,,264582000.000,,,,300825000.000,,,,169916000.000,
DeferredTaxAssetsNet,,,,,,218991000.000,,,,265399000.000,,,,300825000.000,,,,,
DeferredTaxAssetsNetCurrent,,,,,,105015000.000,112298000.000,96462000.000,62530000.000,62322000.000,64416000.000,61030000.000,99987000.000,0.000,,,,,
DeferredTaxAssetsNetNoncurrent,11405000.000,11405000.000,20082000.000,22178000.000,23866000.000,112993000.000,133771000.000,158622000.000,186752000.000,201163000.000,216670000.000,235817000.000,208278000.000,300825000.000,188023000.000,213908000.000,184270000.000,169916000.000,100800000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,5295000.000,,,,41654000.000,,,,48201000.000,,,,70953000.000,
DeferredTaxAssetsOther,,,,,,462000.000,,,,1235000.000,,,,2446000.000,,,,919000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,,435000.000,,,,238000.000,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,,,,1185000.000,,,,1537000.000,,,,1857000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,665000.000,,,,711000.000,,,,189000.000,,,,289000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBonuses,,,,,,3269000.000,,,,3791000.000,,,,2008000.000,,,,4786000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,27257000.000,,,,33895000.000,,,,24995000.000,,,,22905000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,,,,,1019000.000,,,,606000.000,,,,699000.000,
DeferredTaxAssetsValuationAllowance,,,,,,268000.000,,,,299000.000,,,,302000.000,,,,,
DeferredTaxLiabilitiesCurrent,6016000.000,6016000.000,3738000.000,7224000.000,7224000.000,,,,,,,,,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,1978000.000,4040000.000,6120000.000,4203000.000,4300000.000
DueFromEmployeesCurrent,0.000,0.000,,,,,,,,,,,,,,,,,
DueFromRelatedPartiesCurrent,1288000.000,1291000.000,1297000.000,1300000.000,1303000.000,1300000.000,,,,1300000.000,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,,149127000.000,141089000.000,124072000.000,14175000.000,13700000.000
DueToRelatedPartiesNoncurrent,,,,,,,,,,,,,,,,26554000.000,62835000.000,110032000.000,6100000.000
EmployeeRelatedLiabilitiesCurrent,13257000.000,9991000.000,3581000.000,2950000.000,3090000.000,11810000.000,18688000.000,10918000.000,13771000.000,14983000.000,15874000.000,12153000.000,15290000.000,9062000.000,16735000.000,16273000.000,17397000.000,24789000.000,28100000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,43300000.000,,,,42800000.000,,,,47200000.000,,,,23200000.000,
Goodwill,1468000.000,1468000.000,1468000.000,1468000.000,1468000.000,500000.000,,,,200000.000,,,,0.000,,,,,
HeldToMaturitySecuritiesCurrent,,,,,,,,,,,,,,1000000.000,,,,1000000.000,
