,2012-12-31,2013-12-31,2014-12-31
AdjustmentForAmortization,19161000.000,,
AllocatedShareBasedCompensationExpense,7261000.000,6561000.000,
AmortizationOfFinancingCosts,1773000.000,1122000.000,193000.000
AmortizationOfIntangibleAssets,18899000.000,14663000.000,48717000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,218050.000,319659.000
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentFinancialAssets,,,1166000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,20049000.000,3151000.000,-29999000.000
CommonStockDividendsPerShareDeclared,0.100,0.400,0.400
ComprehensiveIncomeNetOfTax,154034000.000,48528000.000,-22480000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,2774000.000,659000.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,156843000.000,49387000.000,-22480000.000
CostOfGoodsSold,895843000.000,895610000.000,1020095000.000
CurrentFederalTaxExpenseBenefit,5637000.000,764000.000,-33000.000
CurrentForeignTaxExpenseBenefit,11023000.000,15655000.000,9997000.000
CurrentStateAndLocalTaxExpenseBenefit,1078000.000,-215000.000,885000.000
DebtIssuanceCosts,0.000,,
DeferredFederalIncomeTaxExpenseBenefit,-70643000.000,8332000.000,-8854000.000
DeferredForeignIncomeTaxExpenseBenefit,-5248000.000,-5964000.000,-2823000.000
DeferredIncomeTaxExpenseBenefit,-88967000.000,3720000.000,-12212000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-13076000.000,1352000.000,883000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,-5000.000,-7000.000,-5000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,0.000,0.000,0.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,5000.000,7000.000,4000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,0.000,0.000,0.000
DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear,0.090,0.090,0.090
DefinedBenefitPlanUltimateHealthCareCostTrendRate,0.050,0.050,0.050
DefinedContributionPlanCostRecognized,1640000.000,1594000.000,1575000.000
DepreciationAmortizationAndAccretionNet,,33770000.000,74571000.000
DepreciationDepletionAndAmortization,38060000.000,19107000.000,25854000.000
EarningsPerShareBasic,4.530,1.270,0.190
EarningsPerShareDiluted,4.470,1.260,0.190
EffectOfExchangeRateOnCashAndCashEquivalents,2441000.000,1507000.000,-2322000.000
EffectiveIncomeTaxRateContinuingOperations,-1.015,0.331,0.009
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-1.480,-0.055,-0.618
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,0.024,-0.017,-0.355
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,0.000,0.000,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.093,0.057,0.718
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,-0.002,-0.004,-0.086
EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,,231000.000,
GainLossOnSaleOfAccountsReceivable,5472000.000,-5710000.000,-4729000.000
GainsLossesOnExtinguishmentOfDebt,0.000,-4256000.000,0.000
GoodwillPeriodIncreaseDecrease,0.000,,
GoodwillPurchaseAccountingAdjustments,,,2666000.000
GrossProfit,237704000.000,222970000.000,162233000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,0.000,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,46078000.000,25815000.000,-30333000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,70156000.000,60278000.000,6128000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,24078000.000,34463000.000,36461000.000
IncomeTaxExpenseBenefit,-71229000.000,19924000.000,55000.000
IncomeTaxesPaidNet,13019000.000,7355000.000,17126000.000
IncreaseDecreaseInAccountsPayable,-1032000.000,9210000.000,-604000.000
IncreaseDecreaseInAccountsReceivable,-20534000.000,23104000.000,3663000.000
IncreaseDecreaseInInventories,5732000.000,-259000.000,-4381000.000
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,23581000.000,18236000.000,31126000.000
IncreaseDecreaseInOtherOperatingCapitalNet,21437000.000,-7607000.000,-2306000.000
InterestExpense,27757000.000,19957000.000,20029000.000
InterestPaidNet,26987000.000,21479000.000,19184000.000
LossContingencyDamagesSoughtValue,,110000000.000,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,0.000,,
NetCashProvidedByUsedInFinancingActivities,-25453000.000,-37032000.000,-12813000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-25453000.000,-37032000.000,-12813000.000
NetCashProvidedByUsedInInvestingActivities,-22714000.000,-21231000.000,-56467000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-22714000.000,-21231000.000,-56467000.000
NetCashProvidedByUsedInOperatingActivities,65775000.000,59907000.000,41603000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,65775000.000,59907000.000,41603000.000
NetIncomeLoss,138611000.000,39695000.000,
NetIncomeLossAttributableToNoncontrollingInterest,2774000.000,659000.000,0.000
NetIncomeLossAvailableToCommonStockholdersBasic,138611000.000,39695000.000,6073000.000
OperatingIncomeLoss,97913000.000,84491000.000,26157000.000
OperatingLeasesRentExpenseNet,5599000.000,6790000.000,7312000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,35000.000,200000.000,0.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-2799000.000,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,9962000.000,-27949000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,1955000.000,
OtherComprehensiveIncomeLossNetOfTax,15458000.000,9033000.000,-28553000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,8833000.000,-28553000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,-2822000.000,-7114000.000,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,-599000.000,-4196000.000,9024000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,4331000.000,-303000.000,6357000.000
OtherOperatingActivitiesCashFlowStatement,-2747000.000,-1353000.000,2220000.000
PaymentsForProceedsFromOtherInvestingActivities,,0.000,0.000
PaymentsForRepurchaseOfCommonStock,229000.000,1248000.000,
PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,0.000,0.000,
PaymentsForRestructuring,6957000.000,6719000.000,3202000.000
PaymentsOfDebtExtinguishmentCosts,0.000,,
PaymentsOfDebtIssuanceCosts,,3476000.000,1001000.000
PaymentsOfDividendsCommonStock,9226000.000,12669000.000,12851000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,0.000,0.000,
PaymentsToAcquireAdditionalInterestInSubsidiaries,,21771000.000,0.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,40070000.000
PaymentsToAcquirePropertyPlantAndEquipment,24467000.000,21830000.000,22448000.000
PensionAndOtherPostretirementBenefitContributions,-3056000.000,,
PensionAndOtherPostretirementBenefitExpense,,1606000.000,4982000.000
PreferredStockDividendsIncomeStatementImpact,0.000,0.000,
PreferredStockRedemptionPremium,0.000,,
ProceedsFromContributionsFromParent,,,361000.000
ProceedsFromIssuanceOfCommonStock,0.000,0.000,
ProceedsFromIssuanceOfLongTermDebt,0.000,299250000.000,0.000
ProceedsFromLongTermLinesOfCredit,,,115772000.000
ProceedsFromPaymentsForOtherFinancingActivities,143000.000,428000.000,1142000.000
ProceedsFromRepaymentsOfShortTermDebt,-5738000.000,-6685000.000,5466000.000
ProceedsFromSaleOfProductiveAssets,268000.000,599000.000,6051000.000
ProductWarrantyAccrualAdditionsFromBusinessAcquisition,,,1363000.000
ProductWarrantyAccrualPayments,-39365000.000,40628000.000,47993000.000
ProductWarrantyExpense,36281000.000,44215000.000,41861000.000
ProfitLoss,141385000.000,40354000.000,6073000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,1129000.000,604000.000
RelatedPartyTransactionAmountsOfTransaction,,,2587000.000
RepaymentsOfLongTermDebtAndCapitalSecurities,10403000.000,290861000.000,3425000.000
RepaymentsOfLongTermLinesOfCredit,,,115772000.000
