,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AllocatedShareBasedCompensationExpense,,,,,,988000.000,716000.000,,438000.000,555000.000,1222000.000,467000.000,1103000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,3279.000,4418.000,3142.000,-8162.000,3245.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1742429.000,,,,743000.000,,,,-2286000.000,,,,130000.000
CashPaidForCapitalizedInterest,1429.000,,,,,,,,,,,,
CostOfGoodsAndServicesSold,6800970.000,9162.000,9447000.000,19232868.000,7519000.000,5652000.000,5810000.000,5536000.000,2939000.000,1179000.000,1777000.000,2310000.000,582000.000
CostOfGoodsSold,,,,,,115000.000,88000.000,,86000.000,43000.000,82000.000,45000.000,98000.000
CurrentIncomeTaxExpenseBenefit,28000.000,81.000,54000.000,121919.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000
DebtorReorganizationItemsWriteOffOfDeferredFinancingCostsAndDebtDiscounts,,,,,389000.000,0.000,0.000,,0.000,0.000,,,
DepreciationAndAmortization,97241.000,,,,117000.000,,,,164000.000,,,,120000.000
EarningsPerShareBasic,0.000,0.150,0.150,-0.010,-0.020,-0.070,-0.150,-0.090,-0.210,-0.300,-0.200,-0.350,-0.220
EarningsPerShareDiluted,0.000,0.140,0.140,0.000,-0.020,-0.070,-0.150,-0.090,-0.210,-0.300,-0.200,-0.350,-0.220
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,,,,,,,120000.000,,3000.000,0.000,,,0.000
EmbeddedDerivativeGainOnEmbeddedDerivative,,,,,,,120000.000,,3000.000,,,,
EmbeddedDerivativeLossOnEmbeddedDerivative,,,,,,,,,-3000.000,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,0.000,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,0.591,,,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,0.010,,,,
GeneralAndAdministrativeExpense,1577525.000,1496.000,,,,,,,,,,,
GrossProfit,5205513.000,6824.000,7513000.000,14090663.000,5730000.000,4304000.000,4228000.000,4026000.000,2042000.000,821000.000,1725000.000,-1443000.000,-17000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,2509000.000,,-333000.000,-1144000.000,-2440000.000,-1527000.000,-3456000.000,-4945000.000,-3359000.000,-5977000.000,-3801000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1112348.000,2529.000,,,,,,,,,,,
IncomeTaxesPaid,,,,,54000.000,,,,0.000,,,,0.000
IncreaseDecreaseInAccountsPayable,-4577.000,,,,-637000.000,,,,-2007000.000,,,,-243000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,106993.000,,,,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,142200.000,,,,1259000.000,,,,-2188000.000,,,,-105000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,28000.000,,,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,384000.000,,,,-297000.000,,,,193000.000
IncreaseDecreaseInDeferredRentReceivables,-21471.000,,,,24000.000,,,,,,,,
IncreaseDecreaseInDeferredRevenue,103440.000,,,,149000.000,,,,92000.000,,,,1154000.000
IncreaseDecreaseInIncomeTaxes,,,,,-41000.000,,,,0.000,,,,
IncreaseDecreaseInInventories,-130722.000,,,,-797000.000,,,,-427000.000,,,,-20000.000
IncreaseDecreaseInOtherDeferredLiability,,,,,,,,,0.000,,,,28000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,10062.000,,,,-127000.000,,,,-202000.000,,,,-68000.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,,,,0.000,,,
InterestExpense,,0.000,,,,,,,2000.000,2000.000,1000.000,0.000,22000.000
InterestIncomeExpenseNet,6865.000,6.000,5000.000,7129.000,2000.000,2000.000,3000.000,191000.000,3000.000,3000.000,1000.000,,
InterestPaid,,,,,0.000,,,,2000.000,,,,
InventoryWriteDown,,,,,,,,,,,,,246000.000
NetCashProvidedByUsedInFinancingActivities,29018.000,,,,175000.000,,,,0.000,,,,2000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,29018.000,,,,175000.000,,,,0.000,,,,2000000.000
NetCashProvidedByUsedInInvestingActivities,-354174.000,,,,-66000.000,,,,-27000.000,,,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-354174.000,,,,-66000.000,,,,-27000.000,,,,0.000
NetCashProvidedByUsedInOperatingActivities,2067585.000,,,,634000.000,,,,-2259000.000,,,,-1870000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,2067585.000,,,,634000.000,,,,-2259000.000,,,,-1870000.000
NetIncomeLoss,1084348.000,2448.000,2455000.000,1228204.000,-333000.000,-1144000.000,-2440000.000,-1527000.000,-3456000.000,-4945000.000,-3359000.000,-5977000.000,-3801000.000
NonoperatingIncomeExpense,,,5000.000,,75000.000,273000.000,130000.000,171000.000,32000.000,27000.000,-64000.000,-99000.000,-26000.000
OperatingCostsAndExpenses,4098601.000,4301.000,5009000.000,12749098.000,6138000.000,5721000.000,6798000.000,5724000.000,5530000.000,5793000.000,5020000.000,4435000.000,3758000.000
OperatingIncomeLoss,1106912.000,2523.000,2504000.000,1341565.000,-408000.000,-1417000.000,-2570000.000,-1698000.000,-3488000.000,-4972000.000,-3295000.000,-5878000.000,-3775000.000
OtherNonoperatingIncomeExpense,,,,,73000.000,91000.000,7000.000,,28000.000,26000.000,-64000.000,,
OtherSellingGeneralAndAdministrativeExpense,,,,,,538000.000,389000.000,,210000.000,241000.000,511000.000,172000.000,449000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,66000.000,,,,27000.000,,,,0.000
ProceedsFromIssuanceOfCommonStock,0.000,,,,,,,,,,,,
ProceedsFromIssuanceOfWarrants,15750.000,,,,175000.000,,,,0.000,,,,
ProceedsFromNotesPayable,,,,,,,,,,,,,2000000.000
ProceedsFromStockOptionsExercised,16625.000,,,,0.000,,,,,,,,
ProductWarrantyAccrualPayments,,,,,,,,,-7000.000,,,,-17000.000
ProductWarrantyAccrualWarrantiesIssued,,,,,,,,,7000.000,,,,0.000
ProductWarrantyExpense,,,,,,,,,-14000.000,,,,-17000.000
PropertyPlantAndEquipmentAdditions,-354174.000,,,,,,,,,,,,
RepaymentsOfDebtAndCapitalLeaseObligations,,,,,0.000,,,,,,,,
