,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,240378000.000,210250000.000,214460000.000,217457000.000,214195000.000,196977000.000,182904000.000,191554000.000,189387000.000,183044000.000,153877000.000,193654000.000,149200000.000,134937000.000,129236000.000,126017000.000,125838000.000,130092000.000,120380000.000,130444000.000,129946000.000,123325000.000,127655000.000,139880000.000,158659000.000
AccountsReceivableNetCurrent,383026000.000,365383000.000,306775000.000,343668000.000,353076000.000,322620000.000,306463000.000,314017000.000,338208000.000,331847000.000,287925000.000,318838000.000,263608000.000,229942000.000,236749000.000,231482000.000,242482000.000,252095000.000,231970000.000,261435000.000,278931000.000,282827000.000,259687000.000,289476000.000,330461000.000
AccrualForEnvironmentalLossContingencies,,,,11700000.000,11500000.000,9700000.000,9600000.000,9400000.000,8300000.000,8200000.000,9700000.000,10200000.000,10400000.000,9400000.000,10100000.000,9000000.000,8900000.000,7700000.000,7400000.000,7600000.000,7900000.000,7600000.000,7200000.000,7300000.000,6800000.000
AccrualForEnvironmentalLossContingenciesComponentAmount,,,8600000.000,,,,,,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,18026000.000,16637000.000,2500000.000,,,,2500000.000,,,,1000000.000,,,,11100000.000,,,,8600000.000,,,,15800000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,599122000.000,615600000.000,600600000.000,659200000.000,668994000.000,662400000.000,673800000.000,686500000.000,625649000.000,644000000.000,469300000.000,415100000.000,442422000.000,428700000.000,440200000.000,445500000.000,421262000.000,435100000.000,437000000.000,447000000.000,439358000.000,452200000.000,475400000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,102417000.000,,,,2647000.000,2579000.000,2510000.000,2476000.000,1942000.000,1906000.000,1892000.000,1848000.000,888000.000,904000.000,886000.000,882000.000,800000.000,,,,1100000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,20394000.000,,,,14080000.000,,,,6621000.000,,,,-22623000.000,,,,-62100000.000,,,,-107700000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-37646000.000,-47024000.000,-82075000.000,-80157000.000,-82360000.000,20633000.000,16650000.000,13579000.000,8344000.000,12513000.000,8493000.000,8287000.000,8460000.000,-3893000.000,-21805000.000,-58447000.000,-49057000.000,-54240000.000,-61318000.000,-62760000.000,-65850000.000,-63153000.000,-106643000.000,-99476000.000,-85670000.000
AdditionalPaidInCapitalCommonStock,317522000.000,318606000.000,320882000.000,321963000.000,323441000.000,325137000.000,321652000.000,319267000.000,319395000.000,320216000.000,318055000.000,315232000.000,315539000.000,316133000.000,317404000.000,311888000.000,314094000.000,314603000.000,314854000.000,306824000.000,307059000.000,304839000.000,306566000.000,303304000.000,303805000.000
