,2014-09-30,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-1082.000,-4389.000
ConversionOfStockAmountConverted1,31850.000,
EarningsPerShareBasicAndDiluted,-0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,
ExplorationCosts,1320.000,
GeneralAndAdministrativeExpense,83363.000,57414.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,20000.000
IncreaseDecreaseInAccountsPayableRelatedParties,6000.000,18200.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-9499.000,25.000
ManagementFeesRevenue,24000.000,24000.000
NetCashProvidedByUsedInFinancingActivities,87100.000,34800.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,87100.000,34800.000
NetCashProvidedByUsedInOperatingActivities,-88182.000,-39189.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-88182.000,-39189.000
NetIncomeLoss,-84683.000,-57414.000
OperatingExpenses,84683.000,57414.000
OperatingIncomeLoss,,20000.000
ProceedsFromDepositsFromCustomers,,34800.000
ProceedsFromIssuanceOfCommonStock,22600.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,64500.000,
StockIssuedDuringPeriodValueNewIssues,22600.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,157858630.000,107745205.000
