,2011-07-03,2011-10-02,2012-01-01,2012-04-01,2012-09-30
AccountsAndOtherReceivablesNetCurrent,213512000.000,147920000.000,96777000.000,69661000.000,62449000.000
AccountsPayableCurrent,147333000.000,100669000.000,71094000.000,57168000.000,46815000.000
AccruedIncomeTaxesCurrent,,,,,5072000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,15206000.000,10625000.000,9756000.000,12363000.000,11041000.000
Assets,466579000.000,412715000.000,342330000.000,277559000.000,213455000.000
AssetsCurrent,388721000.000,333790000.000,308367000.000,251958000.000,187313000.000
CashAndCashEquivalentsAtCarryingValue,48763000.000,45619000.000,64121000.000,37715000.000,16318000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,16318000.000
CommitmentsAndContingencies,0.000,0.000,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,169208352.000,31682265.000,31684831.000,31741931.000,31770931.000
CommonStockSharesOutstanding,169208352.000,31682265.000,31684831.000,31741931.000,31770931.000
CommonStockValueOutstanding,887606000.000,865103000.000,866716000.000,867585000.000,868631000.000
ConvertibleSubordinatedDebtCurrent,11084000.000,11228000.000,,,
ConvertibleSubordinatedDebtNoncurrent,195722000.000,250890000.000,252190000.000,253463000.000,290405000.000
CostsInExcessOfBillingsOnUncompletedContractsOrPrograms,,,,,33774000.000
DeferredTaxAssetsNetCurrent,6331000.000,6108000.000,6968000.000,4084000.000,4084000.000
EmployeeRelatedLiabilitiesCurrent,14690000.000,12017000.000,11094000.000,10117000.000,8068000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,2000000.000
InventoryFinishedGoodsNetOfReserves,,,,,28879000.000
InventoryNet,69664000.000,84484000.000,88627000.000,83013000.000,54677000.000
InventoryRawMaterialsNetOfReserves,,,,,25227000.000
InventoryValuationReserves,,,,,32800000.000
InventoryWorkInProcessNetOfReserves,,,,,571000.000
Liabilities,395272000.000,403576000.000,375028000.000,364687000.000,396053000.000
LiabilitiesAndStockholdersEquity,466579000.000,412715000.000,342330000.000,277559000.000,213455000.000
LiabilitiesCurrent,198945000.000,152123000.000,114025000.000,102461000.000,92694000.000
OtherAccruedLiabilitiesCurrent,,,,,5093000.000
OtherAssetsNoncurrent,3562000.000,6451000.000,6192000.000,5854000.000,8820000.000
OtherLiabilitiesCurrent,25570000.000,27909000.000,28725000.000,32351000.000,35757000.000
OtherLiabilitiesNoncurrent,605000.000,563000.000,8813000.000,8763000.000,12954000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,,,
PreferredStockSharesOutstanding,0.000,0.000,,,
PreferredStockValueOutstanding,0.000,0.000,,0.000,
PrepaidExpenseAndOtherAssetsCurrent,49466000.000,48728000.000,45712000.000,51300000.000,43174000.000
ProductWarrantyAccrualClassifiedCurrent,,,,,7859000.000
PropertyPlantAndEquipmentNet,74296000.000,72474000.000,27771000.000,19747000.000,12322000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,985000.000,931000.000,6162000.000,6185000.000,1001000.000
RestrictedCashAndCashEquivalentsNoncurrent,,,,,5000000.000
RestructuringReserveCurrent,268000.000,300000.000,3112000.000,2825000.000,2054000.000
RetainedEarningsAccumulatedDeficit,-831505000.000,-866589000.000,-909170000.000,-967076000.000,-1062270000.000
StockholdersEquity,71307000.000,9139000.000,-32698000.000,-87128000.000,-182598000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,71307000.000,9139000.000,-32698000.000,-87128000.000,-182598000.000
UnrecognizedTaxBenefits,,,,,5900000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,700000.000
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,3900000.000
