,2011-09-30,2011-12-31,2012-03-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,95466.000,119219.000,109099.000,205702.000,87150.000,91389.000
AccountsPayableCurrent,55300.000,57329.000,56099.000,60675.000,74675.000,86675.000,101675.000,,,,,,
AccountsPayableTradeCurrent,,,,,,,,,,,205702.000,87150.000,
AccountsReceivableNet,,,,,,,,252500.000,,,,,
AccountsReceivableNetCurrent,,,,,,,,,205000.000,,0.000,,
AdditionalPaidInCapital,-80500.000,-80500.000,-80500.000,30649053.000,199447.000,199447.000,199447.000,114005495.000,114013400.000,114539145.000,142022003.000,-142487011.000,154984905.000
Assets,0.000,0.000,0.000,0.000,0.000,0.000,0.000,565517.000,513899.000,280960.000,278061.000,277095.000,16595.000
AssetsCurrent,0.000,0.000,0.000,,,,,258817.000,211153.000,668.000,220.000,1732.000,16595.000
AssetsNoncurrent,,,,,,,,306700.000,302746.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,1710.000,0.000
BankLoans,,,,,,,,,,,,,7.000
BuildingsAndImprovementsGross,,,,,,,,,294892.000,292900.000,294892.000,,
Cash,0.000,,,,,,,317.000,153.000,129.000,220.000,22.000,0.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,,,,,317.000,153.000,129.000,220.000,1732.000,0.000
CommitmentsAndContingencies,,,,,,,,675376.000,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,400000000.000,400000000.000,40000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,108000000.000,108000000.000,108000000.000,199447181.000,199447181.000,199447181.000,199447181.000,140881967.000,140382659.000,2633027.000,52633027.000,52633027.000,27633027.000
CommonStockSharesOutstanding,,108000000.000,108000000.000,,,,,140881967.000,140382659.000,2633027.000,52633027.000,52633027.000,27633027.000
CommonStockValue,108000.000,108000.000,108000.000,199447.000,30649053.000,30649053.000,30649053.000,140882.000,140383.000,2633.000,52633.000,52633.000,27633.000
ConvertibleNotesPayableCurrent,,,,,,,,503444.000,511849.000,436512.000,469370.000,469370.000,469370.000
CustomerAdvancesAndDeposits,,,,3438.000,3438.000,3438.000,3438.000,,,,,,
CustomerAdvancesCurrent,25000.000,25000.000,32106.000,,,,,,,,,,
DeferredRentAssetNetCurrent,,,,,,,,6000.000,6000.000,,,,
DeferredRentReceivablesNetNoncurrent,,,,,,,,21500.000,20000.000,,,,
DeferredRevenue,,,,,,,,3621.000,,3049.000,0.000,,
DeferredRevenueNoncurrent,,,,,,,,3621.000,3335.000,3049.000,,0.000,0.000
DeferredTaxAssetsNet,,,,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,39064439.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,39064439.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-111905.000,-113934.000,-115705.000,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,,,,,,,,,,,,275363.000,0.000
DueToOfficersOrStockholdersCurrent,,,,,,,,,,,,300.000,300.000
DueToRelatedPartiesCurrent,4105.000,4105.000,7106.000,28750.000,,,,,,,280.000,300.000,300.000
DueToRelatedPartiesNoncurrent,,,,,,,,72845.000,78960.000,85932.000,0.000,0.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,0.000,0.000,
FiniteLivedIntangibleAssetsGross,,,,,,,,,,,,27500000.000,
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,,0.000,
IntangibleAssetsCurrent,,,,,,,,,,,27500000.000,,
InterestPayableCurrent,,,,,,,,29292.000,35927.000,0.000,,,
Liabilities,84405.000,86434.000,88205.000,,,,,,713363.000,634592.000,675352.000,689470.000,597566.000
LiabilitiesAndStockholdersEquity,0.000,0.000,0.000,0.000,0.000,0.000,0.000,565517.000,513899.000,280960.000,278061.000,277095.000,16595.000
LiabilitiesCurrent,84405.000,86434.000,88205.000,64113.000,78112.000,90112.000,105112.000,598910.000,631068.000,545611.000,675352.000,689470.000,597566.000
LiabilitiesNoncurrent,0.000,0.000,,,,,,76466.000,82295.000,88981.000,0.000,0.000,0.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,132650.000,0.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,,,,0.000,0.000
LineOfCredit,,,,,,,,,,,,,36500.000
LinesOfCreditCurrent,,,,,,,,,,,,,36500.000
PreferredStockParOrStatedValuePerShare,,,,,,,,,,,,0.001,0.001
PreferredStockSharesAuthorized,,,,,,,,,,,,100000000.000,100000000.000
PreferredStockSharesIssued,,,,,,,,,,,,,5000000.000
PreferredStockSharesOutstanding,,,,,,,,,,,,,5000000.000
PreferredStockValue,,,,,,,,,,,,0.000,5000.000
