,2011-07-30,2011-10-29,2012-04-28,2012-07-28,2012-10-27,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-11-01,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1606000.000,,,1513000.000,,,,948000.000,,1572000.000,,,,-1035000.000,,,,1278000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,1710000.000,,,529000.000,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,200000.000,500000.000,600000.000,600000.000,600000.000,500000.000,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,100000.000,200000.000,400000.000,200000.000,200000.000,-600000.000,400000.000,100000.000,,100000.000,100000.000,,400000.000,300000.000,200000.000,-700000.000,400000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,930000.000,13704000.000,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,137783000.000,180023000.000,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,5840000.000,,,3534000.000,,,,4480000.000,,4489000.000,,,,3309000.000,,,,3601000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-6817000.000,,,-2918000.000,,,,1445000.000,,-9056000.000,,,,-26273000.000,,,,2073000.000
ComprehensiveIncomeNetOfTax,,,4583000.000,127000.000,16275000.000,-924000.000,5389000.000,13753000.000,26430000.000,4797000.000,9951000.000,2281000.000,978000.000,9735000.000,11822000.000,2850000.000,-3380000.000,8799000.000,16394000.000,-2958000.000
CostOfGoodsSold,74916000.000,93807000.000,87798000.000,88641000.000,112948000.000,100524000.000,102738000.000,120356000.000,138959000.000,112399000.000,135481000.000,121075000.000,122046000.000,134261000.000,158177000.000,123012000.000,123428000.000,145213000.000,169613000.000,129106000.000
DeferredIncomeTaxExpenseBenefit,,,-35000.000,,,-260000.000,,,,-1869000.000,,-622000.000,,,,-1586000.000,,,,-2033000.000
DepreciationDepletionAndAmortization,,,5275000.000,,,6331000.000,,,,7009000.000,,7797000.000,,,,7222000.000,,,,6660000.000
EarningsPerShareBasic,0.080,0.460,0.150,0.070,0.410,0.080,0.160,0.400,0.900,0.090,0.540,0.100,0.110,0.360,0.480,-0.080,-0.030,0.440,0.720,-0.180
EarningsPerShareDiluted,0.080,0.450,0.140,0.070,0.400,0.080,0.160,0.390,0.890,0.090,0.540,0.090,0.110,0.360,0.480,-0.080,-0.030,0.430,0.720,-0.180
EffectOfExchangeRateOnCashAndCashEquivalents,,,8000.000,,,-278000.000,,,,90000.000,,-58000.000,,,,443000.000,,,,-39000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.350,,,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,1710000.000,,,529000.000,,,,-62000.000,,689000.000,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,1710000.000,,,529000.000,,,,-62000.000,,689000.000,,,,,,,,
ForeignCurrencyTransactionGainBeforeTax,,,,500000.000,,,,,,,,,,,,,,,,
GrossProfit,37297000.000,60144000.000,42101000.000,46425000.000,67075000.000,47972000.000,55120000.000,70789000.000,87879000.000,50533000.000,77860000.000,56535000.000,57773000.000,70059000.000,84257000.000,49958000.000,54844000.000,76178000.000,94022000.000,52049000.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,0.000,0.000,0.000,0.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,-3411000.000,-1364000.000,16887000.000,28112000.000,-6602000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3987000.000,23128000.000,7769000.000,4816000.000,21451000.000,4098000.000,7819000.000,20262000.000,39785000.000,3981000.000,24902000.000,4446000.000,5191000.000,15237000.000,,,,,,
IncomeTaxExpenseBenefit,1396000.000,8991000.000,3242000.000,2730000.000,8784000.000,1600000.000,3080000.000,8402000.000,12934000.000,1485000.000,9175000.000,1676000.000,1978000.000,5584000.000,7838000.000,-1274000.000,-526000.000,6192000.000,9928000.000,-2154000.000
