,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AcceleratedShareRepurchasesSettlementPaymentOrReceipt,,,300000000.000,,,,,,,,,,,,,,,,
AccountsPayableCurrent,536000000.000,471000000.000,510000000.000,442000000.000,518000000.000,624000000.000,598000000.000,549000000.000,661000000.000,638000000.000,520000000.000,585000000.000,580000000.000,682000000.000,673000000.000,503000000.000,431000000.000,594000000.000,516000000.000
AccountsReceivableNetCurrent,760000000.000,680000000.000,817000000.000,678000000.000,763000000.000,821000000.000,864000000.000,740000000.000,751000000.000,761000000.000,852000000.000,795000000.000,734000000.000,796000000.000,938000000.000,804000000.000,821000000.000,922000000.000,966000000.000
AccruedIncomeTaxesNoncurrent,,,30000000.000,24000000.000,60000000.000,57000000.000,62000000.000,67000000.000,82000000.000,80000000.000,65000000.000,72000000.000,71000000.000,72000000.000,73000000.000,77000000.000,76000000.000,77000000.000,75000000.000
AccruedLiabilitiesCurrent,416000000.000,417000000.000,524000000.000,461000000.000,511000000.000,495000000.000,593000000.000,570000000.000,521000000.000,538000000.000,740000000.000,647000000.000,770000000.000,662000000.000,755000000.000,791000000.000,565000000.000,696000000.000,553000000.000
AccruedProfessionalFeesCurrent,,,19000000.000,16000000.000,17000000.000,11000000.000,16000000.000,15000000.000,17000000.000,20000000.000,18000000.000,15000000.000,17000000.000,10000000.000,9000000.000,10000000.000,9000000.000,12000000.000,13000000.000
AccruedRoyaltiesCurrent,,,30000000.000,18000000.000,26000000.000,25000000.000,27000000.000,21000000.000,16000000.000,24000000.000,17000000.000,15000000.000,14000000.000,20000000.000,21000000.000,19000000.000,19000000.000,19000000.000,19000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,426000000.000,418000000.000,429000000.000,432000000.000,460000000.000,487000000.000,519000000.000,553000000.000,,,,711000000.000,,,,698000000.000,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,,,,,,,2000000.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,,87000000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,19000000.000,34000000.000,-32000000.000,-50000000.000,-27000000.000,-73000000.000,-61000000.000,-33000000.000,-30000000.000,-37000000.000,-15000000.000,3000000.000,3000000.000,17000000.000,-42000000.000,-89000000.000,-104000000.000,-74000000.000,-99000000.000
AdditionalPaidInCapitalCommonStock,11698000000.000,11617000000.000,11701000000.000,11821000000.000,12070000000.000,12210000000.000,12291000000.000,12403000000.000,12402000000.000,12524000000.000,12207000000.000,12475000000.000,12548000000.000,12599000000.000,12510000000.000,12595000000.000,12352000000.000,12537000000.000,12519000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,9000000.000,,,,8000000.000,,,,8000000.000,,,,10000000.000,,,
Assets,7736000000.000,7835000000.000,8296000000.000,9040000000.000,9573000000.000,9896000000.000,10880000000.000,11208000000.000,11400000000.000,11208000000.000,11345000000.000,11495000000.000,11907000000.000,11971000000.000,12215000000.000,12471000000.000,12062000000.000,12990000000.000,13235000000.000
AssetsCurrent,3709000000.000,3977000000.000,4492000000.000,5752000000.000,3054000000.000,3279000000.000,3716000000.000,3781000000.000,3897000000.000,3995000000.000,3927000000.000,3915000000.000,4353000000.000,4702000000.000,5024000000.000,5072000000.000,4556000000.000,4863000000.000,5113000000.000
AvailableForSaleSecurities,,,1551000000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,2000000.000,3000000.000,1000000.000,2000000.000,3000000.000
AvailableForSaleSecuritiesAmortizedCost,,,1553000000.000,5206000000.000,2062000000.000,2183000000.000,3187000000.000,3720000000.000,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,484000000.000,511000000.000,382000000.000,488000000.000,527000000.000,1472000000.000,919000000.000,793000000.000,675000000.000,504000000.000,1370000000.000,2380000000.000,1430000000.000,2110000000.000,1440000000.000
AvailableForSaleSecuritiesCurrent,,,,,,,,,,,880000000.000,775000000.000,679000000.000,769000000.000,1068000000.000,1061000000.000,1274000000.000,1208000000.000,1252000000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,5205000000.000,2063000000.000,2184000000.000,3190000000.000,3722000000.000,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,4000000.000,2000000.000,,,,1000000.000,1000000.000,4000000.000,,,,,,,,,
AvailableForSaleSecuritiesNoncurrent,,,,,,,,,,,1940000000.000,1939000000.000,2008000000.000,1892000000.000,2098000000.000,2383000000.000,2533000000.000,3161000000.000,3180000000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,2000000.000,1000000.000,1000000.000,1000000.000,3000000.000,3000000.000,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,53000000.000,53000000.000,53000000.000,53000000.000,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,20000000.000,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,357000000.000,,3813000000.000,3823000000.000,3823000000.000,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityEquityInterestsIssuedAndIssuable,,,,4000000.000,,,,,,,,,,,,,,,
