,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,1009.000
EarningsPerShareBasicAndDiluted,-0.000
GeneralAndAdministrativeExpense,24900.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-24900.000
IncreaseDecreaseInAccruedLiabilities,-1729.000
IncreaseDecreaseInDeposits,-4278.000
LeaseAndRentalExpense,495.000
NetCashProvidedByUsedInFinancingActivities,33866.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,33866.000
NetCashProvidedByUsedInOperatingActivities,-32857.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-32857.000
NetIncomeLoss,-24900.000
OperatingExpenses,24900.000
OperatingIncomeLoss,-24900.000
PaymentsForRent,289.000
ProceedsFromIssuanceOfCommonStock,29275.000
ProceedsFromRelatedPartyDebt,4116.000
ProfessionalFees,3251.000
StockIssued1,500.000
StockIssuedDuringPeriodSharesNewIssues,5000000.000
StockRepurchasedDuringPeriodShares,19500000.000
StockRepurchasedDuringPeriodValue,-1950.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,9349450.000
