,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,2156.000,27176.000,13578.000,17303.000,27482.000,141201.000,112131.000,264663.000,236774.000,431382.000,489895.000,524792.000,558334.000,540319.000
AccountsPayableCurrent,1813.000,193.000,2749.000,2749.000,6530.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,592.000,2230.000,,,,,,,16152.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,-302.000,2635.000,842.000,1899.000,-612.000,-1742.000,-8705.000,-15971.000,-24677.000,-22410.000,-24149.000,-24410.000,-24461.000
AdditionalPaidInCapital,40319.000,40319.000,40319.000,46569.000,46569.000,569115.000,1568744.000,1568744.000,1568745.000,1568745.000,1568745.000,1568745.000,1378962.000,2234335.000,3095663.000,3962624.000,4288698.000,4656266.000,4734819.000
Assets,3055.000,2398.000,1973.000,1547.000,2714.000,309040.000,1130155.000,923222.000,647208.000,421148.000,287030.000,377944.000,212438.000,203029.000,86306.000,133967.000,68543.000,89593.000,57837.000
AssetsCurrent,62.000,44.000,26.000,8.000,1650.000,77826.000,908705.000,706651.000,434999.000,196556.000,65706.000,101650.000,122695.000,153464.000,29249.000,65037.000,30360.000,52903.000,23241.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,,0.600,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,,,236314.000,,,,,,,,,,,,,
Cash,62.000,44.000,26.000,8.000,0.000,75774.000,849495.000,684700.000,413376.000,179132.000,31397.000,54576.000,84682.000,113323.000,2196.000,26660.000,26660.000,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,113323.000,2196.000,26660.000,14772.000,36800.000,1696.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,,,12344002.000,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,500000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,500000000.000,500000000.000,0.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,2000000000.000,2000000000.000,2000000000.000,4000000000.000,2000000000.000,2000000000.000
CommonStockSharesIssued,4808000.000,4808000.000,,4808000.000,4808000.000,374329445.000,378033149.000,378033149.000,378033149.000,378033149.000,378033149.000,378033149.000,378553149.000,435960255.000,500437622.000,712157315.000,966778980.000,1384237670.000,1490145045.000
CommonStockSharesOutstanding,4808000.000,4808000.000,,4808000.000,4808000.000,374329445.000,378033149.000,378033149.000,378033149.000,378033149.000,378033149.000,378033149.000,378553149.000,435960255.000,500437622.000,712157315.000,966778980.000,1384237670.000,1490145045.000
CommonStockValue,481.000,481.000,481.000,481.000,481.000,37432.000,37803.000,37803.000,37802.000,37802.000,37802.000,37802.000,37855.000,43596.000,50043.000,71215.000,96678.000,138423.000,149014.000
ConvertibleDebt,,,,,,,,,,,,,648479.000,,,,,,
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,,,,4859.000,8759.000,13450.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,78587.000,161832.000,167296.000,125092.000,262435.000,271810.000,220749.000,279612.000
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,0.080,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,,,,0.000,0.000,0.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,464892.000,486647.000,760791.000,607973.000,610208.000,32278.000,,
DeferredCostsCurrentAndNoncurrent,,,,,,,,,,,,65281.000,52450.000,15883.000,26328.000,41289.000,,,
DeferredRevenue,,,,,,,,,,,,,,,,,35000.000,35000.000,
DeferredRevenueCurrent,,,,,,,,,,35000.000,34709.000,59528.000,59980.000,59415.000,58284.000,55865.000,56160.000,56985.000,56928.000
DeferredRevenueNoncurrent,,,,,,,,,,,,,35000.000,,,,,,
DeferredTaxAssetsNet,,,,,,0.000,,,,0.000,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,104882.000,,,,443865.000,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,104882.000,,,,443865.000,,,,,,,1633589.000,,
DepositsAssetsNoncurrent,,,,,,,,1759.000,1721.000,,,,,,,,,,
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,,,,,,,,,,1608206.000
DerivativeLiabilities,,,,,,,,,,,,499767.000,694587.000,1675155.000,894394.000,1063350.000,1054708.000,984675.000,1608206.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,499767.000,694587.000,1675155.000,894394.000,1063350.000,611793.000,702358.000,1205323.000
DerivativeLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,442915.000,282317.000,402883.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-67765.000,-72101.000,-80582.000,83258.000,115035.000,299663.000,503266.000,699538.000,977484.000,1249780.000,1494815.000,2023458.000,2413744.000,4243761.000,4603072.000,,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,2993.000,,,,,,,,,,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,-35006.000,-64169.000,,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,0.000,,,,,,,37008.000,46190.000,59197.000,36479.000,29612.000,19001.000,18370.000
FairValueAssumptionsExercisePrice,,,,,,,,,,,,,,0.020,0.035,0.002,0.004,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,5100.000,,,34717.000,44698.000,,,,,,,,,
FiniteLivedIntangibleAssetsGross,,,,,,236314.000,,,,236314.000,,,,,,,,,
FiniteLivedIntangibleAssetsNet,,,,,,231214.000,,,,191616.000,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,,,,231214.000,221450.000,211577.000,201596.000,191615.000,181851.000,171978.000,,,,,,,
InterestReceivable,,,,,,,,,,,,,,,,,524.000,,
InventoryNet,,,,,,,,,,,,23123.000,24974.000,5294.000,5175.000,7160.000,,,
Liabilities,,,41755.000,37755.000,,,,,,,,,,,,,1941941.000,1848503.000,2516885.000
LiabilitiesAndStockholdersEquity,3055.000,2398.000,1973.000,1547.000,2714.000,309040.000,1130155.000,923222.000,647208.000,421148.000,287030.000,377944.000,212438.000,203029.000,86306.000,133967.000,68543.000,89593.000,57837.000
LiabilitiesCurrent,30020.000,33699.000,,,70699.000,2156.000,27176.000,13578.000,17303.000,62482.000,175910.000,796597.000,1218070.000,2184830.000,1568349.000,1908024.000,1494167.000,1557427.000,2100552.000
LongTermDebt,,,,,,,,,,,,,,446993.000,579363.000,,,,
MinorityInterestOwnershipPercentageByParent,,,,,,,,,,,,,,1.000,1.000,1.000,1.000,1.000,1.000
NotesAndLoansPayable,,,,,,,,,,,,,,,,,722.000,,
OperatingLossCarryforwards,,,,,,,,,,,,,,,,,1633589.000,,
OtherAssetsNoncurrent,,,,,,,,,,1704.000,11188.000,11136.000,11169.000,11101.000,10736.000,9981.000,10077.000,10344.000,10326.000
OtherCommitment,,,,,47000.000,,,,,,,,,,,,,,
PreferredStockNoParValue,,,,,,,,,,,,,,,,,0.000,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,0.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,,,,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,,,,5000000.000,,5000000.000
PreferredStockSharesOutstanding,,,,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,,,,5000000.000,,5000000.000
PreferredStockValue,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,500.000,500.000,500.000
PrepaidExpenseCurrent,,,,,1650.000,2052.000,59210.000,21951.000,21623.000,17424.000,34309.000,23951.000,13039.000,34847.000,21878.000,31217.000,15588.000,16103.000,21545.000
PropertyPlantAndEquipmentGross,,,,,,,,,,,,,,,,,44258.000,,
PropertyPlantAndEquipmentNet,,2354.000,1947.000,1539.000,1064.000,0.000,,3235.000,8892.000,31273.000,28285.000,27899.000,26124.000,22581.000,19993.000,17660.000,28106.000,26346.000,24270.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,,,,-5785486.000,-6235125.000,-6529689.000,-7318920.000
SharesIssued,,,-39782.000,,,,,,,,,,,,,,,,
StockholdersEquity,-26965.000,-31301.000,-39782.000,-36208.000,-67985.000,306884.000,1102979.000,909644.000,629905.000,358666.000,111120.000,-418653.000,-1005632.000,-1981801.000,-1482043.000,-1774057.000,-1873398.000,-1758910.000,-2459048.000
