,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-09-30,2014-12-31,2015-06-30,2015-09-30,2015-12-31
AdjustmentForAmortization,,,,,,,,270.000,,
AdvertisingExpense,,,,,,,,52900.000,,
AmortizationOfDeferredLoanOriginationFeesNet,,,,,,,,58200.000,,
AmortizationOfFinancingCosts,,,,,,,,16254.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,14102.000,,,,-14988.000,,,3739.000,,
CostOfGoodsSold,,,,,,515.000,8201.000,6467.000,1361.000,-3626.000
DebtIssuanceCosts,,,,,,,,40000.000,,13750.000
DeferredPolicyAcquisitionCostAmortizationExpense,,,,,,124.000,,,,85.000
DepreciationAndAmortization,,,,,,,,270.000,85.000,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.010,0.000,-0.000,-0.030,0.000,-0.000,-0.000
GeneralAndAdministrativeExpense,998.000,779.000,1091.000,1400.000,2288.000,44058.000,3008176.000,88709.000,170531.000,-121345.000
GrossProfit,,,,,,83.000,3130.000,-5772.000,1048.000,9881.000
IncreaseDecreaseInAccountsPayable,,,,,-2700.000,,,-53328.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,-44.000,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,22827.000,,
IncreaseDecreaseInInventories,,,,,,,,58.000,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,-14583.000,,
InterestExpense,,,,,,4195.000,7395.000,40206.000,53064.000,63786.000
InterestPaid,,,,,,,,40206.000,,
MarketingExpense,,,,,,,,38500.000,,
NetCashProvidedByUsedInFinancingActivities,20100.000,,,,,,,238220.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,20100.000,,,,,,,238220.000,,
NetCashProvidedByUsedInOperatingActivities,-5998.000,,,,-14988.000,,,-234481.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5998.000,,,,-14988.000,,,-234481.000,,
NetIncomeLoss,-5998.000,-8629.000,-5466.000,-23719.000,-12288.000,-90234.000,-3156182.000,-374910.000,-80356.000,-185649.000
OperatingExpenses,5998.000,8629.000,5466.000,23719.000,12288.000,90317.000,3151917.000,198457.000,238446.000,-112442.000
OperatingIncomeLoss,-5998.000,-8629.000,-5466.000,-23719.000,,,,,,
OtherExpenses,,,,,,,,170681.000,-157042.000,307972.000
PaymentsForProceedsFromDepositOnLoan,,,,,,,,57330.000,,
ProceedsFromIssuanceOfCommonStock,20000.000,,,,,,,,,
ProceedsFromLoans,100.000,,,,,,,,,
ProceedsFromNotesPayable,100.000,,,,,,,,,
ProceedsFromRepaymentsOfDebt,,,,,,,,373750.000,,
ProfessionalFees,5000.000,7850.000,4375.000,20900.000,10000.000,,,,,
RefiningAndMarketingCosts,,,,,,2090.000,138922.000,109478.000,62390.000,8818.000
RepaymentsOfLongTermDebt,,,,,,,,20000.000,,
ResearchAndDevelopmentExpense,,,,,,,,,5440.000,
Revenues,,,,,,598.000,11331.000,695.000,2409.000,6255.000
SalesRevenueNet,,,,,,598.000,11331.000,695.000,2409.000,6255.000
UnrealizedGainLossOnDerivatives,,,,,,,,,,-230436.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,6000000.000,7796739.000,9500000.000,-15108246.000,9500000.000,89195652.000,109442391.000,114182308.000,115414298.000,180054316.000
