,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-09-30,2015-03-31
AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,415671.000,415671.000,,,,,,,
AdvertisingExpense,,,6865.000,0.000,0.000,,4706.000,0.000,
AmortizationOfDebtDiscountPremium,,,,,,,,3925.000,
AmortizationOfIntangibleAssets,,,407220.000,407220.000,,,407219.000,374289.000,
BasicEarningsPerShareProForma,16811174.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-28409.000,,,,,1465.000,
DebtorReorganizationItemsGainLossOnAssetSalesNet,-372.000,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,0.000,0.000,0.000,,0.000,,
Depreciation,,,,,,,,8429.000,
DepreciationAndAmortization,,,415671.000,,,,415623.000,382718.000,
DepreciationDepletionAndAmortization,,,415671.000,415756.000,415756.000,415840.000,415623.000,382718.000,382681.000
DirectOperatingCosts,1585.000,35411.000,5611.000,,3680.000,,19580.000,,
EarningsPerShareBasic,-0.040,-0.040,-0.010,-0.006,-0.006,,-0.005,-0.004,-0.030
EquipmentExpense,,,,,,,8404.000,,
FederalIncomeTaxExpenseBenefitContinuingOperations,,,0.000,0.000,0.000,,0.000,,
GainsLossesOnSalesOfAssets,,,0.000,,,,,,
GeneralAndAdministrativeExpense,80959.000,14233.000,36579.000,25593.000,17618.000,60312.000,18174.000,14861.000,26606.000
GrossProfit,109164.000,31239.000,48457.000,17201.000,38081.000,1124.000,45587.000,16071.000,12863.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-594369.000,-606161.000,-545113.000,-674995.000,-595426.000,-532491.000,-5807674.000
IncreaseDecreaseDueFromAffiliates,,,30005.000,,,,,,
IncreaseDecreaseInAccountsPayable,,,-337977.000,,,,31860.000,3271.000,
IncreaseDecreaseInAccountsReceivable,,,-23778.000,,,,13944.000,-8500.000,
IncreaseDecreaseInAccruedLiabilities,,,48477.000,,,,108401.000,105068.000,
IncreaseDecreaseInDeferredRevenue,,,31368.000,,,,19500.000,19500.000,
IncreaseDecreaseInInventories,,,7240.000,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,203527.000,,,,,9522.000,
InterestExpense,-3964.000,-17522.000,,10958.000,10958.000,,10958.000,-15327.000,156622.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,0.000,,,,,,
LaborAndRelatedExpense,,,168133.000,158806.000,111139.000,118193.000,110290.000,108881.000,146733.000
NetCashProvidedByUsedInFinancingActivities,,,560692.000,,,,-14095.000,36695.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,560692.000,,,,-14095.000,36695.000,
NetCashProvidedByUsedInInvestingActivities,,,64723.000,,,,,-2172.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,64723.000,,,,,-2172.000,
NetCashProvidedByUsedInOperatingActivities,,,-653824.000,,,,14095.000,-33058.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-653824.000,,,,14095.000,-33058.000,
NetIncomeLoss,,,-594369.000,-561536.000,-578613.000,-702890.000,-559204.000,-501043.000,-5776226.000
NetIncomeLossAttributableToNoncontrollingInterest,-683167.000,-603071.000,0.000,,,,-36222.000,-31448.000,-31448.000
NonoperatingIncomeExpense,-4336.000,-17522.000,,,,,,15327.000,-5198847.000
OperatingExpenses,831419.000,613512.000,642826.000,612405.000,643850.000,582590.000,630055.000,533235.000,621690.000
OperatingIncomeLoss,,,-594369.000,-606161.000,-616727.000,,-595426.000,,
OperatingLeasesRentExpenseNet,,,,,,,,8642.000,
OtherAdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations,-726591.000,-599785.000,,,,,,,
OtherExpenses,,,,10958.000,10958.000,,10958.000,,
OtherGeneralAndAdministrativeExpense,,,500.000,,,,,,
OtherIncome,,-599785.000,,,,,,,
OtherNonoperatingIncome,,0.000,,,,,,,
PaymentsForProceedsFromProductiveAssets,,,,,,,,2172.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,64723.000,,,,,,
PaymentsToEmployees,295840.000,183261.000,,,,,,,
PaymentsToMinorityShareholders,,,,44625.000,38114.000,,36222.000,,
PriorPeriodReclassificationAdjustment,,,-156455.000,,,,,,
ProceedsFromDebtNetOfIssuanceCosts,,,,,,,,87550.000,
ProceedsFromNotesPayable,,,139437.000,,,,,,
ProceedsFromPaymentsToMinorityShareholders,43424.000,-3286.000,,,,,,,
ProceedsFromRelatedPartyDebt,,,264800.000,,,,-14095.000,,
ProfessionalFees,38949.000,337.000,21943.000,12250.000,27723.000,-11255.000,10967.000,26775.000,670.000
ProfitLoss,,,,,,,,-532491.000,-5807674.000
RecognitionOfDeferredRevenue,,,,,,,-23716.000,-16071.000,
RepaymentsOfRelatedPartyDebt,,,,,,,,50855.000,
Revenues,110749.000,66650.000,54068.000,17201.000,41761.000,3746.000,65167.000,16071.000,12863.000
SalesRevenueNet,110749.000,666435.000,54068.000,17201.000,41761.000,3746.000,65167.000,16071.000,12863.000
ShareBasedCompensation,,,,,71614.000,,75000.000,,65000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,0.000,0.000,0.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,0.010,0.010,0.010,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,,,4.000,4.000,4.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,,,660004.000,660004.000,660004.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,-600000.000,-600000.000,-600000.000,,,,
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,,,75000.000,,
WeightedAverageNumberOfSharesOutstandingBasic,,17169041.000,48555121.000,98580428.000,101577327.000,,103542352.000,110592793.000,173152153.000
