,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableRelatedParties,1500.000,,,11686.000,11686.000
AccountsPayableRelatedPartiesCurrent,,6686.000,,,
AccountsPayableTrade,0.000,,,0.000,0.000
AccountsPayableTradeCurrent,,0.000,,,
AccruedLiabilitiesCurrent,,0.000,,,
AccumulatedAmortizationDeferredFinanceCosts,-200500.000,,,-219205.000,222403.000
AdditionalPaidInCapital,12000.000,14988.000,,20988.000,23988.000
Assets,1000.000,567.000,,,
AssetsCurrent,1000.000,567.000,,1513.000,1315.000
Cash,1000.000,567.000,1637.000,1513.000,1315.000
CashAndCashEquivalentsAtCarryingValue,,567.000,,,
CommonStockOtherSharesOutstanding,,188043662.000,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,,0.010,0.010
CommonStockSharesAuthorized,200000000.000,200000000.000,,200000000.000,200000000.000
CommonStockSharesIssued,188043662.000,188043662.000,,188043662.000,188043662.000
CommonStockSharesOutstanding,188043662.000,,,188043662.000,188043662.000
CommonStockValue,188000.000,188044.000,,188044.000,188044.000
LiabilitiesAndStockholdersEquity,1000.000,567.000,,1513.000,1315.000
LiabilitiesCurrent,1500.000,6686.000,,11686.000,11686.000
PrepaidExpense,0.000,,,0.000,0.000
PrepaidExpenseCurrent,,0.000,,,
RetainedEarningsAccumulatedDeficit,,-209151.000,,,
StockholdersEquity,-500.000,-6119.000,,-10173.000,-10173.000
