,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,10291239.000,8170686.000,8768479.000,6607585.000
AccountsReceivableNetCurrent,1601564.000,825982.000,821983.000,755915.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,925257.000,925413.000,1383.000,1490.000
AdditionalPaidInCapital,3257966.000,3257966.000,1595276.000,1595276.000
Assets,117305989.000,112101190.000,111410645.000,107218421.000
AssetsCurrent,11229965.000,11973304.000,12685725.000,10055546.000
AssetsNoncurrent,106076024.000,100127886.000,98724920.000,97162875.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,188595.000,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,595877.000,,,
CashAndCashEquivalentsAtCarryingValue,973284.000,4290790.000,3297032.000,877681.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,195000000.000,195000000.000,195000000.000,195000000.000
CommonStockSharesOutstanding,195000000.000,195000000.000,195000000.000,195000000.000
CommonStockValue,195000.000,195000.000,195000.000,195000.000
CustomerAdvancesCurrent,600878.000,1873051.000,578952.000,684544.000
DebtInstrumentUnamortizedDiscount,4187405.000,3672578.000,676561.000,3375352.000
DeferredCosts,7733987.000,4402454.000,4080703.000,3636613.000
DueFromRelatedPartiesCurrent,2415669.000,886694.000,3989290.000,3330389.000
DueToRelatedPartiesCurrent,5458314.000,178420.000,4393605.000,6570772.000
EmployeeRelatedLiabilitiesCurrent,1205137.000,1302619.000,1467315.000,1279837.000
InventoryNet,3784844.000,3277765.000,3161397.000,2920506.000
Liabilities,90958005.000,82747251.000,83514457.000,81007694.000
LiabilitiesAndStockholdersEquity,117305989.000,112101190.000,111410645.000,107218421.000
LiabilitiesCurrent,30246304.000,24121430.000,28961343.000,28579934.000
LiabilitiesNoncurrent,60711701.000,58625821.000,54553114.000,52427760.000
LongTermDebtCurrent,6069244.000,5600568.000,5923066.000,5689730.000
LongTermDebtNoncurrent,43370777.000,42058172.000,40306353.000,39052034.000
LongTermNotesPayable,13540924.000,12767649.000,10550270.000,9679235.000
NotesPayableCurrent,2822121.000,3253978.000,3827500.000,3827500.000
OtherLiabilitiesCurrent,1911682.000,1820624.000,1900000.000,1900000.000
OtherLiabilitiesNoncurrent,3800000.000,3800000.000,3696491.000,3696491.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,1651245.000,1950825.000,525179.000,1128942.000
PropertyPlantAndEquipmentNet,11320.000,10622.000,9218.000,7843.000
PropertyPlantAndEquipmentOtherNet,97734840.000,95714810.000,94634999.000,93518419.000
RetainedEarningsAccumulatedDeficit,21969761.000,24975560.000,26104529.000,24418961.000
StockholdersEquity,26347984.000,29353939.000,27896188.000,26210727.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,26347984.000,29353939.000,27896188.000,26210727.000
