,2013-05-31,2013-11-30,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-08-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,4000.000,2300.000,6450.000,14880.000,17171.000,,13750.000
AdditionalPaidInCapital,,5082.000,,,25830.000,25830.000,25830.000
Assets,,,,,515.000,515.000,
AssetsCurrent,154.000,5565.000,515.000,515.000,515.000,515.000,
Cash,154.000,5565.000,515.000,515.000,515.000,515.000,
CashAndCashEquivalentsAtCarryingValue,154.000,5565.000,,,,,
CashEquivalentsAtCarryingValue,,,,515.000,515.000,515.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,6000000.000,6267500.000,110022572.000,110022572.000,110022572.000,110022572.000,110022572.000
CommonStockSharesOutstanding,6000000.000,6267500.000,110022572.000,110022572.000,110022572.000,110022572.000,110022572.000
CommonStockValue,6000.000,6268.000,110023.000,110023.000,110023.000,110023.000,11350.000
DeferredTaxAssetsDeferredIncome,6946.000,,,,,,
DeferredTaxAssetsNet,0.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,29008.000
DeferredTaxAssetsValuationAllowance,,,,,,,29008.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-19846.000,-32785.000,,,,,
DueFromOfficersOrStockholdersCurrent,,,-31765.000,-40195.000,,,
DueFromRelatedPartiesCurrent,10000.000,,,,,,
Liabilities,,,32280.000,40710.000,18371.000,21121.000,46217.000
LiabilitiesAndStockholdersEquity,154.000,5565.000,515.000,515.000,515.000,515.000,
LiabilitiesCurrent,14000.000,27000.000,32280.000,40710.000,18371.000,21121.000,46217.000
LoansAndLeasesReceivableRelatedParties,10000.000,,,,,,
MembersEquity,,,-141788.000,-150218.000,-153709.000,-156459.000,
OperatingLossCarryforwardsValuationAllowance,19846.000,,,,,,
RelatedPartyTransactionDueFromToRelatedParty,,24700.000,25830.000,,,,
RelatedPartyTransactionDueFromToRelatedPartyCurrent,10000.000,,,25830.000,-1200.000,-21121.000,-32467.000
RetainedEarningsAccumulatedDeficit,,,,,,,-83397.000
StockholdersEquity,-13846.000,-21435.000,-31765.000,-40195.000,-17856.000,-20606.000,-46217.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,-31765.000,-40195.000,-17856.000,-20606.000,
