,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2016-02-29,2016-05-31,2016-08-31,2016-11-30
AdjustmentOfWarrantsGrantedForServices,,,,,,,,836488.000,,,
AdministrativeFeesExpense,,,,,,,,1207000.000,,,
AmortizationOfDebtDiscountPremium,,,,,,,,75084.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-7779.000,,,,-9284.000,,,109525.000,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,,364000.000,,,
EarningsPerShareBasic,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,-0.270,-0.360,-0.190,0.010
FairValueAssumptionsExpectedDividendRate,,,,,,,,0.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquityIssues,,,,,,,,754000.000,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,,,,,,,,-128000.000,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,60178.000,,,
GeneralAndAdministrativeExpense,1369.000,1569.000,3118.000,1494.000,2184.000,1215.000,5285.000,1781135.000,2486904.000,1150964.000,-386746.000
IncreaseDecreaseInAccountsPayable,90.000,,,,-1100.000,,,-15827.000,,,
IncreaseDecreaseInAccruedTaxesPayable,,,,,,,,11758.000,,,
InducedConversionOfConvertibleDebtExpense,,,,,,,,,453000.000,28000.000,
InterestExpense,,,,,,,,86843.000,189749.000,114847.000,88846.000
InterestExpenseDebt,,,,,,,,12000.000,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,30000.000,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,455000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,455000.000,,,
NetCashProvidedByUsedInOperatingActivities,-7779.000,,,,-9284.000,,,-345475.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7779.000,,,,-9284.000,,,-345475.000,,,
NetIncomeLoss,-7869.000,-4569.000,-6118.000,-19494.000,-8184.000,-3798.000,-33202.000,-2314156.000,-3098109.000,-1716065.000,-43181.000
OfficersCompensation,,,,,,,,795000.000,,,
OperatingExpenses,7869.000,4569.000,6118.000,19494.000,8184.000,3798.000,33202.000,1931135.000,2707182.000,1594186.000,114004.000
OperatingIncomeLoss,-7869.000,-4569.000,-6118.000,-19494.000,-8184.000,-3798.000,-33202.000,,,,
OtherExpenses,,,,,,,,383021.000,390927.000,121879.000,-70823.000
OtherResearchAndDevelopmentExpense,,,,,,,,,70000.000,443000.000,
PaymentsForLegalSettlements,,,,,,,,-43000.000,,,
PaymentsToAcquireInProcessResearchAndDevelopment,,,,,,,,30000000.000,,,
ProceedsFromNotesPayable,,,,,,,,455000.000,,,
ProfessionalFees,6500.000,3000.000,3000.000,18000.000,6000.000,2583.000,27917.000,,,,
ProfitLoss,,,,,,,,,,1700000.000,
ResearchAndDevelopmentExpense,,,,,,,,150000.000,220278.000,443222.000,500750.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,,,,0.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,,,0.010,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,,350000.000,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,,,2.180,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,3.820,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,,,25000.000,,,
StockIssuedDuringPeriodValueConversionOfUnits,,,,,,,,121193.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,8665290.000,8721511.000,8909414.000,-17435003.000
WeightedAverageNumberOfSharesOutstandingBasic,2000000.000,2000000.000,3019022.000,-4450529.000,3250000.000,3695652.000,9801630.000,,,,
