,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,741000.000,1742000.000,2235000.000,2039000.000,3055000.000,5247000.000,5995000.000,6700000.000,9525000.000,14767000.000,15558000.000,15027000.000,15309000.000,17176000.000,18609000.000,13339000.000,17106000.000,22006000.000,17543000.000,17734000.000,20181000.000,22768000.000,26624000.000,30520000.000
AccountsReceivableNet,63000.000,186000.000,510000.000,865000.000,1460000.000,1971000.000,2863000.000,4061000.000,5812000.000,7542000.000,8603000.000,12053000.000,14827000.000,16900000.000,18314000.000,21155000.000,22364000.000,22926000.000,24487000.000,25706000.000,26624000.000,28228000.000,28264000.000,29518000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-46000.000,296000.000,114000.000,232000.000,-13000.000,-7000.000,-9000.000,-5000.000,-9000.000,0.000,0.000,0.000,0.000,,,,,,,,,
AdditionalPaidInCapital,96912000.000,127615000.000,188817000.000,224717000.000,274691000.000,347118000.000,505907000.000,505844000.000,505776000.000,505765000.000,512036000.000,512971000.000,512968000.000,512966000.000,524489000.000,524487000.000,524487000.000,507500000.000,504303000.000,504047000.000,480362000.000,455378000.000,455373000.000,455221000.000
Assets,93644000.000,129861000.000,258463000.000,290576000.000,328400000.000,378119000.000,537928000.000,582495000.000,687556000.000,725551000.000,776138000.000,988924000.000,1013056000.000,1020270000.000,1022514000.000,1040737000.000,1024887000.000,1022340000.000,1004214000.000,1267496000.000,1224271000.000,1306090000.000,1310116000.000,1363676000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,118000.000,0.000,0.000,417000.000,0.000,,,,0.000,,,,0.000,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,36191000.000,23981000.000,,3019000.000,2571000.000,1536000.000,,19000.000,,,,,,,,,,,,
AvailableForSaleSecurities,,,,,35721000.000,23712000.000,4785000.000,2987000.000,2550000.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,36191000.000,23981000.000,4830000.000,3019000.000,2571000.000,,342000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtSecurities,,,58602000.000,56406000.000,36305000.000,24213000.000,4817000.000,3012000.000,2562000.000,1531000.000,333000.000,19000.000,0.000,0.000,0.000,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,,,,,114000.000,232000.000,-13000.000,-7000.000,-9000.000,-5000.000,-9000.000,,,,,,,,,,,,,
BelowMarketLeaseAccumulatedAmortization,,,,,,,,,,,,,,,,,,,,,,,,5072000.000
BelowMarketLeaseAmortizationIncomeAfterYearFive,,,,,,,,,,,,,,,227000.000,,,,118000.000,,,,62000.000,
BelowMarketLeaseAmortizationIncomeNextTwelveMonths,,,,,,,,,,,,,,,1662000.000,,,,1115000.000,,,,3501000.000,
BelowMarketLeaseAmortizationIncomeYearFive,,,,,,,,,,,,,,,159000.000,,,,110000.000,,,,178000.000,
BelowMarketLeaseAmortizationIncomeYearFour,,,,,,,,,,,,,,,488000.000,,,,159000.000,,,,501000.000,
BelowMarketLeaseAmortizationIncomeYearThree,,,,,,,,,,,,,,,745000.000,,,,488000.000,,,,751000.000,
BelowMarketLeaseAmortizationIncomeYearTwo,,,,,,,,,,,,,,,1122000.000,,,,745000.000,,,,1558000.000,
BelowMarketLeaseGross,,,,,,,,,,,,,,,,,,,,,,,,11605000.000
BelowMarketLeaseNet,,,,,,,,,,,,,,,4403000.000,,,,2735000.000,,,,6551000.000,6533000.000
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,,95545000.000,211655000.000,,,,274940000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLand,,,,,,29767000.000,49602000.000,,,,38671000.000,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,4547000.000,4547000.000,4547000.000,4547000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLand,,,,,,,,,,,,61900000.000,61900000.000,61900000.000,61900000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,,,,,,,,,159028000.000,243988000.000,,222228000.000,222228000.000,222228000.000,222228000.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,56450000.000,85484000.000,86379000.000,86168000.000,136085000.000,66185000.000,125960000.000,75793000.000,92748000.000,66687000.000,57996000.000,54757000.000,20965000.000,19171000.000,19093000.000,44907000.000,30087000.000,25361000.000,23058000.000,273563000.000,117310000.000,41596000.000,40432000.000,55880000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,11243063.000,14915195.000,22214815.000,26301087.000,31956213.000,40845175.000,58127627.000,58117219.000,58339185.000,58294420.000,59619000.000,59553656.000,59751364.000,59903681.000,60044329.000,60243679.000,60202179.000,58943382.000,58696115.000,58678256.000,58644697.000,57050299.000,56775767.000,56708525.000
CommonStockSharesOutstanding,11243063.000,14915195.000,22214815.000,26301087.000,31956213.000,40845175.000,58127627.000,58117219.000,58339185.000,58294420.000,59619000.000,59553656.000,59751364.000,59903681.000,60044329.000,60243679.000,60202179.000,58943382.000,58696115.000,58678256.000,58644697.000,57050299.000,56775767.000,56708525.000
CommonStockValue,113000.000,149000.000,222000.000,263000.000,320000.000,408000.000,581000.000,581000.000,583000.000,583000.000,596000.000,595000.000,597000.000,599000.000,600000.000,602000.000,602000.000,589000.000,587000.000,587000.000,586000.000,571000.000,568000.000,567000.000
DebtInstrumentCarryingAmount,,,,,,,,,177038000.000,202080000.000,255871000.000,475428000.000,510266000.000,520781000.000,530238000.000,555491000.000,539928000.000,551106000.000,550796000.000,832547000.000,833406000.000,948032000.000,962930000.000,1030499000.000
DebtInstrumentFaceAmount,,,,,,,,,177038000.000,202080000.000,255871000.000,475428000.000,510266000.000,520781000.000,530238000.000,555491000.000,539928000.000,551106000.000,550796000.000,574240000.000,582026000.000,,711119000.000,762717000.000
DebtInstrumentFairValue,,,,,,,,,,,,,512948000.000,524085000.000,534045000.000,,542757000.000,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,0.015,,,,,,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,,,,,-30000.000,-36000.000,-43000.000,,-59000.000,-68000.000,-78000.000,,
DebtInstrumentUnamortizedPremium,,,,,,,,,,,,,,,25000.000,,,,50000.000,,,,88000.000,99000.000
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,,3523000.000,12758000.000,11702000.000,11778000.000,12394000.000,12497000.000
DeferredFinanceCostsNoncurrentNet,,,,,1000000.000,900000.000,700000.000,1300000.000,3100000.000,3900000.000,5000000.000,7200000.000,6900000.000,6300000.000,6200000.000,5500000.000,4700000.000,4400000.000,4700000.000,12800000.000,11700000.000,12200000.000,12500000.000,12500000.000
