,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,1150511.000,,,,1148217.000,,,,,,,,,,,,,
AccountsPayableCurrent,832620.000,784357.000,675160.000,647522.000,620845.000,728011.000,800670.000,704710.000,720560.000,572014.000,786517.000,527647.000,525957.000,446167.000,698307.000,475213.000,417719.000,526670.000,684633.000,860692.000,1021535.000,739940.000,1330072.000,1660132.000
AccountsPayableOtherCurrentAndNoncurrent,,,,,,,364285.000,,,,351435.000,,,,,,,,,,,,,
AccountsReceivableNet,,,,,43394.000,51941.000,51779.000,114604.000,84065.000,193873.000,453017.000,327321.000,330347.000,561964.000,819151.000,672676.000,501042.000,,,,,,,
AccountsReceivableNetCurrent,,,36078.000,39790.000,,,,,,,,,,,,,,553383.000,648869.000,760159.000,944777.000,1406375.000,1433468.000,1732008.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,293758.000,,,,150121.000,,,,249945.000,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,177797.000,,,,364599.000,,,,,,,,,,,,,
AccruedRoyaltiesCurrent,,,,,,,,,,,,,,,45200.000,,,,102586.000,,,,183047.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,2369240.000,,,,2401354.000,,,,2456636.000,,,,2540974.000,,,,2662873.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,-12662.000,-15064.000,-15931.000,24253.000,-55987.000,-55154.000,-50836.000,67196.000,227701.000,571880.000,495519.000,445712.000,584317.000,338820.000,483544.000,422724.000,898684.000,767134.000
AdditionalPaidInCapital,89914220.000,91575243.000,92696747.000,94991947.000,96663905.000,98535236.000,86903415.000,88795394.000,89574145.000,90587894.000,91343135.000,100390887.000,101631678.000,102713676.000,128106297.000,138180345.000,138727308.000,139408750.000,140126731.000,140261680.000,140755208.000,140980674.000,143066477.000,143479427.000
AllowanceForDoubtfulAccountsReceivable,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1801.000,3236.000,3756.000,3526.000,3728.000,4474.000,3275.000,8278.000,6556.000,7318.000,65414.000,67941.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,
Assets,3862477.000,2934435.000,2122542.000,2784103.000,2896227.000,3268240.000,3339408.000,2526704.000,2981011.000,4039006.000,4045735.000,12393022.000,11257021.000,9626604.000,8468625.000,15864267.000,14098864.000,12802300.000,11254366.000,9512152.000,12711124.000,10857898.000,9693844.000,8289223.000
