,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,445000.000,465000.000,480000.000,515000.000,542000.000,625000.000,683000.000,700000.000,681000.000,,,,788000.000
AllocatedShareBasedCompensationExpense,1225000.000,1309000.000,1418000.000,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,162000.000,485000.000,,646000.000,836000.000,826000.000,826000.000,826000.000,794000.000,730000.000,730000.000,730000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,4653000.000,7369000.000,7268000.000,-11480000.000,9153000.000,8511000.000,7998000.000,-18332000.000,8452000.000,8329000.000,6458000.000,-16482000.000,5807000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,1027000.000,,,,4000.000,,,,12000.000
CapitalizedComputerSoftwareAdditions,632000.000,916000.000,1018000.000,650000.000,,,,,,,,,,,,,
CapitalizedComputerSoftwareAmortization,227000.000,-256000.000,303000.000,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,83950000.000,,,,-8273000.000,,,,-15455000.000,,,,-1089000.000,,,,
ComprehensiveIncomeNetOfTax,-10501000.000,-9097000.000,-8193000.000,-8061000.000,-8177000.000,-6704000.000,-9833000.000,-9204000.000,-10637000.000,-11683000.000,-9517000.000,-2542000.000,-3988000.000,-4742000.000,-3068000.000,-5792000.000,-5907000.000
CostOfRevenue,7372000.000,7696000.000,7944000.000,8097000.000,8383000.000,8763000.000,9145000.000,9323000.000,9709000.000,10599000.000,10375000.000,9454000.000,9190000.000,8894000.000,8668000.000,8451000.000,8324000.000
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,-80000.000,,,,0.000,,,,18000.000
Depreciation,1008000.000,,,,1350000.000,,,,1630000.000,,,,1665000.000,,,,1336000.000
DepreciationDepletionAndAmortization,1235000.000,,,,1795000.000,,,,2172000.000,,,,2346000.000,,,,2124000.000
EarningsPerShareBasicAndDiluted,-1.430,-0.280,-0.250,0.600,-0.250,-0.200,-0.270,-0.250,-0.270,-0.330,-0.260,-0.050,-0.120,-0.120,-0.080,-0.110,-0.160
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,129000.000,,,,-717000.000,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,,,,,,,,169000.000,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,69000.000,,,,8000.000,,,,0.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,69000.000,,,,-8000.000,,,,0.000,,,,
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,0.000,,,,0.000,,,,,,,,
ForeignCurrencyTransactionGainLossUnrealized,,,,,,,,,-243000.000,,,,-7000.000,,,,12000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,4000.000,,,,-1000.000,,,,1000.000
GeneralAndAdministrativeExpense,4048000.000,4026000.000,4681000.000,4273000.000,4416000.000,5368000.000,5682000.000,5791000.000,5720000.000,5655000.000,5882000.000,5134000.000,4969000.000,5018000.000,4735000.000,5168000.000,4177000.000
GoodwillAndIntangibleAssetImpairment,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,24000.000
GoodwillPurchaseAccountingAdjustments,,,,,,,,,,,,,68000.000,,,,
GrossProfit,9783000.000,10522000.000,12169000.000,13732000.000,14432000.000,15090000.000,16539000.000,17679000.000,16704000.000,16176000.000,15952000.000,19561000.000,17998000.000,16859000.000,15345000.000,14473000.000,12009000.000
