,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,177001.000,,,,208237.000,,,,216971.000,,,,428028.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,980965.000,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableRecoveries,,,,,,,,,,,,,,,,,0.000,,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,,,,0.000,,,,,,,,0.000,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,58497.000,,0.000,,,,,,,,,,,,,,,,
AmortizationOfAcquiredIntangibleAssets,,,,730994.000,263700.000,,,,,,,,,,,,,,,,
AmortizationOfDeferredCharges,,,0.000,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,755797.000,,282605.000,391452.000,257318.000,264904.000,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,1979333.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-4437214.000,,9100584.000,,,,-66590240.000,,,,5167372.000,,,,35178859.000,,,,13591835.000
ComprehensiveIncomeNetOfTax,,,13879289.000,13460323.000,16149710.000,19682604.000,16346492.000,9856917.000,15730505.000,20158279.000,19999994.000,13506757.000,22345886.000,27874206.000,10157994.000,8660823.000,28324111.000,19755554.000,25479372.000,4904530.000,32408897.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,5015835.000,4926035.000,7159157.000,7723790.000,5586905.000,3481707.000,5105401.000,7140585.000,8081309.000,4471089.000,6455112.000,7831571.000,4015428.000,2396138.000,6978683.000,4468767.000,6365548.000,1213594.000,4650562.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,18895124.000,18386358.000,23308867.000,27406394.000,21933397.000,13338624.000,20835906.000,27298864.000,28081303.000,17977846.000,28800998.000,35705777.000,14173422.000,11056961.000,35302794.000,24224321.000,31844920.000,6118124.000,37059459.000
CostOfGoodsSold,12512359.000,13741811.000,15715727.000,16921284.000,,,,,,,,,,,,,,,,,
CostOfRevenue,12512569.000,13774509.000,15715727.000,16921284.000,16616758.000,16122262.000,17165897.000,15579236.000,17715166.000,18919981.000,22356577.000,21033651.000,24461575.000,27054626.000,27944878.000,27021547.000,34043435.000,31482146.000,27647338.000,30861529.000,32215473.000
CostsAndExpensesRelatedParty,210.000,32698.000,0.000,0.000,643255.000,909057.000,815410.000,1252613.000,798795.000,1450921.000,0.000,0.000,,,,,,,,,
DebtInstrumentConvertibleInterestExpense,,,0.000,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,98278.000,,534678.000,,,,920004.000,,,,502563.000,,,,-887184.000,,,,266804.000
Depreciation,,,1096725.000,2045202.000,1534507.000,1571232.000,1444859.000,1546052.000,1472397.000,1817138.000,1847248.000,1852439.000,2201020.000,1922579.000,1980213.000,2075564.000,2267623.000,2322405.000,2356056.000,5016899.000,3052133.000
EarningsPerShareBasic,0.670,-0.370,0.510,0.510,0.550,0.600,0.550,0.350,0.720,0.830,0.800,0.500,0.910,1.050,0.860,0.580,0.960,1.120,1.020,0.690,1.070
