,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,3169.000,620.000,,,,,,,,,,,,,
CashPeriodIncreaseDecrease,-4688.000,,,,-6697.000,,,,965.000,,,,3236.000,,
DebtInstrumentDecreaseForgiveness,0.000,,,,,,,,,,,,,,
EarningsPerShareBasic,0.000,-0.000,-0.000,-0.010,0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000
GeneralAndAdministrativeExpense,5180.000,4552.000,3212.000,6813.000,6695.000,3768.000,3431.000,3982.000,5247.000,4450.000,2885.000,5146.000,6590.000,6337.000,4409.000
IncomeLossFromContinuingOperations,-7684.000,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,-78.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,-9597.000,,,,4614.000,,,,5212.000,,,,1827.000,,
IncreaseDecreaseInInterestPayableNet,,,,,207.000,,,,328.000,,,,493.000,,
IncreaseDecreaseInNotesPayableCurrent,9500.000,,,,,,,,,,,,,,
InterestExpense,,93.000,198.000,,208.000,208.000,235.000,304.000,328.000,367.000,445.000,468.000,494.000,572.000,
InvestmentIncomeInterest,,,1.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,9502.000,,,,,,,,1000.000,,,,8000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,9502.000,,,,,,,,1000.000,,,,8000.000,,
NetCashProvidedByUsedInInvestingActivities,0.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-14190.000,,,,-6697.000,,,,-35.000,,,,-4764.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-14190.000,,,,-6697.000,,,,-35.000,,,,-4764.000,,
NetIncomeLoss,-7762.000,-6118.000,-5393.000,-9617.000,-11518.000,-7481.000,-5180.000,4170.000,-5575.000,-4817.000,-3330.000,-5614.000,-7084.000,-6909.000,-4409.000
NonoperatingIncomeExpense,,-93.000,-197.000,,-208.000,-208.000,-235.000,8153.000,-328.000,-367.000,-445.000,-468.000,-494.000,-572.000,
OilAndGasRevenue,,,400.000,,,,,,,,,,,,
OperatingExpenses,8563.000,6025.000,5596.000,9529.000,11310.000,7273.000,4945.000,3983.000,5247.000,4450.000,2885.000,5146.000,6590.000,6337.000,
OperatingIncomeLoss,,-6025.000,-5196.000,,-11310.000,-7273.000,-4945.000,-3983.000,-5247.000,-4450.000,-2885.000,-5146.000,-6590.000,-6337.000,-4409.000
OtherOperatingIncomeExpenseNet,-78.000,,,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,,,,,,,,,,,
ProceedsFromNotesPayable,,,,,,,,,1000.000,,,,8000.000,,
ProceedsFromRepaymentsOfBankOverdrafts,2.000,,,,,,,,,,,,,,
Revenues,879.000,,400.000,,,,,,,,,,,,
SalesRevenueNet,879.000,,400.000,,,,,,,,,,,,
SalesRevenueServicesNet,879.000,,,,,,,,,,,,,,
UtilitiesOperatingExpenseMaintenanceAndOperations,214.000,,,,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,4750000.000,4750000.000,5105556.000,-9269255.000,6750000.000,6750000.000,6750000.000,-13500000.000,6750000.000,6750000.000,6750000.000,-13500000.000,6750000.000,6750000.000,6750000.000
WellServiceExpense,,853.000,2384.000,,4615.000,3505.000,1514.000,1.000,,,,,,,
