,2011-09-30,2012-03-31,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,17612.000,
CostOfServices,19397.000,16560.000,50047.000
DebtInstrumentConvertibleBeneficialConversionFeature,,50000.000,
Depreciation,,147.000,
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.000
GeneralAndAdministrativeExpense,132682.000,277075.000,119267.000
GrossProfit,6184.000,14820.000,88979.000
IncreaseDecreaseInAccountsPayable,,2357.000,
IncreaseDecreaseInAccountsPayableRelatedParties,,9761.000,
IncreaseDecreaseInAccruedLiabilities,,9615.000,
IncreaseDecreaseInInventories,,-2553.000,
IncreaseDecreaseInPrepaidExpense,,-194.000,
IncreaseDecreaseInRoyaltiesPayable,,11250.000,
InterestExpense,2497.000,-27300.000,-4998.000
NetCashProvidedByUsedInFinancingActivities,,70000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,70000.000,
NetCashProvidedByUsedInOperatingActivities,,-52388.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-52388.000,
NetIncomeLoss,-128995.000,-289555.000,-35286.000
NonoperatingIncomeExpense,-2497.000,,
OperatingIncomeLoss,-126498.000,-262255.000,-30288.000
ProductWarrantyExpense,,13648.000,
ProfitLoss,-128995.000,-289555.000,
Revenues,,31380.000,139026.000
SalesRevenueNet,,31380.000,139026.000
SalesRevenueServicesNet,25581.000,,
StockIssuedDuringPeriodSharesIssuedForServices,,43066.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,31476369.000,
