,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,31722000.000,25060000.000,28360000.000,32153000.000,38563000.000,36430000.000,42673000.000,45137000.000
AccountsPayableAndOtherAccruedLiabilities,,,31722000.000,,,,,,,
AccountsPayableCurrent,7108000.000,5946000.000,,,,,12638000.000,,,
AccountsPayableCurrentAndNoncurrent,,,8563000.000,,,,,,,
AccountsReceivableGross,,,68007000.000,,,,90356000.000,,,
AccountsReceivableNetCurrent,39635000.000,41940000.000,68007000.000,57611000.000,61823000.000,63315000.000,90356000.000,66808000.000,64745000.000,67143000.000
AccruedLiabilitiesCurrent,14609000.000,16320000.000,,,,,,,,
AccruedProfessionalFeesCurrent,,,718000.000,,,,623000.000,,,
AccruedRoyaltiesCurrent,,,5991000.000,,,,6184000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,60734000.000,,,,75691000.000,,,
AdditionalPaidInCapital,279620000.000,283427000.000,292117000.000,295136000.000,300221000.000,307329000.000,310727000.000,314151000.000,317766000.000,320931000.000
AllowanceForDoubtfulAccountsReceivable,,,637000.000,,,,909000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,487000.000,467000.000,637000.000,523000.000,525000.000,758000.000,909000.000,875000.000,661000.000,648000.000
Assets,220487000.000,224653000.000,313491000.000,334774000.000,341356000.000,350269000.000,369598000.000,356249000.000,345078000.000,341510000.000
AssetsCurrent,102045000.000,106014000.000,124921000.000,116174000.000,124124000.000,105925000.000,125115000.000,114283000.000,100949000.000,97296000.000
CapitalUnitsAdjustmentForMarketChanges,253000.000,253000.000,253000.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,55084000.000,57181000.000,50729000.000,48530000.000,46634000.000,35050000.000,30097000.000,39693000.000,29796000.000,22075000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,0.015,,,,,,,
