,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,1366000000.000,1128000000.000,1171000000.000,923000000.000,1260000000.000,1029000000.000,1427000000.000,1055000000.000,1657000000.000,1271000000.000,3322000000.000,1084000000.000,1615000000.000,3091000000.000,1576000000.000,1035000000.000,1714000000.000,1284000000.000,1343000000.000,1068000000.000,1385000000.000,1615000000.000,1354000000.000,1094000000.000,2000000000.000
AccountsReceivableNet,2223000000.000,2084000000.000,2073000000.000,1960000000.000,2312000000.000,2084000000.000,2464000000.000,2250000000.000,2618000000.000,2249000000.000,4311000000.000,2247000000.000,2868000000.000,4207000000.000,2631000000.000,2120000000.000,2836000000.000,2347000000.000,2542000000.000,2237000000.000,2526000000.000,2885000000.000,2601000000.000,2350000000.000,3227000000.000
AccruedIncomeTaxes,,,,102000000.000,,,,121000000.000,,,,168000000.000,,,,125000000.000,,,,79000000.000,,,,75000000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,460000000.000,0.000,518000000.000,483000000.000,514000000.000,544000000.000,564000000.000,572000000.000,593000000.000,614000000.000,649000000.000,611000000.000,641000000.000,671000000.000,680000000.000,587000000.000,605000000.000,635000000.000,624000000.000,570000000.000,592000000.000,621000000.000,631000000.000,601000000.000,636000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,17000000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,-4000000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,-179000000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-52000000.000,-40000000.000,-110000000.000,-127000000.000,-90000000.000,-126000000.000,-58000000.000,-59000000.000,-166000000.000,-198000000.000,-79000000.000,-35000000.000,-35000000.000,1000000.000,-169000000.000,-273000000.000,-439000000.000,-339000000.000,-408000000.000,-448000000.000,-474000000.000,-560000000.000,-598000000.000,-716000000.000,-677000000.000
AdditionalPaidInCapital,22455000000.000,20023000000.000,20150000000.000,20275000000.000,20107000000.000,19224000000.000,19322000000.000,19419000000.000,19210000000.000,19302000000.000,19391000000.000,19473000000.000,19087000000.000,19181000000.000,19270000000.000,19386000000.000,19126000000.000,19252000000.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,19327000000.000,19405000000.000,19027000000.000,19132000000.000,19236000000.000,19337000000.000,18929000000.000
AlternativeInvestmentsFairValueDisclosure,,,,,,796000000.000,794000000.000,761000000.000,881000000.000,742000000.000,718000000.000,898000000.000,860000000.000,852000000.000,746000000.000,692000000.000,704000000.000,630000000.000,653000000.000,647000000.000,613000000.000,573000000.000,577000000.000,551000000.000,549000000.000
Assets,178422000000.000,185048000000.000,174282000000.000,179896000000.000,185518000000.000,182480000000.000,192828000000.000,200451000000.000,200738000000.000,193745000000.000,212717000000.000,219873000000.000,216297000000.000,231693000000.000,222812000000.000,239808000000.000,242714000000.000,237008000000.000,222216000000.000,225261000000.000,222958000000.000,222055000000.000,226739000000.000,220177000000.000,230586000000.000
AssetsFairValueDisclosure,,147310000000.000,136600000000.000,141600000000.000,147400000000.000,143700000000.000,152600000000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecurities,59000000.000,58000000.000,48000000.000,52000000.000,134000000.000,190000000.000,192000000.000,158000000.000,178000000.000,150000000.000,168000000.000,183000000.000,150000000.000,277000000.000,221000000.000,201000000.000,203000000.000,35000000.000,34000000.000,44000000.000,77000000.000,60000000.000,85000000.000,80000000.000,80000000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,,2000000.000,1000000.000,1000000.000,1000000.000,2000000.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,,3000000.000,4000000.000,2000000.000,1000000.000,1000000.000,
AvailableForSaleSecuritiesAmortizedCost,,,,,129000000.000,188000000.000,182000000.000,144000000.000,163000000.000,150000000.000,164000000.000,181000000.000,,,,,,,,45000000.000,80000000.000,61000000.000,85000000.000,79000000.000,
AvailableForSaleSecuritiesFairValueDisclosure,59000000.000,58000000.000,48000000.000,52000000.000,134000000.000,190000000.000,192000000.000,158000000.000,178000000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,1000000.000,3000000.000,1000000.000,1000000.000,1000000.000,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,6000000.000,5000000.000,11000000.000,15000000.000,16000000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,,10000000.000,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,,,,,,27000000.000,,,,,
Capital,,,,720000000.000,,,,633000000.000,,,,660000000.000,,,,775000000.000,,,,1593000000.000,,,,1211000000.000,
