,2011-08-31,2011-11-30,2012-11-30,2013-02-28
AmortizationOfAcquisitionCosts,,,,-50000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,10470.000,,,
DepreciationAndAmortization,,,330.000,327.000
EarningsPerShareBasic,0.000,0.000,,
EarningsPerShareBasicAndDiluted,,,0.000,0.000
GeneralAndAdministrativeExpense,,,41803.000,24401.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-8363.000,-14635.000,,
IncomeTaxExpenseBenefit,0.000,0.000,,
IncomeTaxesPaidNet,0.000,,,
IncreaseDecreaseInAccountsPayable,-1167.000,,,
IncreaseDecreaseInAccruedLiabilities,0.000,,,
InterestExpense,,,-13457.000,-14928.000
InterestPaid,0.000,,,
NetCashProvidedByUsedInFinancingActivities,20000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,20000.000,,,
NetCashProvidedByUsedInOperatingActivities,-9530.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-9530.000,,,
NetIncomeLoss,,,-99776.000,-95556.000
NonoperatingIncomeExpense,0.000,0.000,,
OperatingExpenses,8363.000,14635.000,86319.000,30628.000
OperatingIncomeLoss,-8363.000,-14635.000,-86319.000,-30628.000
ProceedsFromIssuanceOfCommonStock,20000.000,,,
ProceedsFromRelatedPartyDebt,0.000,,,
ProfessionalFees,,,28186.000,5900.000
ProfitLoss,-8363.000,-14635.000,,
Revenues,,0.000,0.000,0.000
SalesRevenueGoodsGross,0.000,,,
SalesRevenueNet,,0.000,0.000,0.000
WeightedAverageNumberOfSharesOutstandingBasic,3492935.000,4600000.000,,
