,2011-12-31,2012-03-31,2012-12-31
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000
GeneralAndAdministrativeExpense,14551.000,5742.000,2817.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-14551.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-5742.000,
IncomeTaxExpenseBenefit,0.000,0.000,
NetIncomeLoss,,,-11010.000
NonoperatingIncomeExpense,0.000,0.000,
OperatingExpenses,14551.000,5742.000,11010.000
OperatingIncomeLoss,-14551.000,-5742.000,
OtherGeneralAndAdministrativeExpense,,,3300.000
ProfessionalFees,,,4893.000
ProfitLoss,-14551.000,-5742.000,
Revenues,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,286000000.000
