,2011-09-30,2011-12-31,2012-03-31
AccumulatedOtherComprehensiveIncomeLossNetOfTax,143000.000,134000.000,124000.000
AdditionalPaidInCapital,11496000.000,11496000.000,
AdditionalPaidInCapitalCommonStock,,,11510000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,,730000.000,805000.000
Assets,,199375000.000,205756000.000
AssetsCurrent,195590000.000,,
AvailableForSaleSecurities,,4174000.000,8009000.000
BankOwnedLifeInsurance,2671000.000,2696000.000,2720000.000
Cash,2688000.000,,
CashAndCashEquivalentsAtCarryingValue,6685000.000,,
CashAndDueFromBanks,,9598000.000,2350000.000
CashCashEquivalentsAndShortTermInvestments,6685000.000,19083000.000,27127000.000
CashFDICInsuredAmount,397000.000,,
CommonStockParOrStatedValuePerShare,0.100,0.100,0.100
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,2777250.000,2777250.000,2777250.000
CommonStockValue,278000.000,278000.000,278000.000
Deposits,147999000.000,151085000.000,155233000.000
EmployeeStockOwnershipPlanESOPNumberOfAllocatedShares,6144.000,8192.000,2048.000
EmployeeStockOwnershipPlanESOPSharesInESOP,30645.000,28597.000,26549.000
EscrowDeposit,-661000.000,,
FederalHomeLoanBankAdvancesLongTerm,25136000.000,25121000.000,25100000.000
FederalHomeLoanBankAdvancesShortTerm,0.000,,
FederalHomeLoanBankStock,3111000.000,3111000.000,2861000.000
HeldToMaturitySecuritiesCurrent,2540000.000,2322000.000,2131000.000
HeldToMaturitySecuritiesFairValue,,2506000.000,
InterestReceivable,649000.000,627000.000,609000.000
Liabilities,175703000.000,179046000.000,185253000.000
LiabilitiesAndStockholdersEquity,195590000.000,199375000.000,205756000.000
LoansAndLeasesReceivableAllowance,1742000000.000,1824000.000,1698000.000
LoansAndLeasesReceivableNetReportedAmount,167662000.000,161120000.000,155959000.000
LoansReceivableHeldForSaleNet,751000.000,769000.000,664000.000
OtherAccruedLiabilitiesCurrentAndNoncurrent,1360000.000,1537000.000,1609000.000
OtherAssets,,1229000.000,1523000.000
OtherAssetsNoncurrent,1078000.000,,
PreferredStockParOrStatedValuePerShare,0.100,0.100,0.100
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000
PreferredStockSharesOutstanding,,0.000,0.000
PreferredStockValue,0.000,,
PrepaidExpenseAndOtherAssets,,362000.000,326000.000
PropertyPlantAndEquipmentNet,3895000.000,3882000.000,3827000.000
RetainedEarningsAccumulatedDeficit,9595000.000,10010000.000,10163000.000
SecuritiesSoldUnderAgreementsToRepurchase,547000.000,573000.000,427000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,36552.000,36552.000,42050.000
ShortTermInvestments,3997000.000,9485000.000,24777000.000
StockholdersEquity,19887000.000,20329000.000,20503000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,19887000.000,20329000.000,20503000.000
TradingSecuritiesEquityCurrent,6151000.000,,
TreasuryStockShares,133347.000,133347.000,124959.000
TreasuryStockValue,1136000.000,1136000.000,1061000.000
UnearnedESOPShares,43000.000,,
