,2011-09-30
AccountsPayableCurrent,171432.000
AccountsReceivableNetCurrent,122550.000
AccruedLiabilitiesCurrent,584383.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-127934.000
AdditionalPaidInCapitalCommonStock,5319150.000
Assets,808140.000
AssetsCurrent,269156.000
CapitalizedComputerSoftwareNet,518962.000
Cash,74259.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,200000000.000
CommonStockSharesIssued,72372198.000
CommonStockSharesOutstanding,71791068.000
CommonStockValue,72372.000
Liabilities,4079816.000
LiabilitiesAndStockholdersEquity,808140.000
LiabilitiesCurrent,4079816.000
LongTermDebtCurrent,3324000.000
LongTermDebtNoncurrent,0.000
MachineryAndEquipmentGross,40372.000
OtherAssetsCurrent,72347.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,5000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PropertyPlantAndEquipmentGross,147955.000
PropertyPlantAndEquipmentNet,20022.000
PropertyPlantAndEquipmentOther,16444.000
RetainedEarningsAccumulatedDeficit,-8663197.000
StockholdersEquity,-3271676.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-3271676.000
