,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,695000.000,715000.000,211000.000,53000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2118000.000,792000.000,861000.000,294000.000
AllocatedShareBasedCompensationExpense,,800000.000,861000.000,294000.000
AllowanceForDoubtfulAccountsReceivableChargeOffs,28000.000,,,
AllowanceForDoubtfulAccountsReceivableRecoveries,,,200000.000,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,103.000,389000.000,589000.000
AmortizationOfFinancingCosts,1200000.000,2100000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,158557.000,16458.000,18169.000,165000.000
ComprehensiveIncomeNetOfTax,15337000.000,9544000.000,-12794000.000,-91958000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,435000.000,215000.000,-95000.000,-3000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,15772000.000,9759000.000,-12889000.000,-91961000.000
CostOfRevenue,119405000.000,222108000.000,263445000.000,250245000.000
CostOfServicesMaintenanceCosts,,,22900000.000,20100000.000
CurrentFederalTaxExpenseBenefit,1028000.000,125000.000,0.000,0.000
CurrentForeignTaxExpenseBenefit,6444000.000,2107000.000,3684000.000,-3278000.000
CurrentIncomeTaxExpenseBenefit,7531000.000,2282000.000,3694000.000,-3253000.000
CurrentStateAndLocalTaxExpenseBenefit,59000.000,50000.000,10000.000,25000.000
DebtIssuanceCosts,,13500000.000,11400000.000,
DeferredFederalIncomeTaxExpenseBenefit,2375000.000,4168000.000,-8115000.000,-1438000.000
DeferredForeignIncomeTaxExpenseBenefit,4000.000,-145000.000,544000.000,492000.000
DeferredIncomeTaxExpenseBenefit,2682000.000,5214000.000,-8126000.000,-1470000.000
DeferredIncomeTaxesAndTaxCredits,,,-7790000.000,-2943000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,303000.000,-185000.000,-555000.000,-524000.000
Depreciation,8976000.000,13400000.000,17800000.000,18600000.000
DepreciationAndAmortization,,33328000.000,34903000.000,42314000.000
DividendsPreferredStock,2795000.000,,,
EarningsPerShareBasic,1.780,0.860,-0.750,-6.270
EarningsPerShareDiluted,1.780,0.820,-0.750,-6.270
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-20000.000,252000.000,-2142000.000,-4523000.000
