,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,187682000.000,206429000.000,214272000.000,221964000.000,231478000.000,229371000.000,219446000.000,224973000.000,212828000.000,243569000.000,210472000.000,210399000.000,278499000.000,296724000.000,295063000.000,261708000.000,270000000.000,306500000.000,283900000.000,281700000.000,248900000.000,261100000.000,698200000.000,560500000.000,541200000.000,602400000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,453772000.000,466737000.000,459405000.000,449562000.000,460184000.000,455739000.000,467031000.000,477565000.000,469676000.000,433764000.000,439558000.000,438199000.000,438539000.000,441191000.000,444100000.000,443388000.000,436400000.000,438600000.000,434300000.000,433700000.000,445300000.000,447700000.000,462500000.000,477000000.000,491500000.000,428200000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,88307000.000,123453000.000,22303000.000,-40343000.000,-11165000.000,-70755000.000,-63799000.000,-91039000.000,-78767000.000,-125335000.000,-50913000.000,-54321000.000,-46375000.000,-37342000.000,-86835000.000,-190525000.000,-253600000.000,-247200000.000,-316700000.000,-318100000.000,-288300000.000,-269400000.000,-274200000.000,-341300000.000,-296400000.000,-212300000.000
AdditionalPaidInCapitalCommonStock,316956000.000,319821000.000,323938000.000,327805000.000,340818000.000,348574000.000,353332000.000,358281000.000,371909000.000,377870000.000,381720000.000,385321000.000,400443000.000,409213000.000,415144000.000,418037000.000,423000000.000,429400000.000,431800000.000,430800000.000,436100000.000,440600000.000,712200000.000,720000000.000,687200000.000,695300000.000
AllowanceForDoubtfulAccountsReceivableCurrent,24911000.000,25492000.000,23434000.000,22128000.000,23027000.000,23144000.000,24245000.000,27854000.000,29967000.000,27635000.000,25560000.000,24872000.000,25365000.000,29138000.000,28916000.000,23011000.000,23000000.000,29100000.000,31600000.000,31700000.000,31900000.000,28500000.000,48000000.000,50400000.000,58100000.000,61100000.000
Assets,2531537000.000,2596598000.000,2465019000.000,2517443000.000,2631392000.000,2569329000.000,2595754000.000,2592987000.000,2629533000.000,2526068000.000,2299737000.000,2183491000.000,2332500000.000,2414908000.000,2458422000.000,2342136000.000,2314400000.000,2395700000.000,2275100000.000,2249300000.000,2278000000.000,4040500000.000,5781300000.000,5270300000.000,5244600000.000,5455500000.000
AssetsCurrent,1721231000.000,1790431000.000,1698697000.000,1732355000.000,1835897000.000,1800998000.000,1788070000.000,1814857000.000,1831842000.000,1811107000.000,1706233000.000,1555350000.000,1617623000.000,1717997000.000,1787726000.000,1655530000.000,1599300000.000,1697000000.000,1608200000.000,1643600000.000,1687600000.000,3458200000.000,3295900000.000,2619600000.000,2601500000.000,2641600000.000
AssetsFairValueDisclosure,,,228435000.000,,,,,,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,148200000.000,0.000,0.000,0.000,0.000,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,,,,,,,,,,,,,,,,0.000,,,,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,,263062000.000,213388000.000,285515000.000,299457000.000,268112000.000,268463000.000,261767000.000,257256000.000,240407000.000,197784000.000,240273000.000,207953000.000,153236000.000,133779000.000,136653000.000,,,,,,,,,,
AvailableForSaleSecuritiesCurrent,272644000.000,261229000.000,215396000.000,286853000.000,300051000.000,270859000.000,269614000.000,261886000.000,257265000.000,243439000.000,199703000.000,242988000.000,209017000.000,152970000.000,133800000.000,136653000.000,114400000.000,119500000.000,99200000.000,39900000.000,49700000.000,26600000.000,39900000.000,64100000.000,77700000.000,76900000.000
