,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,62665.000,84323.000,61542.000,,92062.000
AccountsPayableCurrent,22649.000,31291.000,20956.000,32762.000,34941.000,26647.000,43600.000,0.000,11725.000,11872.000,38571.000,27424.000,87045.000,127483.000,145002.000,,,,25048.000,
AccountsPayableRelatedPartiesCurrent,5425.000,13529.000,12116.000,13500.000,16500.000,21045.000,18944.000,0.000,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,,1669.000,,,,,16113.000,6245.000,33849.000,7697.000,17227.000,86306.000,15142.000,28054.000,24484.000,57634.000
AccountsReceivableRelatedPartiesCurrent,0.000,0.000,0.000,5398.000,19198.000,20262.000,43787.000,8862.000,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,130452.000,550795.000,271091.000,390526.000,628101.000,224000.000,349059.000,362446.000,55264.000,55000.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,,110000.000,110000.000,110000.000,110000.000,110000.000,140000.000,152500.000,45000.000,55000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,116248.000,113968.000,,,,,,,,,,,,3239.000
AdditionalPaidInCapital,147075.000,147075.000,147075.000,163990.000,163990.000,163990.000,163990.000,163990.000,1071875.000,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,,16625.000,,4340.000,23800.000,30000.000,30000.000,
Assets,49547.000,108249.000,98664.000,108319.000,67566.000,68794.000,106374.000,58892.000,1522747.000,1231294.000,2832820.000,1298970.000,926853.000,868109.000,801409.000,269858.000,168045.000,186549.000,284153.000,381890.000
AssetsCurrent,16160.000,78716.000,75187.000,90899.000,42170.000,50279.000,91038.000,41276.000,1522747.000,637544.000,693920.000,549010.000,225109.000,166365.000,99665.000,134460.000,32647.000,51151.000,163880.000,115442.000
AssetsHeldInTrust,,,,,,,-17588.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,10501.000,67595.000,65836.000,76445.000,2261.000,5376.000,35170.000,32414.000,1522747.000,337544.000,189357.000,321353.000,35551.000,19168.000,2671.000,28298.000,9221.000,14813.000,112621.000,35584.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,0.000,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,3997692.000,3170044.000,3000000.000,3000000.000,3000000.000,974248.000,1431874.000,1895122.000,,
CommonStockNoParValue,,,,,,,,,,,,,,,,,,0.000,,
CommonStockParOrStatedValuePerShare,,,,,,,,,0.001,,,,,,,,,,,
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,59500.000,,,,,,,,,,,
CommonStockSharesAuthorized,,,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
