,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,29251000.000,,,,32896000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-10298000.000,27043000.000,31513000.000,30131000.000,36290000.000,41817000.000,36206000.000,32291000.000,6480000.000,5373000.000,-6183000.000,1326000.000,10465000.000
AdditionalPaidInCapital,339348000.000,340641000.000,423674000.000,424134000.000,424700000.000,414899000.000,412391000.000,415975000.000,416420000.000,417202000.000,417429000.000,417984000.000,418169000.000
Assets,4395116000.000,4503234000.000,4685810000.000,4695069000.000,4797101000.000,5136975000.000,5802410000.000,5770432000.000,5901370000.000,6014694000.000,5685818000.000,5653018000.000,5963055000.000
AvailableForSaleSecurities,,,,,,,,,,,,708153000.000,710548000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,880937000.000,835038000.000,893388000.000,1001900000.000,1020451000.000,1022721000.000,749227000.000,721943000.000,708567000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,9381000.000,,,,,430510000.000,,428211000.000,379835000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,4482000.000,,,,,427065000.000,,313735000.000,27733000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,4899000.000,,,,,3445000.000,,114476000.000,352102000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,50674000.000,52570000.000,52152000.000,92316000.000,55370000.000,58459000.000,29998000.000,26878000.000,30744000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,54151000.000,56352000.000,55428000.000,95433000.000,57167000.000,59933000.000,29904000.000,27076000.000,31281000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,1199000.000,1198000.000,3599000.000,4505000.000,5101000.000,5111000.000,2598000.000,2610000.000,2621000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,1287000.000,1285000.000,3879000.000,4821000.000,5361000.000,5353000.000,2724000.000,2723000.000,2732000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,37340000.000,41152000.000,121854000.000,175756000.000,278394000.000,305900000.000,296669000.000,291370000.000,284972000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,38845000.000,42953000.000,122602000.000,175843000.000,263272000.000,289310000.000,274372000.000,279127000.000,280599000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,799000.000,279000.000,10168000.000,0.000,0.000,0.000,,0.000,0.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,801000.000,281000.000,10169000.000,0.000,0.000,0.000,,0.000,0.000
AvailableForSaleSecuritiesDebtSecurities,1236694000.000,1197946000.000,1175380000.000,1138748000.000,922924000.000,886783000.000,936938000.000,1038398000.000,1013635000.000,1014367000.000,722307000.000,708153000.000,710548000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,922924000.000,886783000.000,936938000.000,1038398000.000,1013635000.000,1014367000.000,722307000.000,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,1015000.000,476000.000,1266000.000,2123000.000,25862000.000,27188000.000,36773000.000,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,991000.000,,,,,171000.000,12900000.000,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,1015000.000,,,,,27188000.000,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,24000.000,,,,,27017000.000,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,43002000.000,52221000.000,44816000.000,38621000.000,19046000.000,18834000.000,9853000.000,,
