,2011-10-31,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,94836.000,91816.000,106771.000,147376.000,160472.000,207464.000,256958.000,328417.000,282150.000,323963.000,326793.000,455713.000,518647.000,510498.000
AccountsPayableRelatedPartiesCurrent,143354.000,150854.000,158354.000,176354.000,186854.000,197354.000,207854.000,218354.000,228854.000,239354.000,249854.000,,,
AccountsReceivableNetCurrent,40000.000,43000.000,43000.000,7000.000,22500.000,20000.000,19000.000,20000.000,20000.000,7000.000,4000.000,5000.000,2000.000,2000.000
AccruedProfessionalFeesCurrent,,,,,111000.000,121500.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,66520.000,66520.000,109140.000,109140.000,189090.000,189090.000,189090.000,204090.000,204090.000,204090.000,208954.000,6016919.000,6018377.000,6566740.000
AssetRetirementObligation,,,,,,,,,,,,4387.000,4470.000,4553.000
AssetRetirementObligationsNoncurrent,3414.000,3478.000,3540.000,3671.000,3739.000,3806.000,3875.000,3947.000,4151.000,4226.000,4306.000,4387.000,4470.000,4553.000
Assets,856696.000,866523.000,887449.000,823844.000,809418.000,844653.000,850812.000,965574.000,1031058.000,331601.000,63243.000,131364.000,93092.000,49828.000
AssetsCurrent,145274.000,159610.000,183470.000,102838.000,79134.000,46625.000,24989.000,30336.000,138947.000,62094.000,14721.000,86066.000,50457.000,9405.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,,,,,911627.000,914884.000,917769.000,919993.000
CapitalizedCostsAssetRetirementCosts,,,,,,,,,,,,3661.000,3661.000,3661.000
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,,,,,,960148.000,,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,,,,,48521.000,45298.000,42635.000,40423.000
CapitalizedCostsProvedProperties,,,,,,,,,,,960148.000,960182.000,960404.000,960416.000
CashAndCashEquivalentsAtCarryingValue,101509.000,116610.000,138865.000,89838.000,45134.000,24625.000,5989.000,4336.000,114947.000,53094.000,10721.000,6973.000,13538.000,7405.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,0.250
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,1500000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,60300000.000,60300000.000,60300000.000,60300000.000,60800000.000,60800000.000,60800000.000,60800000.000,60800000.000,60800000.000,12160000.000,32471828.000,32471828.000,34582036.000
CommonStockSharesOutstanding,60300000.000,60300000.000,60300000.000,60300000.000,60800000.000,60800000.000,60800000.000,60800000.000,60800000.000,60800000.000,12160000.000,32471828.000,32471828.000,34582036.000
CommonStockValue,6030.000,6030.000,6030.000,6030.000,6080.000,6080.000,6080.000,6080.000,6080.000,6080.000,1216.000,3247.000,3247.000,3458.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,16933.000,83184.000,110685.000
DebtInstrumentInterestRateStatedPercentage,,,,,0.075,0.075,,0.150,,,,,,
DeferredFinanceCostsNoncurrentNet,27289.000,23000.000,18711.000,10133.000,5844.000,1555.000,0.000,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,0.000,,,,,,,
DeferredTaxAssetsGross,,,,,,,164897.000,,,,225868.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,164897.000,,,,225868.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-164897.000,,,,225868.000,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,,,,,,78768.000,286479.000,126986.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,78768.000,286479.000,126986.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,175610.000,175610.000,175610.000,175610.000,175610.000,175610.000,175610.000,175610.000,175610.000,175610.000,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,163500.000,,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,,,,,,,,,,,,78768.000,286479.000,126986.000
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,118920.000,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,58660.000,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,,,,,,,,,-60260.000,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,-13800.000,,,
InterestPayableCurrent,,,,,124662.000,137522.000,150536.000,166777.000,182888.000,198473.000,77586.000,,,
InterestPayableCurrentAndNoncurrent,,,,111510.000,,,,,,,,,,
Liabilities,951313.000,955857.000,978374.000,1037110.000,1060774.000,1149333.000,1249396.000,1421427.000,1385864.000,1438252.000,1436662.000,555801.000,892780.000,752722.000
