,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AdjustmentForAmortization,,,,,,,,1658440.000,,,,1044083.000,
AmortizationOfIntangibleAssets,,,,,,,,,,,,1044083.000,944264.000
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,10.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1124247.000,,,-646266.000,,,,-813608.000,,,,-872680.000,
ComprehensiveIncomeNetOfTax,1038598.000,808677.000,-426588.000,-1278054.000,-313391.000,-1616886.000,-2516730.000,-101140.000,-464555.000,-2051887.000,-910025.000,-965751.000,-1867362.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,12501.000,14267.000,82721.000,245921.000,-67651.000,174530.000,115766.000,110838.000,-55752.000,-147581.000,293808.000,-409207.000,-262322.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1051099.000,822944.000,-343867.000,-1032133.000,-381042.000,-1442356.000,-2400964.000,9698.000,-520307.000,-2199468.000,-616217.000,-1374958.000,-2129684.000
ConversionOfStockSharesConverted1,,,,26398634.000,,,,,,,,,
CostOfServices,2124066.000,2281169.000,2783255.000,4645696.000,4872815.000,3818663.000,4910137.000,4204723.000,4432472.000,3457027.000,4155879.000,3164138.000,4240400.000
CurrentFederalTaxExpenseBenefit,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CurrentForeignTaxExpenseBenefit,,,,180058.000,179866.000,63885.000,35036.000,88669.000,-88669.000,0.000,125741.000,711.000,82719.000
CurrentIncomeTaxExpenseBenefit,372436.000,194000.000,23558.000,180058.000,179866.000,63885.000,35036.000,88669.000,-88669.000,0.000,125741.000,711.000,82719.000
CurrentStateAndLocalTaxExpenseBenefit,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DeferredFederalIncomeTaxExpenseBenefit,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
DeferredForeignIncomeTaxExpenseBenefit,,,,-261185.000,-19137.000,151411.000,545131.000,0.000,105734.000,45.000,-105779.000,,
DeferredIncomeTaxExpenseBenefit,-17056.000,60851.000,-98822.000,-241554.000,-19137.000,151411.000,525500.000,0.000,105734.000,45.000,-105779.000,0.000,0.000
DeferredIncomeTaxesAndTaxCredits,,,,,,,,0.000,,,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
Depreciation,,,,639228.000,661824.000,702855.000,490776.000,757312.000,738282.000,743826.000,294687.000,444092.000,1070785.000
DepreciationDepletionAndAmortization,914524.000,,,1940606.000,,,,,,,,,
