,2013-04-30,2013-07-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,2600.000,600.000,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,308487.000,689119.000,1565068.000,1841973.000,1671986.000,1857911.000,2643098.000,2984351.000,3482126.000,3341905.000,3337575.000,3145318.000,3011769.000,3388189.000,3157023.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,48064.000,3685.000,51949.000,68063.000,62469.000,,,1420.000,2470.000,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,3685.000,51949.000,68063.000,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,95623.000,,30398.000,85000.000,,
AccruedLiabilitiesCurrent,,,233713.000,676752.000,589706.000,991122.000,1319877.000,1958403.000,1708856.000,1605510.000,1609326.000,1840537.000,1230021.000,1507480.000,1437365.000,1200544.000,1159352.000
AdditionalPaidInCapital,8100.000,40800.000,170402315.000,171010959.000,171633909.000,171770898.000,172864561.000,173025473.000,173661649.000,174433436.000,171090941.000,176932064.000,191805505.000,186484983.000,188751460.000,189324088.000,190960905.000
Assets,6478.000,30537.000,1156978.000,218082.000,83608.000,37067.000,74718.000,19365.000,21746.000,27851.000,164630.000,116467.000,124158.000,441692.000,146393.000,30033.000,153560.000
AssetsCurrent,6478.000,30537.000,1155213.000,210649.000,76014.000,30106.000,59635.000,5687.000,9473.000,16806.000,154697.000,102732.000,112138.000,431388.000,137804.000,23091.000,145737.000
CashAndCashEquivalentsAtCarryingValue,6478.000,30537.000,1141568.000,197004.000,60409.000,27690.000,51011.000,168.000,6306.000,6455.000,153014.000,6255.000,68494.000,388685.000,41725.000,2986.000,128952.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,2.500,1.000,,,,0.500,,,,0.500
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,500000000.000,500000000.000
CommonStockSharesIssued,9000000.000,12000000.000,42235302.000,42799278.000,43297678.000,43407278.000,44282278.000,44306278.000,45041928.000,49175215.000,50690405.000,51473157.000,56372875.000,58070018.000,59196687.000,60263720.000,61471521.000
CommonStockSharesOutstanding,9000000.000,12000000.000,42235302.000,42799278.000,43297678.000,43407278.000,44282278.000,44306278.000,45041928.000,49175215.000,50690405.000,51473157.000,56372875.000,58070018.000,59196687.000,60263720.000,61471521.000
CommonStockValue,900.000,1200.000,4224.000,4280.000,4330.000,4342.000,4428.000,4431.000,4505.000,4918.000,5069.000,5148.000,5639.000,5808.000,5919.000,6026.000,6147.000
ConvertibleDebtCurrent,,,,,,,,673389.000,1221976.000,1230211.000,901331.000,1051545.000,1196704.000,1354522.000,1554733.000,1440206.000,1575786.000
DebtDefaultShorttermDebtAmount,,,,100000.000,,,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,0.180,0.180,,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,113253.000,113253.000,113253.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,17300000.000,,,,19000000.000,,,,21000000.000,,,,22000000.000,
DeferredTaxAssetsValuationAllowance,,,,17300000.000,,,,19000000.000,,,,21000000.000,,,,22000000.000,
DerivativeLiabilities,,,,,,,,,,3596052.000,12315849.000,,6975432.000,6683299.000,8990943.000,,5640376.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,7320770.000,12796146.000,,,,8828405.000,
DueToRelatedPartiesCurrent,,,100000.000,100000.000,150000.000,150000.000,90000.000,150000.000,150000.000,150000.000,325043.000,670848.000,,,,500000.000,1000000.000
EmployeeRelatedLiabilitiesCurrent,,,109000.000,,,,,,,,,,,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,0.673,,,,,,,,
EquityMethodInvestmentQuotedMarketValue,,,,225000.000,,,,,,,,,,,,,
InterestPayableCurrent,,,99000.000,,,,,,29441.000,1479.000,1002.000,,,,,,
Liabilities,2600.000,600.000,850200.000,1465871.000,2404774.000,3300095.000,3891863.000,5215917.000,6042615.000,9924073.000,26321742.000,28168610.000,17808795.000,15914536.000,19121301.000,19269758.000,15177571.000
LiabilitiesAndStockholdersEquity,6478.000,30537.000,1156978.000,218082.000,83608.000,37067.000,74718.000,19365.000,21746.000,27851.000,164630.000,116467.000,124158.000,441692.000,146393.000,30033.000,153560.000
LiabilitiesCurrent,2600.000,,850200.000,1465871.000,2404774.000,3300095.000,3891863.000,5215917.000,6042615.000,9924073.000,26321742.000,28168610.000,17808795.000,15914536.000,19121301.000,19269758.000,15177571.000
NotesPayable,,,,,,,,,,,,,100000.000,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,317572.000,,,,237955.000,217570.000,197185.000,176800.000,156030.000,135068.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,82899.000,,,,79617.000,,,,81925.000,61540.000,41155.000,20770.000,84233.000,63271.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,84634.000,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,89971.000,,,,71797.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,87614.000,,,,84233.000,,,,71797.000,71797.000,71797.000,71797.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,85256.000,,,,81925.000,,,,84233.000,84233.000,84233.000,84233.000,71797.000,71797.000
OperatingLossCarryforwards,,,,51000000.000,,,,57000000.000,,,,61000000.000,,,,65552428.000,
OtherAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,31000.000,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,,,,,,,,,,,,,,,,
PreferredStockSharesAuthorized,0.000,,,,,,,,,,,,,,,,
PreferredStockSharesIssued,0.000,,,,,,,,,,,,,,,,
PreferredStockSharesOutstanding,0.000,,,,,,,,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,8624.000,5519.000,3167.000,10351.000,1683.000,854.000,3582.000,12305.000,11079.000,20105.000,16785.000
PropertyPlantAndEquipmentNet,,,1765.000,7433.000,7594.000,6961.000,15083.000,13678.000,12273.000,11045.000,9933.000,13735.000,12020.000,10304.000,8589.000,6942.000,7823.000
RetainedEarningsAccumulatedDeficit,-5122.000,-12063.000,-170099761.000,-172263028.000,-173959405.000,-175038268.000,-176686134.000,-178226456.000,-179687023.000,-184334576.000,-197253122.000,-204989355.000,-209495781.000,-201963635.000,-207732287.000,-208569839.000,-205991063.000
SaleOfStockPricePerShare,,,,1.250,1.250,1.250,1.250,1.250,1.000,1.000,1.000,,,,,,
SharesIssued,,,,1155000.000,,,,,,,25190.000,53374.000,,12577.000,,,
SharesIssuedPricePerShare,,,,,,,,,,,,,,0.500,,,
ShortTermBankLoansAndNotesPayable,,,,240000.000,,,,,,,,,,,,,
ShortTermBorrowings,,,,,100000.000,100000.000,600000.000,100000.000,100000.000,100000.000,129234.000,150000.000,150000.000,100000.000,184411.000,243208.000,302005.000
StockRepurchaseProgramRemainingNumberOfSharesAuthorizedToBeRepurchased,,,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,,,,,,,,
StockholdersEquity,3878.000,29937.000,306778.000,-1247789.000,-2321166.000,-3263028.000,-3817145.000,-5196552.000,-6020869.000,-9896222.000,-26157112.000,-28052143.000,-17684637.000,-15472844.000,-18974908.000,-19239725.000,-15024011.000
