,2011-06-30,2011-09-30,2011-12-31,2012-05-04,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,2931000.000,4156000.000,7914000.000,,5631000.000,6540000.000,10409000.000,7469000.000,10261000.000,7957000.000
AccountsReceivableGrossCurrent,,,,,,,23352000.000,,,
AccountsReceivableNet,10724000.000,11662000.000,16977000.000,,15729000.000,18570000.000,23216000.000,20001000.000,21084000.000,20084000.000
AccountsReceivableNetCurrent,,,,,,,23216000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,37268000.000,38115000.000,36809000.000,,38516000.000,39466000.000,39089000.000,40039000.000,40994000.000,41990000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,1000.000,-2000.000,-3000.000,,-4000.000,-3000.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,-2000.000,-3000.000,-2000.000,-2000.000
AdditionalPaidInCapital,66566000.000,66597000.000,66632000.000,,66703000.000,66743000.000,66784000.000,66822000.000,66876000.000,66930000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,136000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,94000.000,90000.000,97000.000,,100000.000,114000.000,136000.000,108000.000,134000.000,134000.000
Assets,28280000.000,28833000.000,34342000.000,,35555000.000,37731000.000,44192000.000,41455000.000,44465000.000,61092000.000
AssetsCurrent,16417000.000,17030000.000,22069000.000,,20051000.000,22146000.000,29068000.000,26198000.000,27779000.000,26154000.000
BilledContractReceivables,,,,,,,22292000.000,,,
CapitalLeaseObligationsCurrent,295000.000,233000.000,281000.000,,421000.000,422000.000,421000.000,443000.000,446000.000,652000.000
CapitalLeaseObligationsNoncurrent,47000.000,39000.000,251000.000,,757000.000,651000.000,544000.000,508000.000,389000.000,1188000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,1073000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,493000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,144000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,436000.000,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,965000.000,,,
CashAndCashEquivalentsAtCarryingValue,3567000.000,3272000.000,3283000.000,,2323000.000,1662000.000,4005000.000,4197000.000,4382000.000,3450000.000
CommonStockParOrStatedValuePerShare,0.100,0.100,0.100,,0.100,0.100,0.100,0.100,0.100,0.100
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,13057107.000,13035440.000,13035440.000,,13010440.000,13155440.000,13155440.000,13245440.000,13245440.000,13245440.000
CommonStockSharesOutstanding,13057107.000,13035440.000,13035440.000,,13010440.000,13155440.000,13155440.000,13245440.000,13245440.000,13245440.000
CommonStockValue,1306000.000,1304000.000,1304000.000,,1301000.000,1316000.000,,,,
CommonStockValueOutstanding,,,,,,,1316000.000,1325000.000,1325000.000,1325000.000
DeferredCompensationLiabilityClassifiedNoncurrent,792000.000,681000.000,735000.000,,780000.000,828000.000,837000.000,894000.000,908000.000,969000.000
DeferredIncomeTaxLiabilities,,,,,,,-2006000.000,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,2339000.000,,,
DeferredTaxAssetsGross,,,,,22600000.000,22200000.000,22325000.000,21800000.000,21700000.000,21500000.000
DeferredTaxAssetsNet,,,,,,,2006000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,18955000.000,,,
DeferredTaxAssetsOther,,,,,,,295000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,687000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,49000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,20319000.000,,19500000.000,17200000.000
EmployeeRelatedLiabilitiesCurrent,1442000.000,868000.000,1669000.000,,1730000.000,1141000.000,2854000.000,1862000.000,2532000.000,1828000.000
EquityMethodInvestmentSummarizedFinancialInformationMinorityInterest,,,19000.000,,,,,,,
InventoryNet,788000.000,907000.000,743000.000,,605000.000,583000.000,740000.000,861000.000,820000.000,704000.000
Liabilities,8329000.000,9345000.000,14526000.000,,14785000.000,15799000.000,20736000.000,16939000.000,18916000.000,17033000.000
LiabilitiesAndStockholdersEquity,28280000.000,28833000.000,34342000.000,,35555000.000,37731000.000,44192000.000,41455000.000,44465000.000,61092000.000
LiabilitiesCurrent,6862000.000,7409000.000,12398000.000,,12211000.000,13270000.000,18392000.000,14669000.000,16833000.000,14179000.000
LiabilitiesNoncurrent,1467000.000,1936000.000,2128000.000,,2574000.000,2529000.000,2344000.000,2270000.000,2083000.000,2854000.000
MachineryAndEquipmentGross,120000.000,120000.000,0.000,,,,,,,
MinorityInterest,17000.000,16000.000,15000.000,,14000.000,15000.000,14000.000,14000.000,14000.000,13000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,29862000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,10010000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,1259000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,3623000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,5206000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,8103000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,1661000.000,,,
OperatingLossCarryforwards,,,,,,,52100000.000,,,
OtherAssetsNoncurrent,1125000.000,1015000.000,1100000.000,,1216000.000,1272000.000,1281000.000,1347000.000,1408000.000,1459000.000
OtherLiabilitiesNoncurrent,628000.000,1216000.000,1142000.000,,1037000.000,1050000.000,963000.000,868000.000,786000.000,697000.000
PreferredStockParOrStatedValuePerShare,0.100,0.100,0.100,,0.100,0.100,0.100,0.100,0.100,0.100
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,,,,,,,
PreferredStockSharesOutstanding,0.000,0.000,0.000,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,1107000.000,1139000.000,1493000.000,1277000.000
PropertyPlantAndEquipmentGross,48006000.000,48903000.000,47982000.000,,52804000.000,53779000.000,52932000.000,53949000.000,56272000.000,58900000.000
PropertyPlantAndEquipmentNet,10738000.000,10788000.000,11173000.000,,14288000.000,14313000.000,13843000.000,13910000.000,15278000.000,16910000.000
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,,,,,,,798000.000,,,
RetainedEarningsAccumulatedDeficit,-47939000.000,-48427000.000,-48132000.000,,-47244000.000,-46139000.000,-44656000.000,-43642000.000,-42664000.000,-24207000.000
StockholdersEquity,19934000.000,19472000.000,19801000.000,,20756000.000,21917000.000,23442000.000,24502000.000,25535000.000,44046000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,19951000.000,19488000.000,19816000.000,,20770000.000,21932000.000,23456000.000,24516000.000,25549000.000,44059000.000
UnbilledReceivablesCurrent,,,,,,,1060000.000,,,
ValuationAllowanceAmount,,,,,21500000.000,21100000.000,,19800000.000,,
