,2011-07-31,2011-10-30,2012-04-29,2012-07-29,2012-10-28,2013-05-05,2013-08-04,2013-11-03,2014-02-02,2014-05-04,2014-08-03,2014-11-02,2015-02-01,2015-05-03,2015-08-02,2015-11-01,2016-01-31,2016-05-01
AccretionExpense,,,,,,,,,,,,,,,,,,8000.000
AccretionOfDiscount,,,,,,,,,,3000.000,6000.000,5000.000,3000.000,3000.000,2000.000,2000.000,2000.000,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,334000.000,1463000.000,,197000.000,223000.000,914000.000,227000.000,450000.000
AmortizationOfFinancingCosts,,,,,,,,,,27000.000,,,,27000.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,173000.000,,,,,,,,
AssetImpairmentCharges,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,343000.000,,,500000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,7205000.000,,,8391000.000,,,,-12193000.000,,,,7671000.000,,,,-22084000.000
ComprehensiveIncomeNetOfTax,,,6027000.000,4919000.000,5044000.000,8005000.000,5049000.000,6780000.000,14760000.000,9656000.000,5752000.000,8106000.000,6546000.000,10666000.000,5918000.000,,,9416000.000
DeferredIncomeTaxExpenseBenefit,,,4234000.000,,,6105000.000,,,,6162000.000,,,,5950000.000,,,,5412000.000
Depreciation,2087000.000,2208000.000,2482000.000,2399000.000,2357000.000,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,,2820000.000,2664000.000,2788000.000,2834000.000,3173000.000,3033000.000,3280000.000,3354000.000,3993000.000,4074000.000,4056000.000,4076000.000,4056000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,1066000.000,-110000.000,,,,,,,,,,,,,
DirectOperatingCosts,85697000.000,85874000.000,88691000.000,85657000.000,90220000.000,96558000.000,93806000.000,92466000.000,93302000.000,95172000.000,101084000.000,101165000.000,102323000.000,103772000.000,104145000.000,102924000.000,103640000.000,107991000.000
EarningsPerShareBasic,0.130,0.070,0.090,0.070,0.080,0.120,0.070,0.100,0.220,0.150,0.090,0.120,0.090,0.160,0.090,0.120,0.130,0.150
EarningsPerShareDiluted,0.120,0.070,0.080,0.070,0.070,0.110,0.070,0.090,0.210,0.140,0.080,0.120,0.100,0.160,0.090,0.110,0.120,0.140
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,0.381,0.437,0.424,,0.393
EquityMethodInvestmentRealizedGainLossOnDisposal,,0.000,,0.000,0.000,,,,,,,,,,,,,
GainLossOnContractTermination,,,,,,,,,,-8000.000,-40000.000,-4000.000,-4000.000,-4000.000,-71000.000,-28000.000,-249000.000,-203000.000
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,,,,,447000.000,-841000.000,-506000.000,0.000,
GainLossOnSaleOfEquityInvestments,6198000.000,,,,,,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,-229000.000,,,147000.000,,,,-42000.000,,,,-34000.000,,,,-29000.000
GeneralAndAdministrativeExpense,4930000.000,4941000.000,6458000.000,4770000.000,5083000.000,6055000.000,5655000.000,5730000.000,7709000.000,7047000.000,6737000.000,5553000.000,9221000.000,7554000.000,6718000.000,6796000.000,6578000.000,7483000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,8901000.000,8874000.000,14750000.000,9288000.000,11894000.000,9128000.000,16319000.000,9617000.000,12739000.000,9541000.000,17229000.000,10513000.000,13132000.000,10960000.000,15524000.000
IncomeLossFromEquityMethodInvestments,12000.000,-72000.000,-50000.000,-53000.000,-47000.000,-53000.000,-60000.000,-61000.000,-47000.000,-57000.000,-61000.000,-53000.000,53000.000,,,,,
IncomeTaxExpenseBenefit,2036000.000,495000.000,4465000.000,3972000.000,3830000.000,6751000.000,4571000.000,5114000.000,-5632000.000,6663000.000,3865000.000,4633000.000,2995000.000,6563000.000,4595000.000,5564000.000,2714000.000,6108000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,,,,,,,,,,,,,,467000.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-5131000.000,,,-4290000.000,,,,-2279000.000,,,,-2771000.000,,,,-718000.000
IncreaseDecreaseInIncomeTaxes,,,,,,,,,,,,206000.000,,,,,,
IncreaseDecreaseInInventories,,,-588000.000,,,2132000.000,,,,-61000.000,,,,-1869000.000,,,,624000.000
IncreaseDecreaseInOtherOperatingAssets,,,-540000.000,,,-3084000.000,,,,682000.000,,,,-1039000.000,,,,-520000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,32000.000,,,230000.000,,,,-161000.000,,,,74000.000,,,,623000.000
IncreaseDecreaseInReceivables,,,261000.000,,,495000.000,,,,2271000.000,,,,4720000.000,,,,1465000.000
InterestExpense,414000.000,385000.000,398000.000,420000.000,384000.000,437000.000,354000.000,131000.000,135000.000,143000.000,162000.000,230000.000,321000.000,,387000.000,437000.000,,439000.000
InterestIncomeExpenseNonoperatingNet,,,,,,,,,,,,,,-230000.000,,,,
InvestmentIncomeInterest,56000.000,30000.000,27000.000,61000.000,14000.000,61000.000,70000.000,341000.000,144000.000,171000.000,64000.000,62000.000,109000.000,,72000.000,68000.000,,71000.000
NetCashProvidedByUsedInFinancingActivities,,,-1847000.000,,,-1339000.000,,,,-19350000.000,,,,-5653000.000,,,,-33431000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-1847000.000,,,-1339000.000,,,,-19350000.000,,,,-5653000.000,,,,-33431000.000
NetCashProvidedByUsedInInvestingActivities,,,-1312000.000,,,-4663000.000,,,,-6504000.000,,,,-3821000.000,,,,-8148000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1312000.000,,,-4663000.000,,,,-6504000.000,,,,-3821000.000,,,,-8148000.000
NetCashProvidedByUsedInOperatingActivities,,,10364000.000,,,14393000.000,,,,13661000.000,,,,17145000.000,,,,19495000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,10364000.000,,,14393000.000,,,,13661000.000,,,,17145000.000,,,,19495000.000
NetIncomeLoss,8839000.000,4717000.000,6026000.000,4929000.000,5044000.000,7999000.000,4717000.000,6780000.000,14760000.000,9656000.000,5752000.000,8106000.000,6546000.000,10666000.000,5918000.000,7568000.000,8246000.000,9416000.000
