,2011-09-30,2011-12-31,2012-03-31,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,5159289.000,5162228.000,5182331.000,5577919.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,6816335.000,7138167.000,7437449.000,7967291.000
AdditionalPaidInCapital,157384241.000,157418311.000,158256839.000,159949466.000
Assets,14586926.000,14103928.000,13908163.000,13882191.000
AssetsCurrent,326010.000,226969.000,330869.000,541218.000
CashAndCashEquivalentsAtCarryingValue,54039.000,4199.000,110882.000,32569.000
CommitmentsAndContingencies,,,,0.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,120000000.000,120000000.000,120000000.000,120000000.000
CommonStockSharesIssued,9547033.000,9662747.000,1553474.000,2499022.000
CommonStockSharesOutstanding,9547033.000,9662747.000,1553474.000,2499022.000
CommonStockValue,95470.000,96627.000,15535.000,24990.000
CostMethodInvestments,,,,294285.000
DeferredFinanceCostsNet,,,,294120.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,142676094.000,143382050.000,144307270.000,147165546.000
LiabilitiesAndStockholdersEquity,14586926.000,14103928.000,13908163.000,13882191.000
LiabilitiesCurrent,9888722.000,10082890.000,10088450.000,11218672.000
LiabilitiesNoncurrent,39978.000,33541.000,,0.000
LongTermDebtAndCapitalLeaseObligationsCurrent,4729433.000,4920662.000,4906119.000,5640753.000
OtherAssetsCurrent,271971.000,222770.000,219987.000,
OtherAssetsNoncurrent,338913.000,324080.000,323697.000,28813.000
OtherReceivablesNetCurrent,,,,226937.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,3000000.000,3000000.000,3000000.000,3000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,,,,0.000
PrepaidExpenseCurrent,,,,172335.000
PropertyPlantAndEquipmentGross,20738338.000,20691046.000,20691046.000,20691046.000
PropertyPlantAndEquipmentNet,13922003.000,13552879.000,13253597.000,12723755.000
RetainedEarningsAccumulatedDeficit,-10145391.000,-10145391.000,-10145391.000,-10145391.000
StockholdersEquity,4658226.000,3987497.000,3819713.000,2663519.000
ValueAddedTaxReceivableCurrent,,,,109377.000
