,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1965000.000,1624000.000,1290000.000,736000.000,667000.000,471000.000,354000.000,399000.000,845000.000
AccountsReceivableNetCurrent,44000.000,32000.000,34000.000,116000.000,31000.000,33000.000,50000.000,3000.000,43000.000
AccruedProfessionalFeesCurrent,224000.000,95000.000,160000.000,33000.000,,,,71000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,316000.000,354000.000,375000.000,419000.000,,,,596000.000,
AdditionalPaidInCapital,75904000.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,,76601000.000,77035000.000,77505000.000,77921000.000,78463000.000,79044000.000,79676000.000,90672000.000
Assets,36701000.000,31600000.000,26978000.000,23407000.000,20134000.000,16552000.000,13815000.000,10377000.000,17683000.000
AssetsCurrent,35808000.000,30708000.000,26111000.000,22537000.000,19302000.000,15628000.000,11283000.000,8030000.000,15390000.000
Capital,,400000.000,400000.000,,,,,,
CapitalizedComputerSoftwareNet,,,,0.000,,,,0.000,
Cash,35263000.000,29806000.000,25371000.000,21749000.000,18559000.000,14642000.000,10527000.000,7333000.000,14797000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000
CommonStockSharesIssued,13351874.000,13351874.000,13355477.000,13355477.000,13371445.000,13371445.000,13420927.000,13420927.000,17121857.000
CommonStockSharesOutstanding,13351874.000,13351874.000,13355477.000,13355477.000,13371445.000,13371445.000,13420927.000,13420927.000,17121857.000
CommonStockValue,13000.000,13000.000,13000.000,13000.000,13000.000,13000.000,13000.000,13000.000,17000.000
DeferredIncomeTaxLiabilities,,,,93000.000,,,,69000.000,
DeferredRentCreditNoncurrent,33000.000,30000.000,26000.000,22000.000,17000.000,13000.000,11000.000,80000.000,115000.000
DeferredTaxAssetsGross,,,,3340000.000,,,,4628000.000,
DeferredTaxAssetsNet,,,,93000.000,,,,69000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,3072000.000,,,,4444000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,241000.000,,,,-11000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,27000.000,,,,195000.000,
DeferredTaxAssetsValuationAllowance,,,,3247000.000,,,,4559000.000,
DeferredTaxLiabilitiesCurrent,,,,34000.000,,,,,
DueToRelatedPartiesCurrent,161000.000,59000.000,53000.000,55000.000,26000.000,51000.000,20000.000,18000.000,22000.000
EmployeeRelatedLiabilitiesCurrent,40000.000,44000.000,131000.000,307000.000,,,,392000.000,
FiniteLivedIntangibleAssetsNet,,,,,,,,1494000.000,1479000.000
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,0.000,,,,0.000,
IntangibleAssetsNetExcludingGoodwill,44000.000,40000.000,36000.000,32000.000,28000.000,25000.000,1601000.000,,
InventoryNet,314000.000,401000.000,419000.000,430000.000,494000.000,510000.000,485000.000,302000.000,293000.000
Liabilities,2709000.000,2230000.000,2074000.000,1382000.000,1458000.000,1217000.000,2158000.000,1938000.000,2835000.000
LiabilitiesAndStockholdersEquity,36701000.000,31600000.000,26978000.000,23407000.000,20134000.000,16552000.000,13815000.000,10377000.000,17683000.000
LiabilitiesCurrent,2676000.000,2200000.000,2048000.000,1360000.000,1441000.000,1204000.000,1115000.000,1489000.000,2320000.000
LongTermDebtNoncurrent,,,,,,,1032000.000,,
LongTermNotesPayable,,,,,,,,369000.000,400000.000
NoncurrentAssets,792000.000,803000.000,784000.000,775000.000,,,,727000.000,
NotesPayable,,,,,,,,859000.000,
NotesPayableCurrent,,,,,,,,490000.000,500000.000
OperatingLossCarryforwards,,,,1618000.000,,,,2000000.000,
OtherAccruedLiabilitiesCurrent,286000.000,378000.000,414000.000,61000.000,,,,67000.000,
OtherAssetsNoncurrent,57000.000,49000.000,47000.000,63000.000,61000.000,158000.000,159000.000,126000.000,125000.000
OtherLiabilitiesCurrent,550000.000,517000.000,705000.000,569000.000,748000.000,682000.000,741000.000,582000.000,953000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,,,,,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,,,,,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,,,,,,,0.000,0.000
PreferredStockSharesOutstanding,,,,,,,,0.000,0.000
