,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,,7428.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,1469.000,13000.000,23198.000,8958.000,29334.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,150750.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-52156.000,,-65000.000,49000.000,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,-543440.000
AmortizationOfIntangibleAssets,,,,,51000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,0.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,395000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,163000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,27000.000,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,16000.000,0.000,422000.000
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,211000.000,557000.000
CargoAndFreightRevenue,48344211.000,49850693.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-700883.000,3383308.000,-5438604.000,10406231.000,-8043312.000
CommonStockDividendsPerShareCashPaid,0.250,0.250,,,
CommonStockDividendsPerShareDeclared,0.250,0.250,0.300,,
ComprehensiveIncomeNetOfTax,,,1458856.000,2356793.000,4960080.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,-1233470.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,3726610.000
CurrentFederalTaxExpenseBenefit,,820000.000,36000.000,1209000.000,1817000.000
CurrentForeignTaxExpenseBenefit,,69000.000,69000.000,-65000.000,171000.000
CurrentIncomeTaxExpenseBenefit,,1035000.000,281000.000,1303000.000,2304000.000
CurrentStateAndLocalTaxExpenseBenefit,,146000.000,176000.000,159000.000,316000.000
DeferredFederalIncomeTaxExpenseBenefit,,21000.000,779000.000,-315000.000,152000.000
DeferredIncomeTaxExpenseBenefit,405000.000,25000.000,911000.000,-372000.000,90484.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,4000.000,132000.000,-57000.000,-61000.000
DepreciationAndAmortization,278357.000,532770.000,752412.000,856911.000,1107207.000
DividendsCash,-611571.000,-611571.000,733885.000,,
EarningsPerShareBasic,0.550,0.680,0.610,1.050,2.080
EarningsPerShareDiluted,0.550,0.680,0.600,1.040,2.060
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,1923.000
EffectiveIncomeTaxRateContinuingOperations,,,0.448,0.273,0.389
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,0.090
EffectiveIncomeTaxRateReconciliationDeductions,,0.388,,,
EffectiveIncomeTaxRateReconciliationDeductionsOther,,,,-0.106,0.051
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,,,,,0.031
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,0.011,0.006,0.012,0.008
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.001,0.026,0.007,0.006
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.036,0.076,0.020,0.027
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,-52156.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,79654.000
GainLossOnDispositionOfAssets,22368.000,-4363.000,23617.000,,
GainLossOnDispositionOfAssets1,,,23617.000,869116.000,5968.000
GainLossOnSaleOfPropertyPlantEquipment,22368.000,,,,
GainsLossesOnSalesOfAssets,,-4363.000,,,
GeneralAndAdministrativeExpense,11335044.000,12456893.000,12843507.000,14222996.000,18139830.000
GoodwillImpairmentLoss,,,,,100000.000
IncomeLossAttributableToParent,2096224.000,,,,
IncomeLossFromContinuingOperations,,2729860.000,2658636.000,3414926.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,6153409.000
IncomeTaxExpenseBenefit,746000.000,1060000.000,1192000.000,931000.000,2395452.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,557000.000
IncomeTaxReconciliationDeductionsOther,,,,364000.000,316000.000
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,,,,,193000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,928000.000,904000.000,1161000.000,2092000.000
IncomeTaxReconciliationNondeductibleExpense,,30000.000,15000.000,42000.000,47000.000
IncomeTaxReconciliationOtherAdjustments,,3000.000,70000.000,-25000.000,39000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,99000.000,203000.000,67000.000,169000.000
IncomeTaxesPaid,1088000.000,675000.000,755000.000,737000.000,2827000.000
IncreaseDecreaseInAccountsPayable,-100414.000,-258227.000,684685.000,-1710347.000,605940.000
IncreaseDecreaseInAccountsReceivable,-2670430.000,2692701.000,-1355998.000,-640944.000,1530289.000
IncreaseDecreaseInAccruedLiabilities,-321952.000,-30839.000,115184.000,767231.000,1217786.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,-714000.000,,,,
IncreaseDecreaseInIncomeTaxesReceivable,,-355000.000,474000.000,-566000.000,524900.000
IncreaseDecreaseInInsuranceAssets,91704.000,97513.000,106426.000,103060.000,109386.000
IncreaseDecreaseInInventories,3173042.000,-4590984.000,4023176.000,-4892248.000,877993.000
