,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,614149.000,614654.000,491765.000,497051.000
AccountsPayableRelatedPartiesCurrent,10000.000,40000.000,70000.000,100000.000
AdditionalPaidInCapital,5656029.000,5518400.000,5278232.000,5219512.000
Assets,691396993.000,691683205.000,691999565.000,692252165.000
AssetsCurrent,1372308.000,1231367.000,1112538.000,900007.000
AssetsHeldInTrust,1300000.000,1100000.000,1000000.000,805000.000
CashAndCashEquivalentsAtCarryingValue,1335633.000,1141908.000,1016157.000,805053.000
CashFDICInsuredAmount,250000.000,250000.000,,
CommitmentsAndContingencies,0.000,,,
CommonStockHeldInTrust,,690000000.000,691000000.000,691000000.000
DueToRelatedPartiesCurrent,225733.000,225733.000,225733.000,225733.000
Liabilities,46108360.000,46256943.000,46333132.000,46527012.000
LiabilitiesAndStockholdersEquity,691396993.000,691683205.000,691999565.000,692252165.000
LiabilitiesCurrent,849882.000,880387.000,787498.000,822784.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,,,
PrepaidExpenseCurrent,36675.000,89459.000,96381.000,94954.000
RestrictedCashAndCashEquivalentsNoncurrent,690024685.000,690451838.000,690887027.000,691352158.000
RestrictedCashAndInvestments,,,,49000.000
RetainedEarningsAccumulatedDeficit,-658023.000,-520394.000,-280222.000,-221502.000
StockholdersEquity,5000003.000,5000002.000,5000003.000,5000003.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,645288633.000,645426262.000,645666433.000,645725153.000
TemporaryEquityCarryingAmountAttributableToParent,640288630.000,640426260.000,640666430.000,640725150.000
TemporaryEquityParOrStatedValuePerShare,,,0.000,0.000
TemporaryEquitySharesOutstanding,,,64066643.000,64072515.000
