,2011-01-28,2011-04-29,2011-07-29,2011-10-28,2012-01-27,2012-04-27,2012-08-03,2012-11-02,2013-02-01,2013-05-03,2013-08-02,2013-11-01,2014-01-31,2014-05-02,2014-08-01,2014-10-31,2015-01-30,2015-05-01,2015-07-31,2015-10-30,2016-01-29,2016-04-29,2016-07-29,2016-10-28,2017-01-27,2017-04-28
AccountsPayableCurrent,88424000.000,82254000.000,99679000.000,101467000.000,93592000.000,87656000.000,101271000.000,98847000.000,85109000.000,72732000.000,110637000.000,93694000.000,82202000.000,71971000.000,98477000.000,92401000.000,82902000.000,89327000.000,133117000.000,113268000.000,91474000.000,88011000.000,132493000.000,119014000.000,100388000.000,98462000.000
AccountsReceivableNetCurrent,20933000.000,11917000.000,12279000.000,16187000.000,16991000.000,19107000.000,14609000.000,14893000.000,13338000.000,14406000.000,15942000.000,16730000.000,18206000.000,16402000.000,22704000.000,15672000.000,20046000.000,25858000.000,18050000.000,18070000.000,15900000.000,18667000.000,19389000.000,18862000.000,19654000.000,18602000.000
AccruedEmployeeBenefitsCurrent,,,29247000.000,,,,26546000.000,,,,24477000.000,,,,26050000.000,,,,27717000.000,,,,27928000.000,,,
AccruedIncomeTaxesCurrent,3170000.000,2550000.000,0.000,1241000.000,5173000.000,3836000.000,5825000.000,8101000.000,331000.000,0.000,,9274000.000,0.000,0.000,,10258000.000,1569000.000,,,14837000.000,,,,3731000.000,1632000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,641703000.000,653345000.000,664709000.000,678942000.000,692518000.000,705949000.000,719201000.000,732029000.000,745018000.000,758265000.000,771454000.000,785174000.000,798734000.000,812233000.000,823837000.000,837774000.000,851707000.000,866730000.000,878424000.000,892162000.000,906621000.000,921642000.000,931656000.000,945299000.000,961981000.000,978842000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-39273000.000,-36944000.000,-38032000.000,-34082000.000,-31670000.000,-27130000.000,-21158000.000,-17744000.000,-13437000.000,-10376000.000,-6612000.000,-6690000.000,-5765000.000,-4547000.000,-4733000.000,-5209000.000,-8964000.000,-4027000.000,-3725000.000,-6758000.000,-9875000.000,-10850000.000,-13740000.000,-9969000.000,-2933000.000,-4028000.000
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,42973000.000,47088000.000,51462000.000,47811000.000,50645000.000,52981000.000
AdditionalPaidInCapitalCommonStock,22755000.000,10334000.000,7081000.000,10533000.000,15317000.000,22878000.000,28676000.000,34138000.000,37993000.000,43255000.000,51728000.000,34428000.000,35658000.000,37568000.000,39969000.000,39947000.000,44177000.000,50555000.000,56066000.000,40043000.000,,,,,,
Assets,1314457000.000,1299535000.000,1310884000.000,1327928000.000,1370329000.000,1380752000.000,1418992000.000,1420503000.000,1445601000.000,1309673000.000,1388306000.000,1354583000.000,1370140000.000,1368535000.000,1432248000.000,1424027000.000,1470478000.000,1501067000.000,1576208000.000,1469190000.000,1476799000.000,1495953000.000,1497664000.000,1499079000.000,1534891000.000,1535028000.000
AssetsCurrent,247028000.000,234628000.000,245915000.000,261821000.000,300637000.000,307982000.000,337308000.000,340962000.000,368370000.000,232736000.000,302194000.000,268679000.000,279929000.000,273076000.000,329649000.000,322480000.000,366155000.000,391376000.000,456824000.000,355907000.000,365033000.000,372784000.000,355740000.000,351472000.000,382210000.000,378140000.000
AssetsFairValueDisclosure,,,59213000.000,55576000.000,101674000.000,,133974000.000,,,,83913000.000,,,,,,,,,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,950000.000,950000.000,884000.000,884000.000,884000.000,883000.000,882000.000,884000.000,883000.000,883000.000,0.000,0.000,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,712451000.000,,,,726814000.000,,,,746764000.000,,,,767149000.000,,,,788641000.000,,,,814176000.000,,,
CapitalLeasedAssetsGross,,,3289000.000,,,,3289000.000,,,,3289000.000,,,,3289000.000,,,,3289000.000,,,,3289000.000,,,
