,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,683673.000,,,,332976.000,,,,6929436.000
CostOfRevenue,1238410.000,958033.000,1090462.000,1182905.000,1369887.000,1157038.000,798489.000,755357.000,786279.000,251570.000,72003.000
CurrentFederalTaxExpenseBenefit,167889.000,179950.000,191878.000,106290.000,-80804.000,-27056.000,133145.000,50103.000,257589.000,1013084.000,-43537.000
CurrentStateAndLocalTaxExpenseBenefit,11553.000,9915.000,11187.000,10187.000,8000.000,8439.000,8523.000,7304.000,10559.000,21504.000,0.000
DepreciationDepletionAndAmortization,109055.000,109055.000,109962.000,108236.000,108236.000,230852.000,102359.000,102359.000,102359.000,145750.000,52996.000
EarningsPerShareBasic,0.230,0.250,0.260,0.150,-0.110,-0.030,0.180,0.070,0.350,4.430,-0.060
EarningsPerShareDiluted,0.230,0.250,0.260,0.150,-0.110,-0.030,0.180,0.070,0.350,4.430,-0.060
GeneralAndAdministrativeExpense,138406.000,132776.000,159915.000,146260.000,140247.000,137881.000,161757.000,148504.000,169108.000,120014.000,211194.000
ImpairmentOfOilAndGasProperties,0.000,0.000,1888.000,10629.000,0.000,0.000,0.000,108710.000,0.000,288732.000,15656.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,505345.000,539180.000,575535.000,322804.000,-229658.000,-43222.000,400127.000,154665.000,768175.000,8730665.000,-128050.000
InterestExpense,567.000,1003.000,748.000,678.000,662.000,438.000,870.000,654.000,662.000,662.000,647.000
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,0.000,,,,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,0.000,,,,0.000
NetCashProvidedByUsedInInvestingActivities,,,-261022.000,,,,-4607.000,,,,7891958.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-261022.000,,,,-4607.000,,,,7891958.000
NetCashProvidedByUsedInOperatingActivities,,,944695.000,,,,337583.000,,,,-962522.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,944695.000,,,,337583.000,,,,-962522.000
NetIncomeLoss,325903.000,349315.000,372470.000,206327.000,-156854.000,-34097.000,258459.000,97258.000,500027.000,6269836.000,-84513.000
OilAndGasRevenue,1997370.000,1710700.000,1929451.000,1756413.000,1384636.000,,1469167.000,1256864.000,1822535.000,,220261.000
OperatingCostsAndExpenses,1503887.000,1185124.000,1369958.000,1448923.000,1620956.000,1516975.000,1082159.000,1115643.000,1068195.000,820849.000,352496.000
OtherIncome,11862.000,13604.000,16042.000,15314.000,6662.000,71767.000,13119.000,13444.000,13835.000,-38203.000,4185.000
PaymentsToAcquireOilAndGasProperty,,,333022.000,,,,4607.000,,,,108042.000
PaymentsToAcquirePropertyPlantAndEquipment,,,0.000,,,,0.000,,,,
ProceedsFromCollectionOfNotesReceivable,,,,,,,,,,,8000000.000
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,,,72000.000,,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,0.000,,,,
ProvisionForDoubtfulAccounts,17449.000,-15743.000,6983.000,215.000,1924.000,-9234.000,18684.000,59.000,9787.000,14121.000,0.000
Revenues,2009232.000,1724304.000,1945493.000,1771727.000,1391298.000,1473753.000,1482286.000,1270308.000,1836370.000,1169572.000,224446.000
SalesRevenueNet,1997370.000,1710700.000,1929451.000,1756413.000,1384636.000,1401986.000,1469167.000,1256864.000,1822535.000,1207775.000,220261.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,1416587.000,,1416587.000,1416587.000,1416587.000,-2833174.000,1416587.000
