,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,57134.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,225000.000
AssetRetirementObligationAccretionExpense,,,,,,,,,,,,,2917.000
AssetRetirementObligationLiabilitiesIncurred,,,,,,,,,,,,,291659.000
CashAndCashEquivalentsPeriodIncreaseDecrease,5.000,,,,-1.000,,,,68.000,,,,-415609.000
CostOfGoodsAndServicesSoldDepreciationAndAmortization,,,,,,,,,,,,,14723.000
Depletion,,,,,,,,,,,,,3646.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,,18369.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.110,-0.040,-0.080,-0.150
GeneralAndAdministrativeExpense,5905.000,4535.000,8908.000,17699.000,2168.000,7759.000,21111.000,25770.000,7578.000,,,,
ImpairmentOfOilAndGasProperties,,,,,,,,,,,,,1272753.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,-667421.000,-504894.000,,-2159499.000
IncreaseDecreaseInAccountsPayable,190.000,,,,-1625.000,,,,4696.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,-485180.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,,,,,,-10600.000
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,21988.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,,,,,-50486.000
IncreaseDecreaseInOperatingCapital,,,,,,,,,-98505.000,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,117484.000
InterestExpense,,,,,,,,,,16043.000,-86.000,,110518.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,,,,,,202067.000
NetCashProvidedByUsedInFinancingActivities,5720.000,,,,3792.000,,,,2950.000,,,,2250000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5720.000,,,,3792.000,,,,2950.000,,,,2250000.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,,,-1474584.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,,,-1474584.000
NetCashProvidedByUsedInOperatingActivities,-5715.000,,,,-3793.000,,,,-2882.000,,,,-1191025.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5715.000,,,,-3793.000,,,,-2882.000,,,,-1191025.000
NetIncomeLoss,-5905.000,-4535.000,-8908.000,-17699.000,-2168.000,-7759.000,-21111.000,-25770.000,-7578.000,-667421.000,-504894.000,-761245.000,-2159499.000
NonoperatingIncomeExpense,,,,,,,,,,-16043.000,86.000,,-110518.000
OperatingExpenses,5905.000,4535.000,8908.000,17699.000,2168.000,7759.000,21111.000,25770.000,7578.000,651378.000,504980.000,749329.000,2122875.000
OperatingIncomeLoss,-5905.000,-4535.000,-8908.000,-17699.000,-2168.000,-7759.000,-21111.000,-25770.000,-7578.000,-651378.000,-504980.000,-749329.000,-2048981.000
PaymentsToAcquireOilAndGasProperty,,,,,,,,,,,,,1474584.000
ProceedsFromNotesPayable,,,,,,,,,,,,,2250000.000
ProceedsFromRelatedPartyDebt,5720.000,,,,3792.000,,,,2950.000,,,,
Revenues,,,,,,,,,,,,,73894.000
SalesRevenueNet,,,,,,,,,,,,,73894.000
SellingGeneralAndAdministrativeExpense,,,,,,,,,,651378.000,504980.000,,831753.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,,,,,,,1600000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,,,,,,1.990
StockIssuedDuringPeriodSharesIssuedForServices,,,,,,,,,,,,,175000.000
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,,,,,,359500.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,14702250.000,14702250.000,14702250.000,-29404500.000,14702250.000,14702250.000,14702250.000,-29404500.000,14702250.000,6047723.000,11536278.000,-23864071.000,13970001.000
