,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31
CashAndCashEquivalentsPeriodIncreaseDecrease,344000.000,,,,-99000.000,,,,-625000.000,,,,-652000.000,
ConcentrationRiskPercentage1,,,,,,,,,0.100,,,,0.100,
CostOfGoodsSold,657000.000,1314000.000,2960000.000,2861000.000,1717000.000,1133000.000,1372000.000,2060000.000,5926000.000,4820000.000,2083000.000,1467000.000,1888000.000,812000.000
CostOfRevenue,749000.000,1377000.000,3155000.000,3022000.000,1792000.000,1261000.000,1518000.000,2124000.000,6057000.000,4927000.000,2159000.000,1565000.000,1991000.000,891000.000
CostOfServices,92000.000,63000.000,195000.000,161000.000,75000.000,128000.000,146000.000,64000.000,131000.000,107000.000,76000.000,98000.000,103000.000,79000.000
DepreciationDepletionAndAmortization,32000.000,,,,41000.000,46000.000,46000.000,48000.000,46000.000,49000.000,44000.000,49000.000,59000.000,54000.000
EarningsPerShareBasic,,,,,0.070,0.040,-0.010,0.140,0.050,0.150,0.070,-0.030,0.010,-0.050
EarningsPerShareBasicAndDiluted,-0.060,-0.010,0.060,0.110,,,,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,0.403,,,,0.081,
GainLossOnDispositionOfAssets,,,,,,,,,,,,,0.000,
GainLossOnDispositionOfProperty,,,,,,,,,25000.000,,,,,
GrossProfit,-140000.000,567000.000,1328000.000,2026000.000,1498000.000,1136000.000,488000.000,754000.000,1709000.000,4047000.000,1838000.000,396000.000,882000.000,212000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,725000.000,,919000.000,492000.000,-92000.000,233000.000,1122000.000,3211000.000,1150000.000,-605000.000,76000.000,-596000.000
IncomeTaxExpenseBenefit,,,0.000,,3000.000,20000.000,-3000.000,-1567000.000,452000.000,1247000.000,200000.000,-117000.000,6000.000,-3000.000
IncomeTaxesPaid,,,,,25000.000,,,,0.000,,,,,
IncreaseDecreaseInAccountsPayableTrade,401000.000,,,,-799000.000,,,,-1115000.000,,,,249000.000,
IncreaseDecreaseInAccountsReceivable,-128000.000,,,,168000.000,,,,-276000.000,,,,1076000.000,
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,-85000.000,,,,0.000,,,,,,,,,
IncreaseDecreaseInDeferredCharges,-38000.000,,,,-3000.000,,,,59000.000,,,,16000.000,
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,,,,405000.000,,,,0.000,
IncreaseDecreaseInDeferredRevenue,862000.000,,,,-11000.000,,,,-1720000.000,,,,70000.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,55000.000,,,,54000.000,,,,57000.000,,,,-141000.000,
IncreaseDecreaseInInventories,471000.000,,,,-550000.000,,,,-621000.000,,,,-149000.000,
IncreaseDecreaseInOtherCurrentAssets,101000.000,,,,,,,,,,,,,
IncreaseDecreaseInOtherCurrentLiabilities,-13000.000,,,,-30000.000,,,,30000.000,,,,-1000.000,
IncreaseDecreaseInOtherOperatingAssets,,,,,-111000.000,,,,-101000.000,,,,-9000.000,
IncreaseDecreaseInUnbilledReceivables,-32000.000,,,,957000.000,,,,0.000,,,,,
