,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,4500.000,3993.000,14827.000,23219.000,28714.000,31594.000,39754.000
AdditionalPaidInCapital,,,,45899.000,38500.000,38500.000,38500.000,,,
AdditionalPaidInCapitalCommonStock,45300.000,45300.000,45300.000,,,,,38500.000,38500.000,38500.000
Assets,41139.000,16819.000,,,169.000,106.000,42.000,10.000,1086.000,
AssetsCurrent,41139.000,16819.000,,,169.000,,,,,
CashAndCashEquivalentsAtCarryingValue,41139.000,16819.000,,,169.000,106.000,42.000,10.000,15.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000
CommonStockSharesIssued,12000000.000,12000000.000,12000000.000,6000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000
CommonStockSharesOutstanding,12000000.000,12000000.000,12000000.000,12000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000
CommonStockValue,1200.000,1200.000,1200.000,600.000,8000.000,8000.000,8000.000,8000.000,8000.000,8000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,42211.000
DeferredTaxAssetsValuationAllowance,,,,,,,,,,42211.000
DueToOfficersOrStockholdersCurrent,,,,1053.000,5253.000,,,23846.000,23236.000,23236.000
DueToRelatedPartiesCurrent,,,,,,18462.000,23022.000,,,
Liabilities,,,,5553.000,9246.000,34839.000,47791.000,,,
LiabilitiesAndStockholdersEquity,41139.000,16819.000,,,169.000,106.000,42.000,10.000,1086.000,
LiabilitiesCurrent,,,,,,,,54110.000,64948.000,74103.000
LoansPayableCurrent,,,,,,1550.000,1550.000,1550.000,10118.000,11113.000
OperatingLossCarryforwards,,,,,,28432.000,,,,120603.000
OperatingLossCarryforwardsValuationAllowance,,,,,,28432.000,,,,
PreferredStockParOrStatedValuePerShare,,,,0.000,,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,,,10000000.000,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,,10000.000,,0.000,0.000,,,
PreferredStockSharesOutstanding,,,,10000.000,,0.000,0.000,,,
PreferredStockValue,,,,1.000,,,,,,
PrepaidExpenseCurrent,,,,,,,,,1071.000,
RetainedEarningsAccumulatedDeficit,-5361.000,-29681.000,-46500.000,-52053.000,-55577.000,-81233.000,-94249.000,-100600.000,-110362.000,-120603.000
StockholdersEquity,41139.000,16819.000,,-5553.000,-9077.000,-34733.000,-47749.000,-54100.000,-63862.000,-74103.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,-9077.000,-34733.000,-47749.000,,,
