,2011-09-09,2011-12-30,2012-03-23,2012-06-15,2012-09-07,2012-12-28,2013-03-22,2013-06-14,2013-09-06,2014-01-03,2014-03-28,2014-06-20,2014-09-12,2015-01-02,2015-03-27,2015-06-19,2015-09-11,2016-01-01,2016-03-25,2016-06-17,2016-09-09,2016-12-30
AccountsPayableCurrentAndNoncurrent,67000000.000,145000000.000,89000000.000,81000000.000,79000000.000,113000000.000,81000000.000,81000000.000,94000000.000,129000000.000,86000000.000,75000000.000,79000000.000,114000000.000,76569000.000,80450000.000,77516000.000,139120000.000,80618000.000,74484000.000,79024000.000,124439000.000
AccruedLiabilitiesCurrentAndNoncurrent,118000000.000,121000000.000,121000000.000,127000000.000,147000000.000,181000000.000,175000000.000,152000000.000,149000000.000,185000000.000,210000000.000,168000000.000,147000000.000,166000000.000,171325000.000,137261000.000,150928000.000,164791000.000,178642000.000,132733000.000,144475000.000,147469000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,381000000.000,,343000000.000,,,,342000000.000,,,,326000000.000,,,,325807000.000,,,,323984000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,29000000.000,19000000.000,23000000.000,17000000.000,18000000.000,21000000.000,20000000.000,20000000.000,20000000.000,23000000.000,23000000.000,23000000.000,20000000.000,17000000.000,11452000.000,14756000.000,13305000.000,11381000.000,12937000.000,12735000.000,12104000.000,5460000.000
AdditionalPaidInCapitalCommonStock,,1117000000.000,1118000000.000,1122000000.000,1113000000.000,1116000000.000,1116000000.000,1119000000.000,1122000000.000,1130000000.000,1127000000.000,1129000000.000,1109000000.000,1137000000.000,1128615000.000,1135143000.000,1138049000.000,1150731000.000,1149442000.000,1139366000.000,1142480000.000,1162283000.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,1000000.000,,,,,2000000.000,,,,1000000.000,,,,1000000.000,,,,600000.000,,,,800000.000
Assets,3165000000.000,2846000000.000,2721000000.000,2647000000.000,2746000000.000,2604000000.000,2569000000.000,2511000000.000,2660000000.000,2632000000.000,2519000000.000,2410000000.000,2347000000.000,2540000000.000,2388869000.000,2323212000.000,2527027000.000,2395026000.000,2330785000.000,2253554000.000,2386170000.000,2391419000.000
BuildingsAndImprovementsGross,,,,,,204000000.000,,,,204000000.000,,,,168000000.000,,,,267965000.000,,,,213190000.000
CashAndCashEquivalentsAtCarryingValue,25000000.000,110000000.000,77000000.000,83000000.000,212000000.000,103000000.000,119000000.000,104000000.000,288000000.000,200000000.000,159000000.000,170000000.000,146000000.000,347000000.000,272180000.000,250906000.000,321690000.000,177061000.000,106613000.000,97418000.000,174764000.000,147102000.000
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.100,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
