,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2306000.000,2171000.000
AllocatedShareBasedCompensationExpense,2150000.000,2171000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1044743.000,1082916.000
CapitalizedComputerSoftwareAmortization,14000.000,
CapitalizedComputerSoftwareAmortization1,,15000.000
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,21611000.000,
CashPeriodIncreaseDecreaseExcludingExchangeRateEffect,,-14374000.000
ComprehensiveIncomeNetOfTax,-18161000.000,-15757000.000
CostOfGoodsSold,163000.000,279000.000
CurrentFederalTaxExpenseBenefit,0.000,0.000
CurrentForeignTaxExpenseBenefit,16000.000,72000.000
CurrentIncomeTaxExpenseBenefit,19000.000,76000.000
CurrentStateAndLocalTaxExpenseBenefit,3000.000,4000.000
DebtConversionConvertedInstrumentAmount1,1559000.000,
DeferredFederalIncomeTaxExpenseBenefit,-306000.000,-255000.000
DeferredForeignIncomeTaxExpenseBenefit,-1574000.000,-1228000.000
DeferredIncomeTaxExpenseBenefit,-1880000.000,-1483000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,0.000,0.000
Depreciation,159000.000,186000.000
DepreciationDepletionAndAmortization,173000.000,253000.000
EarningsPerShareBasicAndDiluted,-1.400,-1.180
EffectOfExchangeRateOnCash,,-42000.000
EffectiveIncomeTaxRateContinuingOperations,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.100,-0.100
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.250,-0.250
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,0.000,0.000
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.000,0.000
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.000,0.000
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,0.000,0.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,39000.000,
GainLossOnDispositionOfAssets1,-12000.000,-4000.000
GeneralAndAdministrativeExpense,7479000.000,6750000.000
GrossProfit,-10000.000,-265000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-18142000.000,-15681000.000
IncomeTaxExpenseBenefit,19000.000,76000.000
IncomeTaxesPaid,,50000.000
IncomeTaxesPaidNet,3000.000,
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,44000.000,-301000.000
IncreaseDecreaseInAccountsReceivable,91000.000,-113000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,16000.000,8000.000
IncreaseDecreaseInDeferredLiabilities,-15000.000,59000.000
IncreaseDecreaseInDueToRelatedParties,43000.000,-37000.000
IncreaseDecreaseInInventories,222000.000,149000.000
IncreaseDecreaseInOtherOperatingAssets,-9000.000,98000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,120000.000,-16000.000
InterestExpense,,20000.000
InventoryWriteDown,169000.000,278000.000
NetCashProvidedByUsedInFinancingActivities,37460000.000,-166000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,37460000.000,-166000.000
NetCashProvidedByUsedInInvestingActivities,-196000.000,-805000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-196000.000,-805000.000
NetCashProvidedByUsedInOperatingActivities,-15653000.000,-13403000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-15653000.000,-13403000.000
NetIncomeLoss,-18161000.000,-15757000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,-18161000.000,-15757000.000
OperatingExpenses,18120000.000,15394000.000
OperatingIncomeLoss,-18130000.000,-15659000.000
OtherNonoperatingExpense,,2000.000
OtherNonoperatingIncomeExpense,-12000.000,
PaidInKindInterest,1000.000,
PaymentsOfStockIssuanceCosts,2431000.000,167000.000
PaymentsToAcquireIntangibleAssets,,665000.000
PaymentsToAcquirePropertyPlantAndEquipment,196000.000,140000.000
ProceedsFromContributionsFromParent,1141000.000,
ProceedsFromIssuanceInitialPublicOffering,38750000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,1000.000
ResearchAndDevelopmentExpense,7935000.000,5541000.000
Revenues,153000.000,14000.000
SalesRevenueNet,153000.000,14000.000
SellingAndMarketingExpense,2706000.000,3103000.000
ShareBasedCompensation,2306000.000,2171000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,25917.000,34583.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,1110500.000,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,8.980,8.460
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,9.710,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,,339732.000
StockIssuedDuringPeriodValueNewIssues,36844000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,12945968.000,13337560.000
