,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,927000.000,1654000.000
AdvertisingExpense,1400000.000,1000000.000
AmortizationOfFinancingCosts,100000.000,200000.000
AmortizationOfIntangibleAssets,1713000.000,2424000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1116106.000,874298.000
CashAndCashEquivalentsPeriodIncreaseDecrease,790000.000,46754000.000
CommonStockDividendsPerShareDeclared,0.400,0.400
ComprehensiveIncomeNetOfTax,47750000.000,56099000.000
CostOfRevenue,,231936000.000
CostOfServices,220381000.000,
CostmethodInvestmentsRealizedLossesExcludingOtherThanTemporaryImpairments,,23000.000
CostsAndExpenses,337204000.000,361626000.000
CurrentFederalTaxExpenseBenefit,32871000.000,35768000.000
CurrentIncomeTaxExpenseBenefit,36763000.000,40807000.000
CurrentStateAndLocalTaxExpenseBenefit,3892000.000,5039000.000
DeferredFederalIncomeTaxExpenseBenefit,-3783000.000,-3925000.000
DeferredIncomeTaxExpenseBenefit,-1707000.000,-2791000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,2076000.000,1134000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,0.080,0.070
DefinedBenefitPlanBenefitObligationPeriodIncreaseDecrease,7600000.000,5600000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,200000.000,200000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,100000.000,100000.000
DefinedBenefitPlanFairValueOfPlanAssetsPeriodIncreaseDecrease,1600000.000,4300000.000
DefinedBenefitPlanSettlementsBenefitObligation,,0.000
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,0.400,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecurities,0.600,
DefinedBenefitPlanUltimateHealthCareCostTrendRate,0.050,0.050
Depreciation,,28310000.000
DepreciationDepletionAndAmortization,28542000.000,
Dividends,10879000.000,10569000.000
EarningsPerShareBasic,1.960,2.150
EarningsPerShareDiluted,1.930,2.110
EffectOfExchangeRateOnCashAndCashEquivalents,-40000.000,-30000.000
EffectiveIncomeTaxRateContinuingOperations,0.397,0.400
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,0.000,0.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,1.930,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,3200000.000,
EquityMethodInvestmentDividendsOrDistributions,7250000.000,7925000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,927000.000,1654000.000
FutureAmortizationExpenseAfterYearFive,339000.000,
FutureAmortizationExpenseYearFive,1291000.000,
FutureAmortizationExpenseYearFour,1953000.000,
FutureAmortizationExpenseYearOne,2431000.000,
FutureAmortizationExpenseYearThree,2186000.000,
FutureAmortizationExpenseYearTwo,2326000.000,
GoodwillAcquiredDuringPeriod,7132000.000,
GoodwillImpairmentLoss,0.000,
GoodwillTranslationAdjustments,-597000.000,110000.000
ImpairmentOfInvestments,3477000.000,
ImpairmentOfLongLivedAssetsHeldForUse,162000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,89188000.000,99652000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-841000.000,-4705000.000
IncomeLossFromEquityMethodInvestments,7255000.000,7216000.000
IncomeTaxExpenseBenefit,35056000.000,38016000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,1099000.000,-340000.000
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,,568000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,30921000.000,33231000.000
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,198000.000,234000.000
IncomeTaxReconciliationNondeductibleExpenseOther,,1491000.000
IncomeTaxReconciliationOtherAdjustments,-335000.000,-133000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,3452000.000,4101000.000
IncomeTaxesPaid,31700000.000,38300000.000
IncreaseDecreaseInAccountsPayable,1340000.000,1219000.000
IncreaseDecreaseInAccountsReceivable,4884000.000,-1466000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,2817000.000,3255000.000
IncreaseDecreaseInDeferredRevenue,601000.000,1417000.000
IncreaseDecreaseInOtherOperatingLiabilities,2825000.000,736000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-4211000.000,-1751000.000
InterestCostsCapitalized,39000.000,
InterestExpense,564000.000,568000.000
InterestPaid,500000.000,400000.000
InvestmentIncomeInterest,27000.000,67000.000
NetCashProvidedByUsedInFinancingActivities,-61248000.000,-41874000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-61248000.000,-41874000.000
NetCashProvidedByUsedInInvestingActivities,-42520000.000,-21206000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-42520000.000,-21206000.000
NetCashProvidedByUsedInOperatingActivities,104598000.000,109864000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,104598000.000,109864000.000
NetIncomeLoss,53291000.000,56931000.000
OperatingIncomeLoss,85106000.000,88232000.000
OperatingLeasesRentExpenseMinimumRentals,8914000.000,8160000.000
OperatingLeasesRentExpenseNet,8046000.000,7060000.000
OperatingLeasesRentExpenseSubleaseRentals1,868000.000,1100000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,-3853000.000,
OtherComprehensiveIncomeDefinedBenefitPlansTax,2474000.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-1688000.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,-1688000.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,-90000.000
OtherComprehensiveIncomeLossNetOfTax,,-832000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-5541000.000,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,,1224000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,742000.000
OtherComprehensiveIncomeLossTax,-2474000.000,-482000.000
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostBeforeTax,,-3322000.000
OtherPostretirementBenefitExpense,100000.000,100000.000
PaymentsForRepurchaseOfCommonStock,,50025000.000
PaymentsOfDividendsCommonStock,10849000.000,13296000.000
PaymentsOfFinancingCosts,998000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,10553000.000,
PaymentsToAcquirePropertyPlantAndEquipment,31967000.000,22672000.000
ProceedsFromIssuanceOfLongTermDebt,15000000.000,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,1288000.000,1337000.000
ProceedsFromSaleAndMaturityOfOtherInvestments,,1466000.000
ProceedsFromStockPlans,3775000.000,19793000.000
ProvisionForDoubtfulAccounts,2234000.000,2235000.000
RepaymentsOfLongTermDebt,69103000.000,
ResearchAndDevelopmentExpense,38416000.000,40567000.000
Revenues,,449858000.000
SalesRevenueNet,,449858000.000
SalesRevenueServicesNet,422310000.000,
SellingGeneralAndAdministrativeExpense,78407000.000,89123000.000
ShareBasedCompensation,8020000.000,9188000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTermMaximum,5.890,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTermMinimum,5.660,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,0.411,0.432
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,0.396,0.422
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,0.028,0.010
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,0.012,0.008
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,0.405,0.427
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageRemainingContractualTerm,4.770,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2269000.000,6334000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,15431.000,76758.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,30.950,37.750
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,154226.000,215337.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,2043774.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageRemainingContractualTerm,5.570,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,33.180
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,35.070
StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,42443.000,44470000.000
StockIssuedDuringPeriodSharesStockOptionsExercised,115788.000,579019.000
StockRepurchasedDuringPeriodShares,,1372853.000
StockRepurchasedDuringPeriodValue,,50025000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,-537000.000,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,135000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,107000.000,64000.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,-166000.000,264000.000
ValuationAllowancesAndReservesAdjustments,-2327000.000,
ValuationAllowancesAndReservesChargedToCostAndExpense,2234000.000,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,478000.000,515000.000
WeightedAverageNumberOfDilutedSharesOutstanding,27659000.000,26994000.000
