,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,4984000.000,9499000.000,5284000.000,9921000.000,4021000.000,6335000.000,5963000.000,18804000.000,9092000.000,7412000.000,5351000.000,1733000.000,3626000.000
AccountsReceivableNetCurrent,3000.000,90000.000,230000.000,289000.000,565000.000,805000.000,783000.000,1922000.000,1527000.000,1856000.000,873000.000,646000.000,1233000.000
AccruedIncomeTaxesCurrent,,,5216000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,54468000.000,,,,42235000.000,,,,44244000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,70000.000,-27000.000,-82000.000,31000.000,25000.000,43000.000,-70000.000,126000.000,181000.000,39000.000,-253000.000,-272000.000
AdditionalPaidInCapital,,405221000.000,414875000.000,429206000.000,470895000.000,487064000.000,499232000.000,564691000.000,602117000.000,732334000.000,742726000.000,862708000.000,871871000.000
AllowanceForDoubtfulAccountsReceivable,0.000,,,0.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,209000.000,306000.000,47000.000,87000.000,433000.000,482000.000,579000.000,758000.000,894000.000,1238000.000,1422000.000,779000.000,559000.000
Assets,26167000.000,430588000.000,381705000.000,337771000.000,324901000.000,289479000.000,257506000.000,300116000.000,293125000.000,374488000.000,356289000.000,639254000.000,588039000.000
AssetsCurrent,15600000.000,382733000.000,306711000.000,275370000.000,275556000.000,260226000.000,238239000.000,237472000.000,238752000.000,303125000.000,274035000.000,528503000.000,421504000.000
AvailableForSaleSecurities,,374975000.000,337537000.000,287494000.000,252142000.000,207680000.000,68856000.000,172546000.000,85671000.000,212708000.000,202679000.000,571554000.000,420665000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,70000.000,42000.000,,,,6000.000,,,,52000.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,,,,,,,,,,200000.000,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,97000.000,124000.000,,,,77000.000,,,,305000.000,
AvailableForSaleSecuritiesAmortizedCost,,374905000.000,337564000.000,287576000.000,,,,172617000.000,,,,571807000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,0.000,,,,,,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,80997000.000,162489000.000,165396000.000,135337000.000,113896000.000,68856000.000,59727000.000,51073000.000,101316000.000,143910000.000,156387000.000,222823000.000
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,,38231000.000,65638000.000,51399000.000,38521000.000,17794000.000,0.000,42860000.000,34598000.000,52316000.000,58769000.000,91565000.000,147885000.000
CashAndCashEquivalentsAtCarryingValue,0.000,268199000.000,122228000.000,89215000.000,100899000.000,97090000.000,127114000.000,112707000.000,128803000.000,148363000.000,86572000.000,344709000.000,169945000.000
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,,32260000.000,32228000.000,32221000.000,33802000.000,33939000.000,33935000.000,37981000.000,41452000.000,47853000.000,48092000.000,52833000.000,53290000.000
CommonStockSharesOutstanding,,32260000.000,32228000.000,32221000.000,33802000.000,33939000.000,33935000.000,37981000.000,41452000.000,47853000.000,48092000.000,52833000.000,53290000.000
CommonStockValue,,,,,,,,,,,,1000.000,1000.000
ConvertibleLongTermNotesPayable,,,,,,,,,,,,222676000.000,222942000.000
DeferredIncomeTaxLiabilities,,,,,,,,600000.000,,,,361000.000,
DeferredRentCreditNoncurrent,4891000.000,4989000.000,5070000.000,5150000.000,5044000.000,4895000.000,4746000.000,4598000.000,4449000.000,4369000.000,4159000.000,3966000.000,3674000.000
DeferredRevenueCurrent,7732000.000,5723000.000,667000.000,89000.000,310000.000,342000.000,271000.000,144000.000,1120000.000,662000.000,218000.000,152000.000,142000.000
DeferredRevenueNoncurrent,648000.000,729000.000,,,,,,,,,,,
DeferredTaxAssetsDeferredIncome,,,,0.000,,,,,,,,,
DeferredTaxAssetsGross,,,17100000.000,19171000.000,22200000.000,24300000.000,28000000.000,27422000.000,,,,28826000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,0.000,,,,0.000,
DeferredTaxAssetsNet,,,,384000.000,,,,600000.000,,,,361000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,181000.000,,,,4541000.000,,,,2239000.000,
DeferredTaxAssetsOther,,,,29000.000,,,,21000.000,,,,476000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,,2405000.000,,,,3955000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,7489000.000,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,10895000.000,,,,13208000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,2563000.000,,,,2285000.000,,,,2109000.000,
DeferredTaxAssetsValuationAllowance,,,,18787000.000,,,,26822000.000,,,,28465000.000,
DeferredTaxLiabilities,,,,-384000.000,,,,,,,,,
DeferredTaxLiabilitiesPrepaidExpenses,,,,-384000.000,,,,600000.000,,,,361000.000,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000
