,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,1900000.000,1900000.000,,2200000.000,2300000.000,2600000.000,2800000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,200000.000,,,,,,,400000.000,,,,400000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,10100000.000,,,,-83700000.000,,,,-10300000.000,,,,-13500000.000,,,,-1200000.000,,,,9700000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-200000.000,,,,-100000.000,,,,-100000.000,,,,,,,,0.000,,,,-200000.000
CommonStockDividendsPerShareCashPaid,,0.070,,,,,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,,0.070,0.070,0.070,0.070,0.070,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.100,0.100,0.100,0.100,0.100,0.100
ComprehensiveIncomeNetOfTax,,,9000000.000,-100000.000,10500000.000,12500000.000,2800000.000,3900000.000,11200000.000,36100000.000,-3500000.000,10700000.000,-2900000.000,-30500000.000,-7800000.000,21800000.000,2600000.000,9200000.000,11000000.000,14800000.000,20900000.000,11100000.000,22900000.000
CostOfGoodsSold,192700000.000,173100000.000,154300000.000,160400000.000,153300000.000,123800000.000,135400000.000,167800000.000,179300000.000,126200000.000,,,,,,,,,,,,,
CostOfRevenue,,,,,,,,,,,146000000.000,179300000.000,179000000.000,,162000000.000,181900000.000,198800000.000,,190300000.000,233000000.000,255500000.000,,246900000.000
DefinedBenefitPlanContributionsByEmployer,,,,,,,,,,,,,,,5000000.000,,,,,,,,
DefinedBenefitPlanExpectedContributionsInCurrentFiscalYear,,,,,,,,,,,,,,,15000000.000,,,,14300000.000,,,,14000000.000
Depreciation,,,,,,,6100000.000,,,,5600000.000,,,,6800000.000,,,,8600000.000,,,,12200000.000
DepreciationDepletionAndAmortization,,,5900000.000,,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.360,0.280,0.130,0.270,0.210,0.630,0.140,0.290,0.230,0.470,-0.160,0.390,0.300,0.510,0.270,0.490,0.430,0.700,0.170,0.640,0.700,0.790,0.580
EarningsPerShareDiluted,0.350,0.270,0.130,0.260,0.200,0.640,0.140,0.290,0.230,0.450,-0.160,0.380,0.300,0.510,0.270,0.480,0.420,0.710,0.170,0.630,0.690,0.780,0.570
EffectOfExchangeRateOnCashAndCashEquivalents,,,200000.000,,,,100000.000,,,,300000.000,,,,-5600000.000,,,,1700000.000,,,,800000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,700000.000,,,,200000.000,,,,900000.000,,,,1800000.000,,,,1500000.000,,,,0.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,-600000.000,,,2100000.000,-1200000.000,-1600000.000,200000.000,300000.000,,900000.000,,-1400000.000,100000.000,200000.000,200000.000,-1100000.000,0.000,-600000.000,100000.000,
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,,,,,,,,,400000.000
GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,-1000000.000,800000.000,,2700000.000,-1800000.000,-1000000.000,-200000.000,100000.000,-700000.000,400000.000,-500000.000,-700000.000,600000.000,-300000.000,800000.000,-800000.000,-100000.000,-500000.000,-600000.000,0.000
GeneralAndAdministrativeExpense,,,,,,,-6900000.000,10400000.000,10700000.000,,,,,,,,,,,,,,
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,,,,,,,2200000.000,,,,34000000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,,,1100000.000
GoodwillTranslationAdjustments,,,,,,,,,,,,,,,,,,,1700000.000,,,,
GrossProfit,,,,,,,12100000.000,23600000.000,21100000.000,,13800000.000,28600000.000,24500000.000,35800000.000,21500000.000,30800000.000,30000000.000,41300000.000,27300000.000,42400000.000,40200000.000,48400000.000,30100000.000
IncomeLossFromContinuingOperations,,,,,,,4100000.000,,,,-4700000.000,,,,8000000.000,,,,5200000.000,18800000.000,20600000.000,23400000.000,17600000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,15700000.000,12800000.000,6200000.000,12200000.000,8500000.000,27100000.000,5200000.000,13200000.000,10400000.000,19000000.000,-6500000.000,17000000.000,13500000.000,20700000.000,11900000.000,21200000.000,19600000.000,29500000.000,7700000.000,27700000.000,26700000.000,31900000.000,17100000.000
